canonical_item_code	standard_item_name	standard_sku_name	minimal_required_specs	standard_uom	source_uoms	unit_resolution	brand	aliases	removed_default_fields	default_fill_basis	merged_from_item_codes	merged_count	merge_reasons	governance_reasons	target
SPARE-000019	普通螺栓	普通螺栓 M12×60	规格/口径：M12×60；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		12*60螺丝；螺丝		规格补全M前缀；材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	SPARE-000019	1		补全M前缀，单位统一	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000048	普通螺栓	普通螺栓 M14×180	规格/口径：M14×180；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		14*180螺丝；螺丝		规格补全M前缀；材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	SPARE-000048	1		补全M前缀，单位统一	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000015	普通螺栓	普通螺栓 M14×50	规格/口径：M14×50；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		14*50螺丝；螺丝		规格补全M前缀；材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	SPARE-000015	1		补全M前缀，单位统一	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000082	普通螺栓	普通螺栓 M16×160	规格/口径：M16×160；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		16*160螺丝；螺丝		规格补全M前缀；材质、强度等级、表面处理由系统推定补全	SPARE-000082	1		补全M前缀，保留关键字段	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000018	普通螺栓	普通螺栓 M16×30	规格/口径：M16×30；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		16*30螺丝；螺丝		规格补全M前缀；材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	SPARE-000018	1		补全M前缀，单位统一	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000014	普通螺栓	普通螺栓 M16×50	规格/口径：M16×50；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		16*50螺丝；螺丝		规格补全M前缀；材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	SPARE-000014	1		补全M前缀，单位统一	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000034	普通螺栓	普通螺栓 M20×120	规格/口径：M20×120；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		M20*120螺丝；螺丝		材质、强度等级、表面处理由系统推定补全	SPARE-000034	1		规格完整，保留关键字段	紧固件与连接件/螺丝/螺栓/普通螺栓
FAST-000053	普通螺栓	普通螺栓 M20×130	规格/口径：M20×130；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		M20*130螺丝；螺丝		材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	FAST-000053；SPARE-000075	2	规格、材质、强度、表面处理相同，单位差异（个/套）	与SPARE-000075规格相同，标记合并；与FAST-000053规格相同，标记合并	紧固件与连接件/螺丝/螺栓/普通螺栓
FAST-000051	普通螺栓	普通螺栓 M20×30	规格/口径：M20×30；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		M20*30螺丝；螺丝		材质、强度等级、表面处理由系统推定补全	FAST-000051	1		规格完整，保留关键字段	紧固件与连接件/螺丝/螺栓/普通螺栓
FAST-000052	普通螺栓	普通螺栓 M20×35	规格/口径：M20×35；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		M20*35螺丝；螺丝		材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	FAST-000052；SPARE-000076	2	规格、材质、强度、表面处理相同，单位差异（个/套）	与SPARE-000076规格相同，标记合并；与FAST-000052规格相同，标记合并	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000077	普通螺栓	普通螺栓 M20×40	规格/口径：M20×40；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		M20*40螺丝；螺丝		材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	SPARE-000077	1		规格完整，单位统一	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000079	普通螺栓	普通螺栓 M22×100	规格/口径：M22×100；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		22*100螺丝；螺丝		规格补全M前缀；材质、强度等级、表面处理由系统推定补全	SPARE-000079	1		补全M前缀，保留关键字段	紧固件与连接件/螺丝/螺栓/普通螺栓
FAST-000048	普通螺栓	普通螺栓 M24×230	规格/口径：M24×230；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		24*230螺丝；M24*230螺丝；螺丝		材质、强度等级、表面处理由系统推定补全	FAST-000048	1		规格完整，保留关键字段	紧固件与连接件/螺丝/螺栓/普通螺栓
FAST-000055	普通螺栓	普通螺栓 M27×100	规格/口径：M27×100；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		M27*100螺丝；螺丝		材质、强度等级、表面处理由系统推定补全	FAST-000055	1		规格完整，保留关键字段	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000068	普通螺栓	普通螺栓 M27×120	规格/口径：M27×120；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		M27*120螺丝；螺丝		材质、强度等级、表面处理由系统推定补全	SPARE-000068	1		规格完整，保留关键字段	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000065	普通螺栓	普通螺栓 M30×100	规格/口径：M30×100；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		M30*100螺丝；螺丝		材质、强度等级、表面处理由系统推定补全	SPARE-000065	1		规格完整，保留关键字段	紧固件与连接件/螺丝/螺栓/普通螺栓
FAST-000043	普通螺栓	普通螺栓 M48×120	规格/口径：M48×120；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		M48*120螺丝；螺丝		材质、强度等级、表面处理由系统推定补全	FAST-000043	1		规格完整，保留关键字段	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000016	普通螺栓	普通螺栓 M8×250	规格/口径：M8×250；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		8*250螺丝；螺丝		规格补全M前缀；材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	SPARE-000016	1		补全M前缀，单位统一	紧固件与连接件/螺丝/螺栓/普通螺栓
SPARE-000017	普通螺栓	普通螺栓 M8×30	规格/口径：M8×30；材质：碳钢；强度等级：8.8；表面处理：镀锌	个	个	来源单位一致		8*30螺丝；螺丝		规格补全M前缀；材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	SPARE-000017	1		补全M前缀，单位统一	紧固件与连接件/螺丝/螺栓/普通螺栓
FAST-000115	十字螺丝	十字螺丝 M5×60	规格：M5×60；材质：碳钢；表面处理：镀锌；接口：外丝	个	个	来源单位一致		十字螺丝Φ5*60；十字螺丝；螺丝			FAST-000115	1		原单位'套'改为'个'，因套件内容缺失；规格Φ5*60规范为M5×60；接口类型补充外丝。	紧固件与连接件/螺丝/螺栓/十字螺丝
SPARE-000031	内六角螺丝	内六角螺丝 M10*40	规格：M10*40；强度等级：12.9；材质：碳钢；表面处理：发黑	个	个	来源单位一致		10*40内六角；内六角螺丝；螺丝	头型/驱动：内六角	原始规格为10*40，补充M前缀；原始UOM为套，统一为个	SPARE-000031	1		头型/驱动已体现在名称中，删除；规格补全M前缀；单位统一	紧固件与连接件/螺丝/螺栓/内六角螺丝
FAST-000075	内六角螺丝	内六角螺丝 M12*100	规格：M12*100；强度等级：10.9；材质：碳钢；表面处理：发黑	个	个	来源单位一致		10.9级M12*100内六角螺栓；内六角螺栓；螺丝	头型/驱动：内六角	原始UOM为只，统一为个	FAST-000075	1		头型/驱动已体现在名称中，删除；强度等级10.9与其余不同，不合并；单位统一	紧固件与连接件/螺丝/螺栓/内六角螺丝
FAST-000044	内六角螺丝	内六角螺丝 M14*120	规格：M14*120；强度等级：12.9；材质：碳钢；表面处理：发黑	个	个	来源单位一致		14*120内六角螺丝；内六角螺丝；螺丝	头型/驱动：内六角	原始UOM为个，无需转换	FAST-000044	1		头型/驱动已体现在名称中，删除；规格不同，不合并	紧固件与连接件/螺丝/螺栓/内六角螺丝
SPARE-000032	内六角螺丝	内六角螺丝 M16*50	规格：M16*50；强度等级：12.9；材质：碳钢；表面处理：发黑	个	个	来源单位一致		16*50内六角；内六角螺丝；螺丝	头型/驱动：内六角	原始规格为16*50，补充M前缀；原始UOM为套，统一为个	SPARE-000032	1		头型/驱动已体现在名称中，删除；规格补全M前缀；单位统一	紧固件与连接件/螺丝/螺栓/内六角螺丝
FAST-000034	内六角螺丝	内六角螺丝 M6*40	规格：M6*40；强度等级：12.9；材质：碳钢；表面处理：发黑	个	个	来源单位一致		6*40内六角螺丝；M6*40内六角螺丝；内六角螺丝；螺丝	头型/驱动：内六角	原始UOM为套，统一为个	FAST-000034	1		头型/驱动已体现在名称中，删除；规格不同，不合并；单位统一	紧固件与连接件/螺丝/螺栓/内六角螺丝
FAST-000027	内六角螺丝	内六角螺丝 M8*40	规格：M8*40；强度等级：12.9；材质：碳钢；表面处理：发黑	个	个	来源单位一致		8*40内六角螺丝；M8*40内六角螺丝；内六角螺丝；螺丝	头型/驱动：内六角	原始UOM为套，统一为个	FAST-000027	1		头型/驱动已体现在名称中，删除；规格不同，不合并；单位统一	紧固件与连接件/螺丝/螺栓/内六角螺丝
FAST-000025	内六角螺丝	内六角螺丝 M8*45	规格：M8*45；强度等级：12.9；材质：碳钢；表面处理：发黑	个	个	来源单位一致		M8*45内六角螺丝；内六角螺丝；螺丝	头型/驱动：内六角	原始UOM为个，统一使用个	FAST-000025	1		头型/驱动已体现在名称中，删除；保留规格、强度等级、材质、表面处理	紧固件与连接件/螺丝/螺栓/内六角螺丝
FAST-000122	圆头螺丝套件	圆头螺丝套件 M5*70	规格：M5*70；材质：碳钢；表面处理：镀锌；套件组成：平垫+弹垫	套	套	来源单位一致		圆头螺丝m5*70带平 弹垫；圆头螺丝套件；螺丝套件	头型/驱动：圆头（已含于名称）	强度等级未提供，未补全	FAST-000122	1		保留规格、材质、表面处理及套件组成，头型由名称体现，删除头型字段。	紧固件与连接件/螺丝/螺栓/圆头螺丝套件
FAST-000073	自攻螺丝	自攻螺丝 M4*10	直径：M4；长度：10mm；材质：碳钢；表面处理：镀锌；驱动类型：十字	只	只	来源单位一致		M4*10自攻丝；自攻螺丝；螺丝	类型：自攻（已体现在名称）；单位：盒（统一转换为只）	头型缺失，按常见自攻螺丝默认十字槽	FAST-000073	1		保留关键买错字段：直径、长度、材质、表面处理、驱动类型；默认补齐头型为十字；统一单位为只	紧固件与连接件/螺丝/螺栓/自攻螺丝
FAST-000103	自攻螺丝	自攻螺丝 M4*16	直径：M4；长度：16mm；材质：碳钢；表面处理：镀锌；驱动类型：十字	只	只	来源单位一致		自攻螺丝M4；自攻螺丝；螺丝	类型：自攻（已体现在名称）	长度缺失，按M4自攻螺丝常见长度16mm补齐；头型缺失，默认十字槽	FAST-000103	1		保留关键买错字段：直径、长度、材质、表面处理、驱动类型；默认补齐长度和头型；统一单位为只	紧固件与连接件/螺丝/螺栓/自攻螺丝
FAST-000106	自攻螺丝	自攻螺丝 M5*60	直径：M5；长度：60mm；材质：碳钢；表面处理：镀锌；驱动类型：十字	只	只	来源单位一致		自攻螺丝60mm；自攻螺丝；螺丝	类型：自攻（已体现在名称）；单位：盒（统一转换为只）	直径缺失，按长度60mm常见直径M5补齐；头型缺失，默认十字槽	FAST-000106	1		保留关键买错字段：直径、长度、材质、表面处理、驱动类型；默认补齐直径和头型；统一单位为只	紧固件与连接件/螺丝/螺栓/自攻螺丝
SPARE-000061	自攻螺丝	自攻螺丝 M6*20 六角	直径：M6；长度：20mm；材质：碳钢；表面处理：镀锌；驱动类型：六角	只	只	来源单位一致		6六角自攻螺丝；六角自攻螺丝；螺丝	类型：六角自攻（已体现在名称）；单位：盒（统一转换为只）	长度缺失，按M6自攻螺丝常见长度20mm补齐	SPARE-000061	1		保留关键买错字段：直径、长度、材质、表面处理、驱动类型；默认补齐长度；统一单位为只	紧固件与连接件/螺丝/螺栓/自攻螺丝
FAST-000039	螺丝套件	螺丝套件 M10*15	规格：M10*15；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M10*15螺丝；螺丝组件；螺丝套件	成套：是		FAST-000039	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000046	螺丝套件	螺丝套件 M10*40	规格：M10*40；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M10*40螺丝；螺丝组件；螺丝套件	成套：是		FAST-000046	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000054	螺丝套件	螺丝套件 M10*55	规格：M10*55；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M10*55镀锌螺丝；螺丝组件；螺丝套件	成套：是		FAST-000054	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000087	螺丝套件	螺丝套件 M12*30	规格：M12*30；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		镀锌螺丝M12*30；镀锌螺丝套件；螺丝套件	成套：是		FAST-000087	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000047	螺丝套件	螺丝套件 M12*40	规格：M12*40；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M12*40螺丝；螺丝组件；螺丝套件	成套：是		FAST-000047	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000045	螺丝套件	螺丝套件 M16*70	规格：M16*70；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M16*70螺丝；螺丝组件；螺丝套件	成套：是		FAST-000045	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000032	螺丝套件	螺丝套件 M20*35	规格：M20*35；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M20*35螺丝；螺丝组件；螺丝套件	成套：是		FAST-000032	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000033	螺丝套件	螺丝套件 M20*40	规格：M20*40；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M20*40螺丝；螺丝组件；螺丝套件	成套：是		FAST-000033	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000035	螺丝套件	螺丝套件 M4*15	规格：M4*15；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M4*15螺丝；螺丝组件；螺丝套件	成套：是		FAST-000035	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000036	螺丝套件	螺丝套件 M5*15	规格：M5*15；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M5*15螺丝；螺丝组件；螺丝套件	成套：是		FAST-000036	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000037	螺丝套件	螺丝套件 M6*15	规格：M6*15；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M6*15螺丝；螺丝组件；螺丝套件	成套：是		FAST-000037	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000022	螺丝套件	螺丝套件 M6*25	规格：M6*25；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M6*25螺丝；螺丝组件；螺丝套件	成套：是		FAST-000022	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000038	螺丝套件	螺丝套件 M8*15	规格：M8*15；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M8*15螺丝；螺丝组件；螺丝套件	成套：是		FAST-000038	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000074	螺丝套件	螺丝套件 M8*20	规格：M8*20；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M8*20螺丝；螺丝套件	类型：螺丝；成套：是		FAST-000074	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认类型和成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000015	螺丝套件	螺丝套件 M8*25	规格：M8*25；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		8*25螺丝；M8*25螺丝；螺丝组件；螺丝套件	成套：是		FAST-000015	1		按规格、材质、强度等级和表面处理生成标准SKU，删除默认成套属性	紧固件与连接件/螺丝/螺栓/螺丝套件
FAST-000084	高强度螺丝套件	高强度螺丝套件 M10*80 8.8级 发黑	强度等级：8.8；规格：M10*80；材质：合金钢；表面处理：发黑；套件组成：平垫+弹垫	套	套	来源单位一致		8.8级M10*80螺丝带平 弹垫；螺丝套件	强度描述：高强度；成套：是		FAST-000084	1		标准SKU名称包含规格、强度等级和表面处理；minimal_required_specs保留强度等级、规格、材质、表面处理、套件组成；移除冗余字段强度描述和成套标志。	紧固件与连接件/螺丝/螺栓/高强度螺丝套件
FAST-000117	高强度螺丝套件	高强度螺丝套件 M16*120 8.8级 发黑	强度等级：8.8；规格：M16*120；材质：合金钢；表面处理：发黑；套件组成：平垫+弹垫	套	套	来源单位一致		8.8级M16*120螺丝带平弹垫；螺丝套件	强度描述：高强度；成套：是		FAST-000117	1		标准SKU名称包含规格、强度等级和表面处理；minimal_required_specs保留强度等级、规格、材质、表面处理、套件组成；移除冗余字段强度描述和成套标志。	紧固件与连接件/螺丝/螺栓/高强度螺丝套件
FAST-000091	高强度螺丝套件	高强度螺丝套件 M16*130 8.8级 发黑	强度等级：8.8；规格：M16*130；材质：合金钢；表面处理：发黑；套件组成：平垫+弹垫	套	套	来源单位一致		8.8级M16*130螺丝带平 弹垫；螺丝套件	强度描述：高强度；成套：是		FAST-000091	1		标准SKU名称包含规格、强度等级和表面处理；minimal_required_specs保留强度等级、规格、材质、表面处理、套件组成；移除冗余字段强度描述和成套标志。	紧固件与连接件/螺丝/螺栓/高强度螺丝套件
FAST-000116	高强度螺丝套件	高强度螺丝套件 M16*50 8.8级 发黑	强度等级：8.8；规格：M16*50；材质：合金钢；表面处理：发黑；套件组成：平垫+弹垫	套	套	来源单位一致		8.8级M16*50螺丝带平弹垫；螺丝套件	强度描述：高强度；成套：是		FAST-000116	1		标准SKU名称包含规格、强度等级和表面处理；minimal_required_specs保留强度等级、规格、材质、表面处理、套件组成；移除冗余字段强度描述和成套标志。	紧固件与连接件/螺丝/螺栓/高强度螺丝套件
FAST-000093	高强度螺丝套件	高强度螺丝套件 M16*60 8.8级 发黑	强度等级：8.8；规格：M16*60；材质：合金钢；表面处理：发黑；套件组成：平垫+弹垫	套	套	来源单位一致		8.8级M16*60螺丝带平 弹垫；螺丝套件	强度描述：高强度；成套：是		FAST-000093	1		标准SKU名称包含规格、强度等级和表面处理；minimal_required_specs保留强度等级、规格、材质、表面处理、套件组成；移除冗余字段强度描述和成套标志。	紧固件与连接件/螺丝/螺栓/高强度螺丝套件
FAST-000123	高强度螺丝套件	高强度螺丝套件 M16*70 8.8级 发黑	强度等级：8.8；规格：M16*70；材质：合金钢；表面处理：发黑；套件组成：平垫+弹垫	套	套	来源单位一致		8.8级m16*70螺丝带平 弹垫；高强度螺丝套件；螺丝套件	强度描述：高强度；成套：是	表面处理：发黑（根据governance_note推定）	FAST-000123	1		标准SKU名称包含规格、强度等级和表面处理；minimal_required_specs保留强度等级、规格、材质、表面处理、套件组成；移除冗余字段强度描述和成套标志；表面处理缺失故按governance_note推定发黑。	紧固件与连接件/螺丝/螺栓/高强度螺丝套件
FAST-000090	高强度螺丝套件	高强度螺丝套件 M16*70 8.8级 镀锌	强度等级：8.8；规格：M16*70；材质：合金钢；表面处理：镀锌；套件组成：平垫+弹垫	套	套	来源单位一致		8.8级M16*70镀锌螺丝带平 弹垫；螺丝套件	强度描述：高强度；成套：是		FAST-000090	1		标准SKU名称包含规格、强度等级和表面处理；minimal_required_specs保留强度等级、规格、材质、表面处理、套件组成；移除冗余字段强度描述和成套标志。	紧固件与连接件/螺丝/螺栓/高强度螺丝套件
FAST-000100	高强度螺丝套件	高强度螺丝套件 M20*200 8.8级 发黑	强度等级：8.8；规格：M20*200；材质：合金钢；表面处理：发黑；套件组成：平垫+弹垫	套	套	来源单位一致		8.8级M20*200螺丝带平 弹垫；螺丝套件	强度描述：高强度；成套：是		FAST-000100	1		标准SKU名称包含规格、强度等级和表面处理；minimal_required_specs保留强度等级、规格、材质、表面处理、套件组成；移除冗余字段强度描述和成套标志。	紧固件与连接件/螺丝/螺栓/高强度螺丝套件
FAST-000094	高强度螺丝套件	高强度螺丝套件 M20*60 8.8级 发黑	强度等级：8.8；规格：M20*60；材质：合金钢；表面处理：发黑；套件组成：平垫+弹垫	套	套	来源单位一致		8.8级M20*60螺丝带平 弹垫；螺丝套件	强度描述：高强度；成套：是		FAST-000094	1		标准SKU名称包含规格、强度等级和表面处理；minimal_required_specs保留强度等级、规格、材质、表面处理、套件组成；移除冗余字段强度描述和成套标志。	紧固件与连接件/螺丝/螺栓/高强度螺丝套件
FAST-000107	钻尾螺丝	钻尾螺丝 60mm	长度：60mm；材质：碳钢；表面处理：镀锌	盒	盒	来源单位一致		钻尾螺丝60mm	类型：钻尾	直径未提供，暂以长度作为关键规格，待采购确认规格。	FAST-000107	1		直径缺失，保留已知长度、材质和表面处理。	紧固件与连接件/螺丝/螺栓/钻尾螺丝
FAST-000104	钻尾螺丝	钻尾螺丝 M5.5*80	规格：M5.5*80；材质：碳钢；表面处理：镀锌	盒	盒	来源单位一致		钻尾螺丝M5.5*80大盒	类型：钻尾；包装：大盒		FAST-000104	1		合并规格，删除类型和包装等默认字段。	紧固件与连接件/螺丝/螺栓/钻尾螺丝
SPARE-000026	鱼尾螺栓	鱼尾螺栓 M10*60	规格：M10*60；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M10*60鱼尾螺丝；鱼尾螺丝	类型：鱼尾		SPARE-000026	1		规格、材质、强度等级、表面处理均保留，类型从规格中删除（已体现在名称中）	紧固件与连接件/螺丝/螺栓/鱼尾螺栓
SPARE-000027	鱼尾螺栓	鱼尾螺栓 M14*70	规格：M14*70；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M14*70鱼尾螺丝；鱼尾螺丝	类型：鱼尾		SPARE-000027	1		规格、材质、强度等级、表面处理均保留，类型从规格中删除（已体现在名称中）	紧固件与连接件/螺丝/螺栓/鱼尾螺栓
SPARE-000028	鱼尾螺栓	鱼尾螺栓 M16*90	规格：M16*90；材质：碳钢；强度等级：8.8；表面处理：镀锌	套	套	来源单位一致		M16*90鱼尾螺丝；鱼尾螺丝	类型：鱼尾		SPARE-000028	1		规格、材质、强度等级、表面处理均保留，类型从规格中删除（已体现在名称中）	紧固件与连接件/螺丝/螺栓/鱼尾螺栓
FAST-000119	高强度全牙螺栓	高强度全牙螺栓 12.9 M24*60	强度等级：12.9；规格：M24*60；螺纹形式：全牙；材质：合金钢；表面处理：发黑；套件组成：平垫+弹垫	套	套	来源单位一致		12.9级M24*60全芽螺丝带平弹垫；高强度全螺纹螺丝套件；螺丝套件	强度描述：高强度；成套：是		FAST-000119	1		保留强度等级、规格、螺纹形式、材质、表面处理、套件组成，删除强度描述和冗余的成套标识。	紧固件与连接件/螺丝/螺栓/高强度全牙螺栓
FAST-000108	高强度全牙螺栓	高强度全牙螺栓 12.9 M27*100	强度等级：12.9；规格：M27*100；螺纹形式：全牙；材质：合金钢；表面处理：发黑	套	套	来源单位一致		12.9级M27*100全芽螺丝；高强度全牙螺丝；螺丝	强度描述：高强度		FAST-000108	1		保留强度等级、规格、螺纹形式、材质、表面处理，删除强度描述冗余字段。	紧固件与连接件/螺丝/螺栓/高强度全牙螺栓
FAST-000082	高强度全牙螺栓	高强度全牙螺栓 12.9 M30*250	强度等级：12.9；规格：M30*250；螺纹形式：全牙；材质：合金钢；表面处理：发黑	套	套	来源单位一致		12.9级m30*250全芽螺丝；高强度全牙螺丝；螺丝	强度描述：高强度		FAST-000082	1		保留强度等级、规格、螺纹形式、材质、表面处理，删除强度描述冗余字段。	紧固件与连接件/螺丝/螺栓/高强度全牙螺栓
SPARE-000042	高强度螺栓	高强度螺栓 M10*150 12.9	规格：M10*150；强度等级：12.9；材质：合金钢；表面处理：发黑	个	个	来源单位一致		12.9级 10*150螺丝；高强度螺丝；螺丝	强度描述：高强度	原始规格无公称直径符号M，根据常见命名补齐为M10*150；标准单位统一为个，原单位为套，需人工确认换算	SPARE-000042	1		规格补齐M，强度等级、材质、表面处理均明确，单位统一为个	紧固件与连接件/螺丝/螺栓/高强度螺栓
FAST-000064	高强度螺栓	高强度螺栓 M30*100 12.9	规格：M30*100；强度等级：12.9；材质：合金钢；表面处理：发黑	个	个	来源单位一致		M30*100/12.9级螺丝；高强度螺丝；螺丝	强度描述：高强度		FAST-000064	1		规格完整，强度等级、材质、表面处理均已明确	紧固件与连接件/螺丝/螺栓/高强度螺栓
FAST-000067	高强度螺栓	高强度螺栓 M30*80 10.8	规格：M30*80；强度等级：10.8；材质：合金钢；表面处理：发黑	个	个	来源单位一致		M30*80/10.8级螺丝；高强度螺丝；螺丝	强度描述：高强度		FAST-000067	1		规格完整，强度等级、材质、表面处理均已明确	紧固件与连接件/螺丝/螺栓/高强度螺栓
FAST-000016	高强度螺栓	高强度螺栓 M5*95 12.9	规格：M5*95；强度等级：12.9；材质：合金钢；表面处理：发黑	个	个	来源单位一致		M5*95 12.9螺丝；高强度螺丝；螺丝	强度描述：高强度	标准单位统一为个，原单位为套，需人工确认换算	FAST-000016	1		规格完整，强度等级、材质、表面处理均已明确，单位统一为个	紧固件与连接件/螺丝/螺栓/高强度螺栓
PIPE-000261	管片螺栓	管片螺栓 8.8级	材质：碳钢；强度等级：8.8；表面处理：镀锌；定制：是；规格：待确认	根	根	来源单位一致		加工管片螺丝；管片螺丝；螺丝	用途：管片	依据 governance_note 推定补全材质：碳钢、强度等级：8.8、表面处理：镀锌；规格待确认	PIPE-000261	1		保留材质、强度、表面处理、定制等关键字段；删除用途字段（已在三级名称体现）；规格缺失，标记待确认	紧固件与连接件/螺丝/螺栓/管片螺栓
FAST-000079	防松螺母	防松螺母 M20 不锈钢	规格：M20；材质：不锈钢	个	个	来源单位一致		M20不锈钢防松螺帽；不锈钢防松螺母		强度等级缺失，未补全（常见A2-70但未指定）	FAST-000079	1		防松螺母M20不锈钢，材质明确，缺失强度等级不强制补全。单位从只统一为个。	紧固件与连接件/螺母/防松螺母
FAST-000050	防松螺母	防松螺母 M24	规格：M24；材质：碳钢；强度等级：8级	个	个	来源单位一致		24防松螺母		材质和强度等级缺失，按常见碳钢8级默认填充	FAST-000050	1		防松螺母M24，缺失材质和强度等级，按常见默认补全。单位从个统一，aliases保留有效别名。	紧固件与连接件/螺母/防松螺母
