merged_item_code,governance_grade,priority,issue_type,standard_name,canonical_group_path,specs,unit,missing_specs,governance_reason,next_action,source_rows,alias_names
REVIEW-MAT-01973,C,medium,needs_human_review,不锈钢法兰蝶阀,阀门/其他/蝶阀,材质: 304；连接: 法兰式；公称通径: DN150,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3120；Sheet1:3494,304法兰式蝶阀DN150
REVIEW-MAT-01974,C,medium,missing_specs,方木,工程建材/其他/木材,截面: 30*30；长度: 3.6m,根,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:3121；Sheet1:3146,方木30*30*3.6m
REVIEW-MAT-01975,C,medium,needs_human_review,锂电手电钻套装,工具器具/电动工具/电钻角磨机,品牌: 东成；供电: 锂电；配置: 二电一充,台,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3123,东成锂电手电钻二电一充
REVIEW-MAT-01976,D,high,alias_conflict,焊工眼镜,劳保用品/其他/眼面防护,用途: 电焊防护,付,至少一个: 类型；规格；材质；型号,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:3126,电焊眼镜
REVIEW-MAT-01977,C,medium,needs_human_review,镀锌平垫,紧固件/螺纹紧固件/螺母垫圈,表面: 镀锌；规格: M8；类型: 平垫,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3128,镀锌平垫m8
REVIEW-MAT-01978,C,medium,needs_human_review,开口销,紧固件/其他/销,规格: M3*60；类型: 开口销,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3129,开口销m3*60
REVIEW-MAT-01979,C,medium,missing_specs,加厚周转箱,行政办公与清洁/生活后勤/生活用品,特征: 加厚；尺寸: 570*420*155,个,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,Sheet1:3130,加厚周转箱570*420*155
REVIEW-MAT-01980,D,high,alias_conflict,对讲机,弱电安防/通信与监控/通信设备,品牌: 小米；代际: 二代,部,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:3131；Sheet1:3219；Sheet1:3469,小米二代对讲机
REVIEW-MAT-01981,C,medium,missing_specs,沟槽式蝶阀,阀门/其他/蝶阀,连接: 沟槽式；公称通径: DN150,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:3132,沟槽式蝶阀DN150
REVIEW-MAT-01982,C,medium,low_precision_conflict,镀锌三通,管道管件/金属管件/镀锌管件,表面: 镀锌；规格: 2寸；类型: 三通,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3133；Sheet1:3485,镀锌三通2寸
REVIEW-MAT-01983,C,medium,specs_conflict,镀锌内丝弯头,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 内丝；规格: 2寸；类型: 弯头,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3134；Sheet1:3503,镀锌内丝弯头2寸
REVIEW-MAT-01984,C,medium,specs_conflict,镀锌内丝弯头,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 内丝；规格: 3寸；类型: 弯头,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3135,镀锌内丝弯头3寸
REVIEW-MAT-01985,C,medium,specs_conflict,焊接变径接头,管道管件/其他/焊接管件,连接: 焊接；规格: 150/2寸；类型: 变径接头,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3136,焊接变径接头150/2寸
REVIEW-MAT-01986,C,medium,specs_conflict,焊接变径接头,管道管件/其他/焊接管件,连接: 焊接；规格: 150/3寸；类型: 变径接头,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3137,焊接变径接头150/3寸
REVIEW-MAT-01987,D,high,alias_conflict,石笔,焊接焊割/其他/划线工具,类型: 石笔,盒,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:3138,石笔
REVIEW-MAT-01989,C,medium,needs_human_review,地线夹,焊接焊割/焊割设备工具/焊机割炬,额定电流: 500A；类型: 地线夹,把,,存在低精度或人工复核标记，需要补齐信息。,确认型号、直径/规格、材质和包装。,Sheet1:3140,500A地线夹
REVIEW-MAT-01990,C,medium,needs_human_review,密目安全网,安全防护/隔离防护/防护网,类型: 密目；尺寸: 6m*1.2m,张,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,Sheet1:3141,密目安全网6m*1.2m
REVIEW-MAT-01991,C,medium,needs_human_review,高压管总成,液压气动/液压管路/高压胶管,直径: Φ13；长度: 50m；配置: 两端接头,根,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3142,高压管带两端接头Φ13-50m
REVIEW-MAT-01992,C,medium,missing_specs,透明胶带,包装与标识/胶带标签/胶带,颜色: 透明,卷,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:3143；Sheet1:3149,透明胶带
REVIEW-MAT-01993,C,medium,missing_specs,带盖周转箱,行政办公与清洁/生活后勤/生活用品,特征: 加厚；配置: 带盖；尺寸: 830*580*500,个,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,Sheet1:3144,加厚周转箱带盖830*580*500
REVIEW-MAT-01994,D,high,alias_conflict,建筑模板,工程建材/其他/模板,颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm,张,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:3145,红模板2.4m*1.22m*15mm
REVIEW-MAT-01995,C,medium,needs_human_review,彩钢板,工程建材/其他/彩钢板,尺寸: 2.3m*1m,块,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:3148,彩钢板2.3m*1m
REVIEW-MAT-01996,C,medium,missing_specs,万向扣件,工程建材/其他/脚手架扣件,类型: 万向扣件,个,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:3150,万向扣件
REVIEW-MAT-01997,C,medium,missing_specs,十字扣件,工程建材/其他/脚手架扣件,类型: 十字扣件,个,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:3151,十字扣件
REVIEW-MAT-01998,C,medium,missing_specs,直接扣件,工程建材/其他/脚手架扣件,类型: 直接扣件,个,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:3152,直接扣件
REVIEW-MAT-01999,C,medium,needs_human_review,软胶枪,工具器具/手动工具/通用手动工具,品牌: 世达；类型: 软胶枪,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3153,世达软胶枪
REVIEW-MAT-02000,C,medium,missing_specs,螺纹钢筋加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；直径: Φ20；长度: 40cm,根,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:3154,加工螺纹钢筋Φ20*40cm
REVIEW-MAT-02001,C,medium,specs_conflict,不锈钢外螺纹对接头,管道管件/金属管件/钢制管件,材质: 不锈钢；连接: 外螺纹；规格: 4分,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3155,不锈钢外螺纹对接头4分
REVIEW-MAT-02002,C,medium,needs_human_review,不锈钢变径对丝,管道管件/金属管件/钢制管件,材质: 不锈钢；连接: 外螺纹；规格: 6分变4分,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3156,不锈钢外螺纹对丝变径6分变4分
REVIEW-MAT-02003,C,medium,specs_conflict,不锈钢外螺纹对接头,管道管件/金属管件/钢制管件,材质: 不锈钢；连接: 外螺纹；规格: 6分,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3157,不锈钢外螺纹对接头6分
REVIEW-MAT-02004,C,medium,low_precision_conflict,建筑模板,工程建材/其他/模板,颜色: 黑；尺寸: 2.4m*1.22m；厚度: 15mm,张,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:3160,黑模板2.4m*1.22m*15mm
REVIEW-MAT-02005,C,medium,missing_specs,螺纹钢筋加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；直径: Φ20；长度: 60cm,根,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:3163,加工螺纹钢筋Φ20*60cm
REVIEW-MAT-02006,D,high,alias_conflict,建筑模板,工程建材/其他/模板,颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm,块,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:3164,红模板2.4m*1.22m*15mm
REVIEW-MAT-02007,C,medium,specs_conflict,活动扳手,工具器具/手动工具/通用手动工具,品牌: 世达；规格: 12寸,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3165,世达活动扳手12寸
REVIEW-MAT-02008,C,medium,specs_conflict,活动扳手,工具器具/手动工具/通用手动工具,品牌: 世达；规格: 10寸,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3166,世达活动扳手10寸
REVIEW-MAT-02010,C,medium,missing_specs,焊工眼镜,劳保用品/其他/眼面防护,用途: 电焊防护；颜色: 白色/灰色,付,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,Sheet1:3168,电焊眼镜白色 灰色
REVIEW-MAT-02011,C,medium,specs_conflict,钢卷尺,工具器具/量具测量/量具测量,品牌: 得力；长度: 3m,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3169,得力钢卷尺3m
REVIEW-MAT-02012,C,medium,specs_conflict,钢卷尺,工具器具/量具测量/量具测量,品牌: 得力；长度: 5m,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3170,得力钢卷尺5m
REVIEW-MAT-02013,C,medium,specs_conflict,钢卷尺,工具器具/量具测量/量具测量,品牌: 得力；长度: 7.5m,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3171,得力钢卷尺7.5m
REVIEW-MAT-02014,C,medium,specs_conflict,钢卷尺,工具器具/量具测量/量具测量,品牌: 得力；长度: 10m,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3172,得力钢卷尺10m
REVIEW-MAT-02015,C,medium,missing_specs,焊罩镜片,劳保用品/其他/眼面防护,适配: 焊罩；颜色: 白/黑,盒,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,Sheet1:3173,焊罩镜片 白 黑
REVIEW-MAT-02016,C,medium,missing_specs,加厚周转箱,行政办公与清洁/生活后勤/生活用品,特征: 加厚；尺寸: 600*400*150,个,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,Sheet1:3174,加厚周转箱600*400*150
REVIEW-MAT-02017,C,medium,specs_conflict,钻头,工具器具/工具耗材/钻头,品牌: 博世；柄型: 二坑三槽；直径: Φ20；长度: 280,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3175,博世二坑三槽钻头Φ20*280
REVIEW-MAT-02018,C,medium,specs_conflict,钻头,工具器具/工具耗材/钻头,品牌: 博世；柄型: 二坑三槽；直径: Φ22；长度: 280,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3176,博世二坑三槽钻头Φ22*280
REVIEW-MAT-02019,C,medium,specs_conflict,碳刷,工具器具/电动工具/电钻角磨机,规格: 900#,副,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3177,碳刷900#
REVIEW-MAT-02020,C,medium,specs_conflict,碳刷,工具器具/电动工具/电钻角磨机,规格: 43#,副,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3178,碳刷43#
REVIEW-MAT-02021,C,medium,needs_human_review,膨胀止水条,工程建材/保温防水/防水堵漏,规格: 5mm*30mm；类型: 膨胀止水条,米,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:3180,膨胀止水条5mm*30mm
REVIEW-MAT-02022,C,medium,specs_conflict,尼龙扎带,电气与自动化/其他/扎带,规格: 8*300,包,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3181,扎带8*300
REVIEW-MAT-02023,C,medium,specs_conflict,不锈钢烟灰桶,行政办公与清洁/清洁用品/清洁工具耗材,材质: 304不锈钢；类型: 烟灰桶,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:3183,304不锈钢烟灰桶
REVIEW-MAT-02024,D,high,unit_conflict,插线板,电气与自动化/插头插座/插头插座,品牌: 公牛；结构: 双排；线长: 3m,个,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:3184,公牛双排插板3m
REVIEW-MAT-02025,C,medium,missing_specs,火钳,工具器具/其他/夹持工具,类型: 火钳,把,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:3185,火钳
REVIEW-MAT-02026,C,medium,missing_specs,铜接线端子,电气与自动化/接线连接/接线端子,材质: 铜；适配线径: 185平方,个,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3186,铜接头185平方
REVIEW-MAT-02027,C,medium,needs_human_review,高压防水自粘带,电气与自动化/绝缘材料/热缩绝缘,品牌: 3M；特性: 高压防水；类型: 自粘带,卷,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3188,3M高压防水自粘带
REVIEW-MAT-02028,C,medium,needs_human_review,接地桩,电气与自动化/其他/接地材料,规格: M16*1m；用途: 接地,根,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3189,接地桩M16*1m
REVIEW-MAT-02029,C,medium,low_precision_conflict,镀锌螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,表面: 镀锌；规格: M12*30,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3190,镀锌螺丝M12*30
REVIEW-MAT-02030,C,medium,needs_human_review,双色接地线,电气与自动化/电线电缆与敷设/电线电缆,品牌: 起帆；用途: 接地；截面积: 16平方；颜色: 双色,米,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3191；Sheet1:3358,起帆双色接地线16平方
REVIEW-MAT-02031,C,medium,needs_human_review,绝缘电阻表,仪器仪表/其他/电气仪表,品牌: 人民；测试电压: 500V；量程: 500兆欧,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3192,人民摇表500V-500兆欧
REVIEW-MAT-02032,C,medium,missing_specs,洗洁精,行政办公与清洁/清洁用品/清洁工具耗材,包装: 2KG,桶,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,Sheet1:3193,洗洁精2KG
REVIEW-MAT-02033,C,medium,needs_human_review,气动油,化工油漆胶粘/油品化学品/润滑油脂,品牌: 卡仕顿；等级: 特级；容量: 250mL,瓶,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:3194；Sheet1:3602,卡仕顿特级气动油250mL
REVIEW-MAT-02034,C,medium,specs_conflict,时控开关,电气与自动化/其他/低压电器,品牌: 施耐德；电压: 220V；额定电流: 10A,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3195,施耐德时控开关220V/10A
REVIEW-MAT-02035,C,medium,missing_specs,绝缘橡胶板,电气与自动化/绝缘材料/热缩绝缘,特性: 绝缘；厚度: 3mm,kg,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3196,绝缘橡胶板3mm
REVIEW-MAT-02036,C,medium,low_precision_conflict,插座,电气与自动化/插头插座/插头插座,型号: DKJ35-50；颜色: 黑色,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3197,DKJ35-50黑色插座
REVIEW-MAT-02037,C,medium,specs_conflict,工字钢,金属原材料/钢材型材/钢材型材,规格: 16#,米,,存在低精度或人工复核标记，需要补齐信息。,确认材质、规格尺寸和执行标准。,Sheet1:3200,工字钢16#
REVIEW-MAT-02038,C,medium,specs_conflict,交流接触器,电气与自动化/其他/低压电器,品牌: 人民；系列/型号: CJX2-1810,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3202,人民交流接触器CJX2-1810
REVIEW-MAT-02039,C,medium,specs_conflict,冷压线鼻端子,电气与自动化/接线连接/接线端子,类型: OT；规格: 2.5-4,包,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3203,冷压线鼻端子OT2.5-4
REVIEW-MAT-02040,C,medium,specs_conflict,冷压线鼻端子,电气与自动化/接线连接/接线端子,类型: OT；规格: 4-6,包,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3204,冷压线鼻端子OT4-6
REVIEW-MAT-02041,C,medium,specs_conflict,冷压线鼻端子,电气与自动化/接线连接/接线端子,类型: OT；规格: 6-8,包,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3205,冷压线鼻端子OT6-8
REVIEW-MAT-02042,C,medium,missing_specs,剥线钳,工具器具/其他/电工工具,类型: 多功能剥线钳,把,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:3207,多功能剥线钳
REVIEW-MAT-02043,C,medium,missing_specs,感应电笔,工具器具/其他/电工工具,类型: 感应电笔,支,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:3208,感应电笔
REVIEW-MAT-02044,C,medium,missing_specs,钳形电流表,仪器仪表/其他/电气仪表,精度: 高精度；量程: 1000A,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:3209,高精度钳流表1000A
REVIEW-MAT-02045,C,medium,missing_specs,电工包,工具器具/其他/工具包,材质: 帆布；用途: 电工,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:3210,帆布电工包
REVIEW-MAT-02046,C,medium,specs_conflict,三叉套筒扳手,工具器具/手动工具/通用手动工具,规格: 14-17-19；类型: 三叉套筒,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3211,三叉套筒扳手14-17-19
REVIEW-MAT-02047,C,medium,specs_conflict,三叉套筒扳手,工具器具/手动工具/通用手动工具,规格: 13-16-18；类型: 三叉套筒,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3212,三叉套筒扳手13-16-18
REVIEW-MAT-02048,C,medium,specs_conflict,三叉套筒扳手,工具器具/手动工具/通用手动工具,规格: 10-12-14；类型: 三叉套筒,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3213,三叉套筒扳手10-12-14
REVIEW-MAT-02049,C,medium,needs_human_review,T型套筒扳手套装,工具器具/手动工具/通用手动工具,类型: T型套筒；规格范围: 8-19；件数: 6件,套,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3214,T型套筒扳手8-19/6件套装
REVIEW-MAT-02050,C,medium,specs_conflict,绝缘十字螺丝刀,工具器具/其他/电工工具,头型: 十字；规格: 4*100；特性: 绝缘,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3215,绝缘十字螺丝刀4*100
REVIEW-MAT-02051,C,medium,specs_conflict,绝缘十字螺丝刀,工具器具/其他/电工工具,头型: 十字；规格: 5*125；特性: 绝缘,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3216,绝缘十字螺丝刀5*125
REVIEW-MAT-02052,C,medium,needs_human_review,绝缘一字螺丝刀,工具器具/其他/电工工具,头型: 一字；规格: 3*75；特性: 绝缘,把,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3217,绝缘一字螺丝刀3*75
REVIEW-MAT-02053,C,medium,low_precision_conflict,插座,电气与自动化/插头插座/插头插座,型号: DKJ35-50；颜色: 红色,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3218,DKJ35-50红色插座
REVIEW-MAT-02054,D,high,alias_conflict,开口铜鼻子,电气与自动化/接线连接/接线端子,材质: 铜；类型: 开口铜鼻子；规格: 300A,个,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:3222,开口铜鼻子300A
REVIEW-MAT-02055,C,medium,needs_human_review,花兰螺丝,紧固件/其他/拉紧件,规格: M14*200；类型: 花兰螺丝,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3223,花兰螺丝M14*200
REVIEW-MAT-02056,C,medium,specs_conflict,镀锌膨胀钩,紧固件/锚固件/膨胀锚栓,表面: 镀锌；规格: M12*125；类型: 膨胀钩,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3225,镀锌膨胀钩M12*125
REVIEW-MAT-02057,C,medium,low_precision_conflict,镀锌螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,强度等级: 8.8；规格: M16*70；表面: 镀锌；包含: 平垫+弹垫,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3226,8.8级M16*70镀锌螺丝带平 弹垫
REVIEW-MAT-02058,C,medium,missing_specs,浮球液位开关,电气与自动化/其他/液位控制,类型: 浮球开关；线长: 10m,个,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3227,浮球阀开关带10m线
REVIEW-MAT-02059,C,medium,needs_human_review,不锈钢C式自锁接头套装,液压气动/液压接头/液压接头,材质: 不锈钢；类型: C式自锁；型号组合: SM40+PM40,套,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3231,不锈钢C式自锁接头SM40+PM40
REVIEW-MAT-02060,C,medium,specs_conflict,不锈钢快接公头,液压气动/液压接头/液压接头,材质: 不锈钢；类型: 快接公头；型号: PP20,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3232,不锈钢快接公头PP20
REVIEW-MAT-02061,C,medium,specs_conflict,不锈钢快接公头,液压气动/液压接头/液压接头,材质: 不锈钢；类型: 快接公头；型号: PP30,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3233,不锈钢快接公头PP30
REVIEW-MAT-02062,C,medium,specs_conflict,不锈钢快接公头,液压气动/液压接头/液压接头,材质: 不锈钢；类型: 快接公头；型号: PP60,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3234,不锈钢快接公头PP60
REVIEW-MAT-02063,C,medium,needs_human_review,不锈钢快拧外丝直接,液压气动/液压接头/液压接头,材质: 不锈钢；类型: 快拧外丝直接；型号: PC16-04,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3235,不锈钢快拧外丝直接PC16-04
REVIEW-MAT-02064,C,medium,low_precision_conflict,螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,强度等级: 8.8；规格: M16*130；包含: 平垫+弹垫,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3236,8.8级M16*130螺丝带平 弹垫
REVIEW-MAT-02065,D,high,alias_conflict,编织袋,包装与标识/袋箱膜包装/袋箱膜,规格: 大号；类型: 编织袋,条,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:3238,大编织袋
REVIEW-MAT-02066,C,medium,specs_conflict,麻袋,包装与标识/袋箱膜包装/袋箱膜,规格: 大号；类型: 麻袋,条,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3239,大麻袋
REVIEW-MAT-02067,C,medium,specs_conflict,镀锌外丝直接,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 外丝；规格: 4分；类型: 直接,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3240,镀锌外丝直接4分
REVIEW-MAT-02068,C,medium,specs_conflict,镀锌内丝弯头,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 内丝；规格: 4分；类型: 弯头,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3241,镀锌内丝弯头4分
REVIEW-MAT-02069,C,medium,missing_specs,异形垫片,设备备件与加工件/金属加工件/金属加工件,定制: 是；原始: 异性；尺寸: 330*260*5,个,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:3242,订做异性垫片330*260*5
REVIEW-MAT-02070,C,medium,specs_conflict,不锈钢高压球阀,阀门/通用阀门/球阀,材质: 304不锈钢；规格: 2寸；类型: 高压球阀,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3243,304不锈钢高压球阀2寸
REVIEW-MAT-02071,C,medium,specs_conflict,镀锌外丝直接,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 外丝；规格: 2寸；长度: 150mm,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3244,镀锌外丝直接2寸/150mm
