question_id	draft_sku_id	draft_item_code	priority	放行等级	标准名称	标准分组	标准单位	当前必填规格	missing_specs	question	recommended_next_action	source_candidate_rows	整理依据
MISS-002179	SKU-DRAFT-002179	CHEM-000157	high	C	油漆	油漆涂料/油漆	桶	品牌：立邦；颜色：白色；包装：18KG	型号	请补充“油漆”的型号。	确认品牌/型号、类型、容量或包装规格和颜色。	2205	油漆类型/型号缺失，无法区分油漆SKU
MISS-002180	SKU-DRAFT-002180	TOOL-000334	high	C	滚筒伸缩杆	涂装工具/滚筒配件	根	适配工具：滚筒；部件：伸缩杆	长度	请补充“滚筒伸缩杆”的长度。	确认品牌、型号/规格、尺寸和适用设备。	2206	长度范围/接口缺失，无法区分伸缩杆SKU
MISS-002181	SKU-DRAFT-002181	TOOL-000335	high	C	边角刷伸缩杆	涂装工具/刷子配件	根	适配工具：边角刷；部件：伸缩杆	长度	请补充“边角刷伸缩杆”的长度。	确认品牌、型号/规格、尺寸和适用设备。	2207	长度范围/接口缺失，无法区分伸缩杆SKU
MISS-002182	SKU-DRAFT-002182	WELD-000060	medium	B	不锈钢割枪	焊接工具/气割工具	把	品牌：华凌；型号：100#；特征：加长型；材质：不锈钢	长度	请补充“不锈钢割枪”的长度。	确认型号、规格、材质、包装重量和适用工艺。	2208	适用气体/长度缺失
MISS-002183	SKU-DRAFT-002183	TOOL-000336	high	C	灰斗	施工工具/灰斗	个	材质：铁；类型：灰斗	尺寸；容量	请补充“灰斗”的尺寸、容量。	确认品牌、型号/规格、尺寸和适用设备。	2209	容量/尺寸缺失，无法区分灰斗SKU
MISS-002184	SKU-DRAFT-002184	SAFE-000125	high	C	警示反光胶带	安全标识/反光材料	卷	品牌：3M；用途：警示；长度：50m	宽度；颜色	请补充“警示反光胶带”的宽度、颜色。	确认类型、材质、规格、安全等级或认证标准。	2210	宽度/颜色缺失，无法区分反光胶带SKU
MISS-002185	SKU-DRAFT-002185	SAFE-000126	high	C	警示反光踢脚板	安全标识/反光材料	米	用途：警示反光；规格：30cm	材质；口径；颜色	请补充“警示反光踢脚板”的材质、口径、颜色。	确认类型、材质、规格、安全等级或认证标准。	2211	30cm维度口径不清，材质/颜色缺失
MISS-002186	SKU-DRAFT-002186	CONST-000040	medium	B	建筑模板	建筑材料/模板	块	表面/颜色：黑膜；尺寸：1.22m*2.44m；厚度：15mm	材质	请补充“建筑模板”的材质。	确认材质、尺寸、厚度、强度等级和包装规格。	2212	黑膜板按建筑模板归一；材质/周转次数缺失
MISS-002187	SKU-DRAFT-002187	MAT-000234	medium	B	方木	建筑材料/木材	根	截面：30*30；长度：3m	材质	请补充“方木”的材质。	确认规格、型号、材质和品牌等关键建档信息。	2213	木材等级/材质缺失
MISS-002188	SKU-DRAFT-002188	MAT-000235	high	C	加气块	建材/砌块	块	尺寸：200*300*600	强度等级	请补充“加气块”的强度等级。	确认规格、型号、材质和品牌等关键建档信息。	2214	强度等级/容重缺失，无法区分加气块SKU
MISS-002189	SKU-DRAFT-002189	CHEM-000158	high	C	自喷漆	油漆涂料/自喷漆	瓶	品牌：威粤；颜色：白色；类型：自喷漆	容量；色号	请补充“自喷漆”的容量、色号。	确认品牌/型号、类型、容量或包装规格和颜色。	2215	自动喷漆按自喷漆归一；容量/色号缺失
MISS-002190	SKU-DRAFT-002190	HW-LOCK-000017	high	C	挂锁	五金/锁具	把	材质：不锈钢；特性：防水；类型：通用挂锁	规格；尺寸	请补充“挂锁”的规格、尺寸。	确认适用对象、锁体型号、开孔尺寸和开向。	2216	规格/锁梁尺寸缺失，无法区分挂锁SKU
MISS-002191	SKU-DRAFT-002191	SAFE-000127	high	C	红花油	劳保/急救用品	瓶	类型：红花油	品牌；容量	请补充“红花油”的品牌、容量。	确认类型、材质、规格、安全等级或认证标准。	2217	品牌/容量缺失，无法区分红花油SKU
MISS-002192	SKU-DRAFT-002192	FAST-000109	medium	B	膨胀螺丝	紧固件/膨胀螺丝	支	规格：Φ10*80	材质；表面处理	请补充“膨胀螺丝”的材质、表面处理。	确认规格、材质、强度等级、头型和表面处理。	2218	材质/表面处理缺失
MISS-002193	SKU-DRAFT-002193	FAST-000110	medium	B	膨胀螺丝	紧固件/膨胀螺丝	支	规格：Φ10*110	材质；表面处理	请补充“膨胀螺丝”的材质、表面处理。	确认规格、材质、强度等级、头型和表面处理。	2219	材质/表面处理缺失
MISS-002194	SKU-DRAFT-002194	FAST-000111	medium	B	膨胀螺丝	紧固件/膨胀螺丝	支	规格：Φ12*80	材质；表面处理	请补充“膨胀螺丝”的材质、表面处理。	确认规格、材质、强度等级、头型和表面处理。	2220	材质/表面处理缺失
MISS-002195	SKU-DRAFT-002195	FAST-000112	medium	B	膨胀螺丝	紧固件/膨胀螺丝	支	规格：Φ8*70	材质；表面处理	请补充“膨胀螺丝”的材质、表面处理。	确认规格、材质、强度等级、头型和表面处理。	2221	材质/表面处理缺失
MISS-002196	SKU-DRAFT-002196	FAST-000113	medium	B	膨胀螺丝	紧固件/膨胀螺丝	支	规格：Φ8*90	材质；表面处理	请补充“膨胀螺丝”的材质、表面处理。	确认规格、材质、强度等级、头型和表面处理。	2222	材质/表面处理缺失
MISS-002197	SKU-DRAFT-002197	FAST-000114	medium	B	膨胀螺丝	紧固件/膨胀螺丝	支	规格：Φ12*110	材质；表面处理	请补充“膨胀螺丝”的材质、表面处理。	确认规格、材质、强度等级、头型和表面处理。	2223	材质/表面处理缺失
MISS-002198	SKU-DRAFT-002198	CONST-000041	high	C	门板插销	五金/门窗五金	付	材质：不锈钢；用途：门板；类型：插销	尺寸	请补充“门板插销”的尺寸。	确认材质、尺寸、厚度、强度等级和包装规格。	2224	尺寸/孔距缺失，无法区分插销SKU
MISS-002199	SKU-DRAFT-002199	FAST-000115	high	C	十字螺丝	紧固件/螺丝	套	头型：十字；规格：Φ5*60	材质；套件内容	请补充“十字螺丝”的材质、套件内容。	确认规格、材质、强度等级、头型和表面处理。	2225	单位为套但套件内容缺失，材质缺失
MISS-002200	SKU-DRAFT-002200	FAST-000116	high	C	螺丝套件	紧固件/螺丝套件	套	强度等级：8.8；规格：M16*50；包含：平垫+弹垫	材质	请补充“螺丝套件”的材质。	确认规格、材质、强度等级、头型和表面处理。	2226	螺母是否包含缺失，材质缺失
MISS-002201	SKU-DRAFT-002201	FAST-000117	high	C	螺丝套件	紧固件/螺丝套件	套	强度等级：8.8；规格：M16*120；包含：平垫+弹垫	材质	请补充“螺丝套件”的材质。	确认规格、材质、强度等级、头型和表面处理。	2227	螺母是否包含缺失，材质缺失
MISS-002202	SKU-DRAFT-002202	FAST-000118	high	C	螺丝杆	紧固件/螺杆	套	强度等级：8.8；规格：M10*30	材质；套件内容	请补充“螺丝杆”的材质、套件内容。	确认规格、材质、强度等级、头型和表面处理。	2228	单位为套但套件内容不明，材质缺失
MISS-002203	SKU-DRAFT-002203	MAT-000236	high	C	防冻保温棉	保温材料/保温棉	根	特性：防冻；规格：Φ50	材质；长度；厚度	请补充“防冻保温棉”的材质、长度、厚度。	确认规格、型号、材质和品牌等关键建档信息。	2229	厚度/材质/长度缺失，无法区分保温棉SKU
MISS-002204	SKU-DRAFT-002204	ELEC-000238	high	C	电缆三角支架	电气/电缆支架	只	用途：电缆；结构：三角支架；高度：0.45m	材质	请补充“电缆三角支架”的材质。	确认品牌、型号、电压/电流和安装或连接方式。	2230	材质/承载缺失，无法区分电缆支架SKU
MISS-002205	SKU-DRAFT-002205	SAFE-000128	medium	B	雨鞋	劳保耗材/雨具	双	品牌：回力；尺码：41码；配置：带衬里	材质	请补充“雨鞋”的材质。	确认类型、材质、规格、安全等级或认证标准。	2231	材质/筒高缺失
MISS-002206	SKU-DRAFT-002206	MAT-000237	high	C	油布	覆盖材料/油布	块	特征：加厚；尺寸：4m*4m	材质	请补充“油布”的材质。	确认规格、型号、材质和品牌等关键建档信息。	2232	材质/克重/防水等级缺失，无法区分油布SKU
MISS-002207	SKU-DRAFT-002207	MAT-000238	high	C	油布	覆盖材料/油布	块	特征：加厚；尺寸：4m*8m	材质	请补充“油布”的材质。	确认规格、型号、材质和品牌等关键建档信息。	2233	材质/克重/防水等级缺失，无法区分油布SKU
MISS-002208	SKU-DRAFT-002208	MAT-000239	high	C	混凝土振动棒	施工设备/振动棒	根	型号/规格：35型	长度；电压	请补充“混凝土振动棒”的长度、电压。	确认规格、型号、材质和品牌等关键建档信息。	2234	电压/长度/接口缺失，无法区分振动棒SKU
MISS-002209	SKU-DRAFT-002209	TOOL-000337	high	C	锂电电钻套装	电动工具/手电钻	台	品牌：东成；供电：锂电；配置：带螺丝刀套装	电压	请补充“锂电电钻套装”的电压。	确认品牌、型号/规格、尺寸和适用设备。	2235	电压/电池配置缺失，无法区分电钻套装SKU
MISS-002210	SKU-DRAFT-002210	WELD-000061	high	C	氧气检测表	仪表/气体检测仪表	只	介质：氧气；类型：检测表	量程；精度	请补充“氧气检测表”的量程、精度。	确认型号、规格、材质、包装重量和适用工艺。	2236	量程/精度缺失，无法区分检测表SKU
MISS-002211	SKU-DRAFT-002211	WELD-000062	high	C	乙炔检测表	仪表/气体检测仪表	只	介质：乙炔；类型：检测表	量程；精度	请补充“乙炔检测表”的量程、精度。	确认型号、规格、材质、包装重量和适用工艺。	2237	量程/精度缺失，无法区分检测表SKU
MISS-002212	SKU-DRAFT-002212	MAT-000240	high	C	吊装带	吊装索具/吊带	根	额定载荷：1T；长度：1.5m	材质；安全系数	请补充“吊装带”的材质、安全系数。	确认规格、型号、材质和品牌等关键建档信息。	2238	材质/安全系数缺失，吊装用品关键规格不足
MISS-002213	SKU-DRAFT-002213	MAT-000241	high	C	吊装带	吊装索具/吊带	根	额定载荷：1T；长度：1m	材质；安全系数	请补充“吊装带”的材质、安全系数。	确认规格、型号、材质和品牌等关键建档信息。	2239	材质/安全系数缺失，吊装用品关键规格不足
MISS-002214	SKU-DRAFT-002214	FAST-000119	high	C	高强度全螺纹螺丝套件	紧固件/螺丝套件	套	强度等级：12.9；规格：M24*60；螺纹：全螺纹；包含：平垫+弹垫	材质；头型；表面处理	请补充“高强度全螺纹螺丝套件”的材质、头型、表面处理。	确认规格、材质、强度等级、头型和表面处理。	2240	“全芽”按全牙/全螺纹理解；螺母是否包含缺失
MISS-002215	SKU-DRAFT-002215	MAT-000242	high	C	抗振储气式压力表	仪表/压力仪表	只	特性：抗振；结构：储气式；类型：压力表	量程	请补充“抗振储气式压力表”的量程。	确认规格、型号、材质和品牌等关键建档信息。	2241	量程/接口/表径缺失，无法区分压力表SKU
MISS-002216	SKU-DRAFT-002216	PIPE-000477	high	C	镀锌三通	管件/镀锌管件	只	表面处理：镀锌；规格：3寸；类型：三通	材质；压力等级	请补充“镀锌三通”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	2242	材质/压力等级缺失，无法区分三通SKU
MISS-002217	SKU-DRAFT-002217	PIPE-000478	high	C	镀锌弯头	管件/镀锌管件	只	表面处理：镀锌；规格：2寸；类型：弯头	压力等级	请补充“镀锌弯头”的压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	2243	角度/压力等级缺失，无法区分弯头SKU
MISS-002218	SKU-DRAFT-002218	TOOL-000338	high	C	圆珠笔	办公用品/书写工具	支	类型：圆珠笔	品牌；颜色	请补充“圆珠笔”的品牌、颜色。	确认品牌、型号/规格、尺寸和适用设备。	2244	颜色/品牌缺失，无法区分圆珠笔SKU
MISS-002219	SKU-DRAFT-002219	ADMIN-000069	high	C	记号笔	办公用品/书写工具	支	颜色：白色	品牌	请补充“记号笔”的品牌。	确认品牌、规格、包装规格和材质。	2245	品牌/粗细缺失，无法区分记号笔SKU
MISS-002220	SKU-DRAFT-002220	WELD-000063	high	C	焊机地线夹	焊接工具/焊机配件	把	适配设备：焊机；类型：地线夹	电流	请补充“焊机地线夹”的电流。	确认型号、规格、材质、包装重量和适用工艺。	2246	电流等级缺失，无法区分地线夹SKU
MISS-002221	SKU-DRAFT-002221	ELEC-000239	high	C	电缆	电气/电线电缆	米	品牌：起帆；规格：3*4+1*2.5	型号；电压	请补充“电缆”的型号、电压。	确认品牌、型号、电压/电流和安装或连接方式。	2247	型号/电压等级缺失，无法区分电缆SKU
MISS-002222	SKU-DRAFT-002222	PIPE-000479	high	C	不锈钢两片式球阀	阀门/球阀	只	品牌：埃美柯；材质：304；结构：两片式；公称通径：DN50	压力等级；连接方式	请补充“不锈钢两片式球阀”的压力等级、连接方式。	确认材质、口径、压力等级、连接方式和壁厚。	2248	压力等级/连接方式缺失，无法区分球阀SKU
MISS-002223	SKU-DRAFT-002223	PIPE-000480	high	C	焊接变径接头	管件/焊接管件	只	连接方式：焊接；规格：325/159；类型：变径接头	材质；压力等级；壁厚	请补充“焊接变径接头”的材质、压力等级、壁厚。	确认材质、口径、压力等级、连接方式和壁厚。	2249	材质/壁厚/压力等级缺失，无法区分变径接头SKU
MISS-002224	SKU-DRAFT-002224	PIPE-000481	high	C	合金两半扣	液压/管路扣件	套	材质：合金；规格：DN50；类型：两半扣	压力等级	请补充“合金两半扣”的压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	2250	适配管件/压力等级缺失，无法区分两半扣SKU
MISS-002225	SKU-DRAFT-002225	PIPE-000482	medium	B	两半扣	液压/管路扣件	套	材质：合金；规格：DN80；类型：两半扣	压力等级	请补充“两半扣”的压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	2251	适配管件/压力等级缺失
MISS-002226	SKU-DRAFT-002226	ELEC-000240	medium	B	钳形万用表	仪表/电气仪表	只	品牌：世达；类型：钳形万用表	量程；精度	请补充“钳形万用表”的量程、精度。	确认品牌、型号、电压/电流和安装或连接方式。	2252	量程/精度缺失
MISS-002227	SKU-DRAFT-002227	PIPE-000483	medium	B	镀锌外丝六角直接	管件/镀锌管件	只	表面处理：镀锌；连接：外丝；结构：六角；规格：2寸	材质；压力等级	请补充“镀锌外丝六角直接”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	2253	材质/压力等级缺失
MISS-002228	SKU-DRAFT-002228	MAT-000243	medium	B	混凝土振动棒	施工设备/振动棒	根	电压：380V；直径：Φ50；长度：6m	功率	请补充“混凝土振动棒”的功率。	确认规格、型号、材质和品牌等关键建档信息。	2254	功率/接口缺失
MISS-002229	SKU-DRAFT-002229	METAL-000164	high	C	镀锌钢丝绳	吊装索具/钢丝绳	米	表面处理：镀锌；直径：Φ12	材质；规格；厚度；长度；执行标准	请补充“镀锌钢丝绳”的材质、规格、厚度、长度、执行标准。	确认材质、规格尺寸、厚度/长度和执行标准。	2255	结构/破断拉力缺失，会影响钢丝绳SKU区分
MISS-002230	SKU-DRAFT-002230	FAST-000120	medium	B	镀锌膨胀钩	紧固件/膨胀件	只	表面处理：镀锌；规格：M16*130	材质	请补充“镀锌膨胀钩”的材质。	确认规格、材质、强度等级、头型和表面处理。	2256	承载/材质缺失
MISS-002231	SKU-DRAFT-002231	FAST-000121	medium	B	镀锌花兰螺丝	紧固件/拉紧件	只	表面处理：镀锌；规格：M14*350	材质	请补充“镀锌花兰螺丝”的材质。	确认规格、材质、强度等级、头型和表面处理。	2257	材质/结构形式缺失
MISS-002232	SKU-DRAFT-002232	MAT-000244	high	C	镀锌花兰扣	紧固件/拉紧件	只	表面处理：镀锌；规格：M14	长度	请补充“镀锌花兰扣”的长度。	确认规格、型号、材质和品牌等关键建档信息。	2258	长度/结构形式缺失，会影响花兰扣SKU区分
MISS-002233	SKU-DRAFT-002233	PIPE-000484	medium	B	镀锌内丝直接	管件/镀锌管件	只	表面处理：镀锌；连接：内丝；规格：2寸	材质；压力等级	请补充“镀锌内丝直接”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	2259	材质/压力等级缺失；提示与同类候选可合并
MISS-002234	SKU-DRAFT-002234	ELEC-000241	high	C	电缆	电气/电线电缆	米	品牌：起帆；规格：3*16+1*10	型号；材质；电压	请补充“电缆”的型号、材质、电压。	确认品牌、型号、电压/电流和安装或连接方式。	2260	型号/电压等级/护套材质缺失，无法稳定区分电缆SKU
MISS-002235	SKU-DRAFT-002235	FAST-000122	high	C	圆头螺丝套件	紧固件/螺丝套件	套	头型：圆头；规格：M5*70；套件组成：平垫+弹垫	材质；强度等级	请补充“圆头螺丝套件”的材质、强度等级。	确认规格、材质、强度等级、头型和表面处理。	2261	材质/强度等级/是否含螺母缺失，会影响螺丝套件SKU区分
MISS-002236	SKU-DRAFT-002236	METAL-000165	high	C	不锈钢潜水搅拌机	环保设备/搅拌设备	台	材质：304不锈钢；电压：380V；功率：4kW	品牌	请补充“不锈钢潜水搅拌机”的品牌。	确认材质、规格尺寸、厚度/长度和执行标准。	2262	品牌/叶轮形式/安装方式缺失，会影响设备选型
MISS-002237	SKU-DRAFT-002237	TOOL-000339	high	C	LED强光手电筒	工具/照明工具	只	供电方式：充电式；光源：LED；类型：强光	品牌	请补充“LED强光手电筒”的品牌。	确认品牌、型号/规格、尺寸和适用设备。	2263	品牌/亮度/续航缺失，会影响手电筒SKU区分
MISS-002238	SKU-DRAFT-002238	MAT-000245	medium	B	塑料凳	行政后勤/家具用品	个	材质：塑料；特征：加厚	尺寸	请补充“塑料凳”的尺寸。	确认规格、型号、材质和品牌等关键建档信息。	2264	尺寸/承重缺失，按加厚塑料凳先建候选
MISS-002239	SKU-DRAFT-002239	MAT-CEM-000015	high	C	硅酸盐水泥	建材/水泥	包	品牌：海螺；强度等级：42.5	类型；包装重量	请补充“硅酸盐水泥”的类型、包装重量。	确认水泥/砂石的类型、强度等级、包装重量和品牌。	2265	类型/每包重量缺失，按包采购无法稳定区分水泥SKU
MISS-002240	SKU-DRAFT-002240	METAL-000166	medium	B	铁丝	金属材料/铁丝	KG	材质：铁；规格：14#	表面处理	请补充“铁丝”的表面处理。	确认材质、规格尺寸、厚度/长度和执行标准。	2266	表面处理/线径换算缺失；提示与同类候选可合并
MISS-002241	SKU-DRAFT-002241	METAL-000167	high	C	钢丝绳	吊装索具/钢丝绳	根	直径：Φ20；长度：6m	材质；规格；厚度；执行标准	请补充“钢丝绳”的材质、规格、厚度、执行标准。	确认材质、规格尺寸、厚度/长度和执行标准。	2267	结构/破断拉力/安全标准缺失，会影响钢丝绳SKU区分
MISS-002242	SKU-DRAFT-002242	ELEC-000242	high	C	插线板	电气/插座插排	只	品牌：公牛；线长：3m；结构：双排	电流	请补充“插线板”的电流。	确认品牌、型号、电压/电流和安装或连接方式。	2268	原单位“根”疑似按线计，建议按只；孔位数/额定电流缺失
MISS-002243	SKU-DRAFT-002243	MAT-CEM-000016	high	C	黄砂	建材/砂石	吨	类型：黄砂	强度等级；包装重量；品牌	请补充“黄砂”的强度等级、包装重量、品牌。	确认水泥/砂石的类型、强度等级、包装重量和品牌。	2269	粒径/含泥量/用途缺失，会影响砂石验收和SKU区分
MISS-002244	SKU-DRAFT-002244	MAT-000246	high	C	加气混凝土砌块	建材/砌块	块	尺寸：200*300*600	强度等级	请补充“加气混凝土砌块”的强度等级。	确认规格、型号、材质和品牌等关键建档信息。	2270	强度等级/密度等级缺失，会影响砌块SKU区分
MISS-002245	SKU-DRAFT-002245	ELEC-000243	medium	B	欧标转换插头	电气/插头插座	只	标准：欧标；孔位：5孔；功能：带USB	电流	请补充“欧标转换插头”的电流。	确认品牌、型号、电压/电流和安装或连接方式。	2271	额定电流/USB输出参数缺失
MISS-002246	SKU-DRAFT-002246	TOOL-000340	high	C	劳动车轮胎套件	搬运工具/手推车配件	套	适配对象：劳动车；套件组成：车轮+实心车胎	尺寸	请补充“劳动车轮胎套件”的尺寸。	确认品牌、型号/规格、尺寸和适用设备。	2272	轮径/轴孔尺寸缺失，无法稳定区分轮胎套件SKU
MISS-002247	SKU-DRAFT-002247	MAT-000247	high	C	实木方桌	行政后勤/家具用品	张	材质：实木；类型：方桌	表面处理；尺寸	请补充“实木方桌”的表面处理、尺寸。	确认规格、型号、材质和品牌等关键建档信息。	2273	尺寸/表面处理缺失，无法稳定区分方桌SKU
MISS-002248	SKU-DRAFT-002248	METAL-000168	medium	B	B型槽钢	金属材料/型材	米	型号：B型；规格：10#	材质；执行标准	请补充“B型槽钢”的材质、执行标准。	确认材质、规格尺寸、厚度/长度和执行标准。	2274	材质/执行标准缺失
MISS-002249	SKU-DRAFT-002249	PIPE-000485	high	C	镀锌弯头	管件/镀锌管件	只	表面处理：镀锌；规格：6分；类型：弯头	压力等级	请补充“镀锌弯头”的压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	2275	角度/压力等级缺失，会影响弯头SKU区分
MISS-002250	SKU-DRAFT-002250	PIPE-000486	medium	B	镀锌内丝直接	管件/镀锌管件	只	表面处理：镀锌；连接：内丝；规格：6分	材质；压力等级	请补充“镀锌内丝直接”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	2276	材质/压力等级缺失
MISS-002251	SKU-DRAFT-002251	PIPE-000487	medium	B	镀锌三通	管件/镀锌管件	只	表面处理：镀锌；规格：6分；类型：三通	材质；压力等级	请补充“镀锌三通”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	2277	材质/压力等级缺失
MISS-002252	SKU-DRAFT-002252	METAL-000169	high	C	镀锌角钢	金属材料/型材	米	表面处理：镀锌；规格：40*40	材质；执行标准；厚度	请补充“镀锌角钢”的材质、执行标准、厚度。	确认材质、规格尺寸、厚度/长度和执行标准。	2278	厚度/材质/执行标准缺失，会影响角钢SKU区分
MISS-002253	SKU-DRAFT-002253	WELD-000064	medium	B	碳钢焊条	焊接材料/焊条	箱	品牌：大西洋；型号：422；直径：3.2	执行标准	请补充“碳钢焊条”的执行标准。	确认型号、规格、材质、包装重量和适用工艺。	2279	每箱重量/执行标准缺失
MISS-002254	SKU-DRAFT-002254	SAFE-000129	high	C	安全绳	安全防护/安全绳	米	直径：Φ16	材质	请补充“安全绳”的材质。	确认类型、材质、规格、安全等级或认证标准。	2280	材质/承载/认证标准缺失，安全防护用品关键规格不足
MISS-002255	SKU-DRAFT-002255	FAST-000123	high	C	高强度螺丝套件	紧固件/螺丝套件	套	强度等级：8.8；规格：M16*70；套件组成：平垫+弹垫	表面处理；头型	请补充“高强度螺丝套件”的表面处理、头型。	确认规格、材质、强度等级、头型和表面处理。	2281	头型/是否含螺母/表面处理缺失，会影响螺丝套件SKU区分
MISS-002256	SKU-DRAFT-002256	ELEC-000244	medium	B	开口铜鼻子	电气/接线端子	只	类型：开口；材质：铜；电流：300A	品牌；型号	请补充“开口铜鼻子”的品牌、型号。	确认品牌、型号、电压/电流和安装或连接方式。	2282	适配线径/镀层缺失
MISS-002257	SKU-DRAFT-002257	ELEC-000245	medium	B	开口铜鼻子	电气/接线端子	只	类型：开口；材质：铜；电流：200A	品牌；型号	请补充“开口铜鼻子”的品牌、型号。	确认品牌、型号、电压/电流和安装或连接方式。	2283	适配线径/镀层缺失
MISS-002258	SKU-DRAFT-002258	ELEC-000246	medium	B	开口铜鼻子	电气/接线端子	只	类型：开口；材质：铜；电流：100A	品牌；型号	请补充“开口铜鼻子”的品牌、型号。	确认品牌、型号、电压/电流和安装或连接方式。	2284	适配线径/镀层缺失
MISS-002259	SKU-DRAFT-002259	ELEC-000247	high	C	铜接头	电气/接线端子	只	材质：铜；适配线径：150平方	品牌；型号；电压；电流；安装方式	请补充“铜接头”的品牌、型号、电压、电流、安装方式。	确认品牌、型号、电压/电流和安装或连接方式。	2285	类型/孔径/镀层缺失，无法稳定区分铜接头SKU
MISS-002260	SKU-DRAFT-002260	ELEC-000248	high	C	铜接头	电气/接线端子	只	材质：铜；适配线径：120平方	品牌；型号；电压；电流；安装方式	请补充“铜接头”的品牌、型号、电压、电流、安装方式。	确认品牌、型号、电压/电流和安装或连接方式。	2286	类型/孔径/镀层缺失，无法稳定区分铜接头SKU
MISS-002261	SKU-DRAFT-002261	ELEC-000249	high	C	铜接头	电气/接线端子	只	材质：铜；适配线径：95平方	品牌；型号；电压；电流；安装方式	请补充“铜接头”的品牌、型号、电压、电流、安装方式。	确认品牌、型号、电压/电流和安装或连接方式。	2287	类型/孔径/镀层缺失，无法稳定区分铜接头SKU
MISS-002262	SKU-DRAFT-002262	ELEC-000250	high	C	铜接头	电气/接线端子	只	材质：铜；适配线径：70平方	品牌；型号；电压；电流；安装方式	请补充“铜接头”的品牌、型号、电压、电流、安装方式。	确认品牌、型号、电压/电流和安装或连接方式。	2288	类型/孔径/镀层缺失，无法稳定区分铜接头SKU
MISS-002263	SKU-DRAFT-002263	MAT-000248	medium	B	对讲机	通讯设备/对讲机	部	品牌：小米；型号：二代	功率	请补充“对讲机”的功率。	确认规格、型号、材质和品牌等关键建档信息。	2289	频段/功率缺失；提示与同类候选可合并
MISS-002264	SKU-DRAFT-002264	MAT-CEM-000017	high	C	水泥钉	紧固件/钉类	盒	长度：40mm	直径	请补充“水泥钉”的直径。	确认水泥/砂石的类型、强度等级、包装重量和品牌。	2290	直径/每盒数量缺失，无法稳定区分水泥钉SKU
MISS-002265	SKU-DRAFT-002265	MAT-000249	high	C	起重滑轮钩	吊装索具/滑轮钩	只	品牌：沪工；额定载荷：1T	规格；型号；材质	请补充“起重滑轮钩”的规格、型号、材质。	确认规格、型号、材质和品牌等关键建档信息。	2291	轮数/安全认证缺失，吊装用品关键规格不足
MISS-002266	SKU-DRAFT-002266	PIPE-000488	high	C	浮球阀	阀门/液位控制阀	套	配线长度：10m	材质；口径；电压	请补充“浮球阀”的材质、口径、电压。	确认材质、口径、压力等级、连接方式和壁厚。	2292	名称与带线规格存在阀/液位开关歧义；口径/电压/材质缺失
MISS-002267	SKU-DRAFT-002267	SAFE-000130	high	C	下水裤	劳保用品/防水服	套	尺码：44码	材质	请补充“下水裤”的材质。	确认类型、材质、规格、安全等级或认证标准。	2293	材质/筒高缺失，无法稳定区分下水裤SKU
MISS-002268	SKU-DRAFT-002268	PIPE-000489	high	C	铝合金快速接头	管件/快速接头	套	材质：铝合金；公称通径：DN50	压力等级；接口形式	请补充“铝合金快速接头”的压力等级、接口形式。	确认材质、口径、压力等级、连接方式和壁厚。	2294	接口形式/压力等级缺失，会影响快速接头SKU区分
MISS-002269	SKU-DRAFT-002269	SAFE-000131	high	C	防爆耐磨水带	安全消防/水带	米	特性：防爆耐磨；公称通径：DN50	材质；压力等级	请补充“防爆耐磨水带”的材质、压力等级。	确认类型、材质、规格、安全等级或认证标准。	2295	压力等级/材质/接口缺失，会影响水带SKU区分
MISS-002270	SKU-DRAFT-002270	ELEC-000251	medium	B	塑壳断路器	电气/断路器	只	品牌：常熟；型号：CM3E-630-3300	电流	请补充“塑壳断路器”的电流。	确认品牌、型号、电压/电流和安装或连接方式。	2296	极数/额定电流脱扣参数需确认
MISS-002271	SKU-DRAFT-002271	ELEC-000252	high	C	LED声光报警器	电气/报警器	只	光源：LED；电压：24V	品牌；型号；电流；安装方式	请补充“LED声光报警器”的品牌、型号、电流、安装方式。	确认品牌、型号、电压/电流和安装或连接方式。	2297	声级/安装方式/防护等级缺失，会影响报警器SKU区分
MISS-002272	SKU-DRAFT-002272	ELEC-000253	medium	B	电源转换器	电气/电源模块	只	输入：24V；输出：12V；电流：2A	功率	请补充“电源转换器”的功率。	确认品牌、型号、电压/电流和安装或连接方式。	2298	功率/接口/防护等级缺失
MISS-002273	SKU-DRAFT-002273	MAT-000250	high	C	透明收纳箱	行政后勤/收纳用品	个	颜色/透明度：透明；容量：80L	材质；尺寸	请补充“透明收纳箱”的材质、尺寸。	确认规格、型号、材质和品牌等关键建档信息。	2299	尺寸/材质缺失，无法稳定区分收纳箱SKU
