"sequence","excel_row","raw_name","standard_name","item_group","specs","unit","status","question"
"1980","1981","正泰线圈","线圈","电气材料/低压电器配件","品牌: 正泰；类型: 线圈","个","待确认","适配接触器型号/电压缺失"
"1984","1985","380V*1810交流接触器","交流接触器","电气材料/低压电器","电压: 380V；型号/规格: 1810","个","待确认","品牌/额定电流/线圈电压缺失"
"1992","1993","自攻螺丝大盒","自攻螺丝","紧固件/螺丝","类型: 自攻；包装: 大盒","合","待确认","单位疑似盒，规格完全缺失"
"1996","1997","正泰热继电器","热继电器","电气材料/低压电器","品牌: 正泰；类型: 热继电器","个","待确认","型号/整定电流范围缺失"
"1998","1999","东城螺丝","螺丝","工具备件/电动工具配件","品牌: 东成/东城待确认；类型: 螺丝","个","待确认","是工具配件还是普通螺丝，规格缺失"
"2012","2013","304不锈钢螺丝","不锈钢螺丝","紧固件/螺丝","材质: 304不锈钢","盒","待确认","规格/头型/每盒数量缺失"
"2014","2015","派克大0型圈","O型圈","密封材料/O型圈","品牌: 派克；规格: 大；原名: 大0型圈","条","待确认","0/O字形需确认，尺寸/材质缺失"
"2023","2024","3*2.5+1起帆电缆线","电缆线","电气材料/电线电缆","品牌: 起帆；规格: 3*2.5+1","米","待确认","+1截面积不完整，护套/材质缺失"
"2027","2028","加工大螺丝","定制螺丝","定制件/紧固件","加工: 是；规格: 大号","个","待确认","规格/材质/图纸缺失"
"2028","2029","40*2重型0型卡","重型O型卡","管道紧固/管卡","规格: 40*2；特征: 重型；原名: 0型卡","个","待确认","0/O字形需确认，材质/表面处理缺失"
"2031","2032","氧气","氧气","气体/工业气体","气体: 氧气","瓶","待确认","是充装还是钢瓶采购？纯度/瓶容缺失"
"2032","2033","乙炔","乙炔气","气体/工业气体","气体: 乙炔","瓶","待确认","是充装还是钢瓶采购？纯度/瓶容缺失"
"2035","2036","m27平弹垫","平垫弹垫套装","紧固件/垫圈","规格: M27；组成: 平垫+弹垫","个","待确认","建议拆成平垫和弹垫两个物料"
"2037","2038","6cm梅花垫块","梅花垫块","备品备件/缓冲垫块","规格: 6cm；形状: 梅花","个","待确认","材质/适配联轴器型号缺失"
"2048","2049","羊镐柄","洋镐柄","工具备件/手动工具配件","部件: 柄；适用: 洋镐；原名: 羊镐柄","支","待确认","疑似“洋镐柄”，材质/长度缺失"
"2051","2052","德国进口气动阀块","气动阀块","气动元件/阀块","进口: 德国；类型: 气动阀块","个","待确认","品牌/型号/接口数量缺失"
"2059","2060","不锈钢沉头螺丝","不锈钢沉头螺丝","紧固件/螺丝","材质: 不锈钢；头型: 沉头","合","待确认","单位疑似盒，规格/材质牌号缺失"
"2063","2064","铝钉","铝钉","紧固件/钉","材质: 铝","合","待确认","单位疑似盒，规格缺失"
"2069","2070","32*640kg安全阀","安全阀","阀门/安全阀","规格: 32；压力/载荷原文: 640kg","个","待确认","640kg含义、整定压力、材质缺失"
"2079","2080","加工168卡箍接头","卡箍接头","定制件/管路接头","加工: 是；规格: 168；类型: 卡箍接头","台","待确认","与1952同类，单位“台”异常需确认"
"2096","2097","6分直通","直通接头","管件/管接头","规格: 6分；类型: 直通","根","待确认","材质/连接形式/单位需确认"
"2100","2101","定做4米加厚铝合金双层加厚","铝合金梯子","定制件/工具治具","定制: 是；长度: 4米；材质: 铝合金；结构: 双层；特征: 加厚","只","待确认","名称缺“梯子”，但疑似梯子；承重/图纸缺失"
"2115","2116","G2/1丝锥","管螺纹丝锥","工具耗材/丝锥","规格: G2/1","个","待确认","G2/1规格写法需确认，材质/套装缺失"
"2116","2117","3-55断丝取出口","断丝取出器","工具/拆卸工具","规格范围: 3-55；原名: 断丝取出口","套","待确认","疑似“断丝取出器”，规格单位需确认"
"2117","2118","22钢筋套角","钢筋套筒/套角","建筑材料/钢筋连接件","适配钢筋直径: 22；原名: 套角","个","待确认","是接驳器/套筒还是其他件需确认"
"2127","2128","30米国标蓝色氧气管","氧气胶管","焊割耗材/气管","长度: 30米；颜色: 蓝色；执行标准: 国标；适用气体: 氧气","卷","待确认","蓝色通常可能对应氧气/乙炔体系，需确认用途"
"2129","2130","加工后配套夹子","后配套夹子","定制件/金属加工件","加工: 是；部件: 后配套夹子","个","待确认","与后备套夹子是否同物需确认，图纸缺失"
"2149","2150","80比塔铜头","比塔铜接头","液压/高压管路","规格: 80；材质: 铜；原名: 比塔铜头","个","待确认","比塔/贝塔是否同类需确认"
"2153","2154","100消防水泵","消防水泵/消防水带","消防材料/消防管路","规格: 100；原名: 消防水泵","米","待确认","单位为米，疑似消防水带/水管而非水泵"
"2169","2170","开关","开关","电气材料/开关","原名: 开关","个","待确认","类型/位数/电流/安装方式缺失"
"2170","2171","线槽","线槽","电气材料/线槽桥架","品类: 线槽","根","待确认","材质/规格/长度缺失"
"2173","2174","线卡","线卡","电气材料/线缆固定","品类: 线卡","盒","待确认","规格/材质/每盒数量缺失"
"2176","2177","6.4pa安全阀","安全阀","阀门/安全阀","压力原文: 6.4pa","个","待确认","压力单位极可疑，需确认MPa/公斤压力"
"2185","2186","3kw轨道泵","轨道泵","设备备件/泵","功率: 3kW；类型: 轨道泵","个","待确认","设备类型/流量/扬程/用途缺失"
"2186","2187","定做60*2.5米无缝钢丝绳","定制钢丝绳","定制件/吊装索具","定制: 是；规格: 60；长度: 2.5米；原名: 无缝钢丝绳","条","待确认","“无缝”是否误写，结构/强度缺失"
"2187","2188","优质二氧化碳表","二氧化碳减压表","焊割耗材/气体表具","适用气体: 二氧化碳；等级: 优质","桶","待确认","单位桶异常，应为个；压力范围缺失"
"2191","2192","30背胶革皮","背胶革皮","辅料耗材/革皮材料","规格: 30；背胶: 是","平方","待确认","材质/厚度/颜色缺失"
"2203","2204","3*4+1起凡电缆线","电缆线","电气材料/电线电缆","品牌原文: 起凡；规格: 3*4+1","米","待确认","品牌疑似起帆，+1截面积不完整"
"2204","2205","3*1.5+1起凡电缆线","电缆线","电气材料/电线电缆","品牌原文: 起凡；规格: 3*1.5+1","米","待确认","品牌疑似起帆，+1截面积不完整"
"2211","2212","100CM将军帽","将军帽","劳保耗材/头部防护","尺寸: 100cm","个","待确认","品类含义仍不清，需确认是否防护帽/装饰件"
"2223","2224","15T铁链","起重链条","吊装索具/链条","额定载荷: 15T；材质: 铁/钢待确认","米","待确认","链条规格、等级、材质需确认"
"2230","2231","注浆牛头","注浆牛头","堵漏注浆/注浆配件","类型: 注浆牛头","个","待确认","规格/连接形式缺失"
"2238","2239","590*150空气能枫叶","空气能风叶","备品备件/风机配件","尺寸: 590*150；原名: 枫叶","个","待确认","疑似“风叶”，适配设备/材质缺失"
"2248","2249","13寸卡簧","卡簧","五金备件/紧固件","规格: 13寸；类型: 卡簧","个","待确认","内/外卡簧、尺寸单位需确认"
"2250","2251","60L注射器","注射器","工具耗材/计量工具","容量原文: 60L","套","待确认","60L极可疑，是否60ml需确认"
"2251","2252","3000L量杯","量杯","工具耗材/计量工具","容量原文: 3000L","个","待确认","3000L极可疑，是否3000ml需确认"
"2259","2260","水箱","水箱","设备备件/容器","品类: 水箱","套","待确认","材质/容量/用途缺失"
"2275","2277","8MM接口胶网","接口胶网","管件/密封过滤配件","规格: 8mm；类型: 接口胶网","个","待确认","用途/适配设备不清"
"2304","2306","胶手套","胶手套","劳保耗材/手套","类型: 胶手套","个","待确认","单位应为双/副，尺码缺失"
"2323","2325","65接头","接头","液压/高压管路","规格: 65；类型: 接头","套","待确认","管路类型/连接形式/材质/压力等级缺失"
"2327","2329","专用清洗剂","专用清洗剂","化工耗材/清洗剂","类型: 专用清洗剂","瓶","待确认","用途/适配材料/包装容量缺失"
"2342","2344","25变换头","变换接头","液压/高压管路","规格: 25；类型: 变换头","套","待确认","“变换头”是否为转换接头需确认，接口缺失"
"2343","2345","100钢管","钢管","钢材/钢管","规格: 100","条","待确认","外径/壁厚/长度/材质/标准缺失"
"2346","2348","长胶手套","长胶手套","劳保耗材/手套","类型: 长筒胶手套","个","待确认","单位应为双/副，尺码/长度缺失"
"2352","2354","5.5千瓦流体输送泵","流体输送泵","设备备件/泵","功率: 5.5kW；用途: 流体输送","个","待确认","单位建议台，流量/压力/型号缺失"
"2353","2355","5.5千瓦防爆电机","防爆电机","设备备件/电机","功率: 5.5kW；类型: 防爆电机","个","待确认","单位建议台，防爆等级/电压/型号缺失"
"2357","2359","25*38KG安全阀","安全阀","阀门/安全阀","规格: 25；压力描述: 38KG","个","待确认","38KG需换算/确认设定压力，材质/连接缺失"
"2391","2393","胶管16-4MPa-100米","胶管","液压/高压管路","规格: 16；压力: 4MPa；长度: 100米","根","待确认","单根100米还是整卷/卷装需确认"
"2412","2414","纳基膨润土","膨润土","化工原料/膨润土","原始名称: 纳基膨润土；疑似: 钠基膨润土","T","待确认","是否为钠基膨润土需确认，指标/厂家缺失"
"2455","2457","法兰母","法兰螺母","建筑施工耗材/模板配件","类型: 法兰母/法兰螺母","袋","待确认","规格/每袋数量/材质缺失"
"2518","2520","抹布","抹布","清洁耗材/抹布","类型: 抹布","KG","待确认","单位按KG采购可保留，但材质/包装缺失"
"2532","2534","3m透明电工胶布","电工胶布","电气耗材/绝缘胶带","品牌: 3M疑似；颜色: 透明","卷","待确认","`3m`是品牌3M还是长度需确认，宽度/长度缺失"
"2535","2537","3寸定向轮载重3300KG","定向脚轮","物流搬运/脚轮","规格: 3寸；类型: 定向轮；载重: 3300KG","只","待确认","3寸脚轮载重3300KG异常，需确认是否330KG"
"2536","2538","透明PC板400*600*3m","透明PC板","塑料板材/PC板","材质: PC；颜色: 透明；尺寸: 400*600*3m","块","待确认","厚度疑似3mm，不可静默修正"
"2538","2540","正泰电流表2.0","电流表","仪表/电气仪表","品牌: 正泰；规格/等级: 2.0","只","待确认","2.0是精度等级还是型号需确认，变比缺失"
"2564","2566","抗震压力表400KG压力","抗震压力表","仪表/压力仪表","类型: 抗震；压力描述: 400KG","只","待确认","400KG需换算/确认量程，接口/精度缺失"
"2565","2567","高压球阀400KG-3/8","高压球阀","阀门/球阀","压力描述: 400KG；规格: 3/8","只","待确认","400KG需确认压力单位，材质/连接缺失"
"2567","2569","道轨","导轨","电气/安装辅材","类型: 道轨/导轨","根","待确认","是电气DIN导轨还是机械轨道需确认，规格缺失"
"2583","2585","装接线端子RJ45-04","接线端子","电气/接线端子","型号: RJ45-04","只","待确认","`装接线端子`是否为装配服务或端子名称需确认"
"2595","2597","NDR适配变压器480-24V","开关电源","电气/电源模块","系列: NDR；输入/规格: 480；输出: 24V","台","待确认","480可能为功率480W而非输入电压，需确认"
"2596","2598","NDR适配变压器240-24V","开关电源","电气/电源模块","系列: NDR；输入/规格: 240；输出: 24V","台","待确认","240可能为功率240W而非输入电压，需确认"
"2643","2645","换合金钢密封","合金钢密封件更换服务","服务费用/设备维修","动作: 更换；部件: 合金钢密封","只","待确认","若单独采购密封件可建物料，否则为维修服务"
"2680","2682","立邦白色漆18kg","油漆","油漆涂料/油漆","品牌: 立邦；颜色: 白色；包装: 18kg","桶","待确认","是否防锈漆需确认，型号/SDS缺失"
"2687","2689","水桶+脸盆59元","水桶脸盆套装","行政后勤/生活用品","包含: 水桶+脸盆；金额: 59元","项","待确认","若作为报销费用可不建库存，若常备用品需拆分"
"2692","2694","立邦白色18kg","油漆","油漆涂料/油漆","品牌: 立邦；颜色: 白色；包装: 18kg","桶","待确认","是否防锈漆/白色漆需确认"
"2697","2699","太阳能感应灯30000W","太阳能感应灯","电气/照明灯具","供电: 太阳能；功能: 感应；标称功率: 30000W","只","待确认","30000W疑似营销参数，需确认真实功率/亮度"
"2742","2745","公牛明装USB插座5V/21A","明装USB插座","电气/插座","品牌: 公牛；安装: 明装；输出: 5V/21A","只","待确认","21A疑似2.1A，需确认"
"2744","2747","起帆RV2.5平方红色 蓝色 地线","RV电线","电气/电线电缆","品牌: 起帆；型号: RV；截面积: 2.5平方；颜色/用途: 红色、蓝色、地线","米","待确认","300米是否三种颜色合计，地线颜色需确认"
"2766","2769","全面毛巾","全棉毛巾","行政后勤/生活用品","原始名称: 全面毛巾；疑似: 全棉毛巾","条","待确认","是否为全棉毛巾需确认"
"2774","2777","衣架","衣架","行政后勤/生活用品","类型: 衣架","把","待确认","单位通常为个/只/把，数量包装需确认"
"2776","2779","盾构铜比塔接头DN100","铜宝塔接头","液压/管路接头","用途: 盾构；材质: 铜；原始: 比塔；规格: DN100","只","待确认","`比塔`疑似`宝塔`，连接形式需确认"
"2798","2801","施耐德时控开关接触器","时控开关接触器","电气/低压电器","品牌: 施耐德；功能: 时控开关+接触器","台","待确认","是组合控制箱还是两个器件需确认，型号缺失"
"2813","2816","铜接线端子","铜接线端子","电气/接线端子","材质: 铜；类型: 接线端子","只","待确认","规格/孔径/线径范围缺失"
"2816","2819","薄膜","薄膜","覆盖材料/薄膜","类型: 薄膜","㎡","待确认","材质/厚度/宽度缺失"
"2829","2832","轴承","轴承","设备备件/轴承","类型: 轴承","只","待确认","型号/品牌/内外径缺失，不能唯一建档"
"2830","2833","联轴器缓冲圈","联轴器缓冲圈","设备备件/联轴器配件","部件: 缓冲圈；适配: 联轴器","套","待确认","规格/材质/适配型号缺失"
"2838","2841","砂轮片","砂轮片","磨具磨料/砂轮片","类型: 砂轮片","片","待确认","外径/厚度/孔径/粒度缺失"
"2839","2842","焊机陶瓷嘴","焊机陶瓷嘴","焊接耗材/焊枪配件","部件: 陶瓷嘴；适配: 焊机/焊枪","个","待确认","规格/适配焊枪型号缺失"
"2849","2852","沪工模段油脂钩1T","吊钩","吊装索具/吊钩","品牌: 沪工；原始名称: 模段油脂钩；额定载荷: 1T","付","待确认","名称疑似录错，可能为模锻吊钩/油脂钩"
"2862","2865","锂电池","锂电池","电气/电池","类型: 锂电池","块","待确认","电压/容量/适配设备缺失，不能唯一建档"
"2873","2876","PVC线槽","PVC线槽","电气/线槽桥架","材质: PVC；类型: 线槽","米","待确认","宽高规格缺失"
"2875","2878","橡胶盖板大二线槽","橡胶盖板线槽","电气/线槽桥架","材质: 橡胶；规格: 大二；类型: 盖板线槽","块","待确认","`大二`规格含义需确认，尺寸缺失"
"2880","2883","电子秤","电子秤","工具/称重工具","类型: 电子秤","台","待确认","量程/精度/台面尺寸缺失"
"2890","2893","3M铁板标识牌","铁板标识牌","标识标牌/金属标牌","品牌/材料标识: 3M；材质: 铁板；类型: 标识牌","套","待确认","3M是反光膜品牌还是整体品牌需确认，尺寸缺失"
"2892","2895","生料带","生料带","水暖五金/密封耗材","类型: 生料带","箱","待确认","每箱卷数/宽度/长度缺失"
"2894","2897","华峰四脚插头380V/20","四脚插头","电气/插头插座","品牌: 华峰；极数: 四脚；电压: 380V；规格: 20","只","待确认","20是否20A需确认，防护等级缺失"
"2901","2904","明伟NOR-480-24V电源","24V开关电源","电气/电源模块","品牌原始: 明伟；型号原始: NOR-480-24V；输出: 24V","只","待确认","疑似明纬NDR-480-24，需确认品牌/型号"
"2903","2906","加厚道轨","导轨","电气/安装辅材","特征: 加厚；类型: 道轨/导轨","米","待确认","是DIN导轨还是机械轨道需确认，规格缺失"
"2912","2915","德力西接触器cjxz-1810","交流接触器","电气/低压电器","品牌: 德力西；型号原始: cjxz-1810","只","待确认","型号疑似CJX2-1810，线圈电压缺失"
"2949","2952","定制双通信交换机","双通信交换机","定制件/网络设备","定制: 是；功能: 双通信；类型: 交换机","台","待确认","双通信含义/端口/协议缺失"
"2950","2953","光电复合电缆四点二光","光电复合电缆","电气/特种电缆","结构: 四电二光；类型: 光电复合","米","待确认","原始`四点`疑似`四电`，电芯/光芯规格缺失"
"2955","2958","摄像头无线中端","摄像头无线终端","弱电安防/监控设备","原始: 中端；用途: 摄像头无线通信","个","待确认","`中端`疑似`终端`，品牌/规格缺失"
"2957","2960","光纤交换机电源","光纤交换机电源","电气/电源模块","适配: 光纤交换机；类型: 电源","个","待确认","电压/电流/适配型号缺失"
"2958","2961","明伟电源24V-20A","24V开关电源","电气/电源模块","品牌原始: 明伟；输出: 24V；电流: 20A","只","待确认","疑似明纬，型号缺失"
"2960","2963","接线端子VK5N","接线端子","电气/接线端子","型号: VK5N","只","待确认","是否为UK5N录错需确认，额定电流缺失"
"2962","2965","起帆RV1平方兰色软线","RV软线","电气/电线电缆","品牌: 起帆；型号: RV；截面积: 1平方；颜色原始: 兰色","米","待确认","`兰色`疑似蓝色，电压等级缺失"
"2963","2966","起帆RV1平方兰白色软线","RV软线","电气/电线电缆","品牌: 起帆；型号: RV；截面积: 1平方；颜色原始: 兰白色","米","待确认","`兰白色`是否蓝白双色需确认"
"2964","2967","起帆RV4平方兰色软线","RV软线","电气/电线电缆","品牌: 起帆；型号: RV；截面积: 4平方；颜色原始: 兰色","米","待确认","`兰色`疑似蓝色，电压等级缺失"
"2977","2980","公牛插头","插头","电气/插头插座","品牌: 公牛；类型: 插头","只","待确认","极数/额定电流/电压缺失"
"2992","2995","加厚薄膜500*300米","加厚薄膜","覆盖材料/薄膜","特征: 加厚；规格: 500*300米","卷","待确认","500是宽度单位还是规格需确认，厚度缺失"
"2996","2999","起帆软电缆兰色1平方","RV软线","电气/电线电缆","品牌: 起帆；截面积: 1平方；颜色原始: 兰色","米","待确认","`兰色`疑似蓝色，型号/电压等级缺失"
"2997","3000","起帆软电缆兰白色1平方","RV软线","电气/电线电缆","品牌: 起帆；截面积: 1平方；颜色原始: 兰白色","米","待确认","是否蓝白双色需确认，型号缺失"
"2998","3001","起帆软电缆兰白色4平方","RV软线","电气/电线电缆","品牌: 起帆；截面积: 4平方；颜色原始: 兰白色","米","待确认","是否蓝白双色需确认，型号缺失"
"3005","3008","小老鼠防爆牛油头","防爆牛油头","设备润滑/黄油嘴","俗称: 小老鼠；特性: 防爆；原始: 牛油头","只","待确认","标准名称/规格/接口需确认"
"3007","3010","面粉","面粉","行政后勤/食品","类型: 面粉","KG","待确认","是否食堂/生活采购，不进入生产物料"
"3010","3013","施耐德中间继电器RXM4/24V-DC到底座","中间继电器套装","电气/继电器","品牌: 施耐德；系列: RXM4；线圈电压: 24V DC；配置原始: 到底座","套","待确认","`到底座`疑似带底座，触点组数/完整型号缺失"
"3028","3031","WQ/5K开关","开关","电气/按钮指示元件","原始型号/规格: WQ/5K","只","待确认","是电位器/开关型号需确认"
"3034","3037","封箱带大箱","封箱胶带","包装材料/胶带","包装: 大箱；类型: 封箱带","箱","待确认","每箱卷数/胶带宽度长度缺失"
"3040","3043","镀锌板1m*2m*0.05m","镀锌板","钢材/镀锌板","尺寸: 1m*2m*0.05m；表面: 镀锌","张","待确认","厚度0.05m异常，可能是0.5mm/5mm需确认"
"3044","3047","金利虎磨光片","磨光片","磨具磨料/磨光片","品牌: 金利虎；类型: 磨光片","盒","待确认","外径/厚度/孔径/粒度缺失"
"3054","3057","得力梅花螺丝刀十字","十字螺丝刀","工具/手动工具","品牌: 得力；原始: 梅花螺丝刀十字","把","待确认","梅花和十字矛盾，需确认头型"
"3096","3100","起帆电缆3*6+2.5","电缆","电气/电线电缆","品牌: 起帆；规格: 3*6+2.5","米","待确认","是否为3*6+1*2.5需确认，型号缺失"
"3103","3107","金利虎切割片","切割片","磨具磨料/切割片","品牌: 金利虎；类型: 切割片","片","待确认","外径/厚度/孔径缺失"
"3104","3108","剪刀","剪刀","工具/剪切工具","类型: 剪刀","把","待确认","用途/规格/材质缺失"
"3143","3147","石棉布3.5mm","石棉布","防火隔热材料/石棉制品","材质: 石棉；厚度: 3.5mm","㎡","待确认","需安全/环保合规确认"
"3154","3158","铁打1.5寸","铁钉","紧固件/钉","原始名称: 铁打；规格: 1.5寸","KG","待确认","`铁打`疑似铁钉，需确认"
"3155","3159","铁打2.5寸","铁钉","紧固件/钉","原始名称: 铁打；规格: 2.5寸","KG","待确认","`铁打`疑似铁钉，需确认"
"3183","3187","3M电工胶带兰色","电工胶带","电气耗材/绝缘胶带","品牌: 3M；颜色原始: 兰色","卷","待确认","`兰色`疑似蓝色，宽度/长度缺失"
"3202","3206","压线钳","压线钳","工具/电工工具","类型: 压线钳","把","待确认","适用端子/压接范围缺失"
"3217","3221","砂纸","砂纸","磨具磨料/砂纸","类型: 砂纸","张","待确认","粒度/尺寸缺失"
"3220","3224","薄膜","薄膜","覆盖材料/薄膜","类型: 薄膜","卷","待确认","材质/厚度/宽度长度缺失"
"3266","3271","RVV软线3*1.5+1","RVV软线","电气/电线电缆","型号: RVV；规格: 3*1.5+1","米","待确认","+1线芯截面积需确认"
"3267","3272","压力表","压力表","仪表/压力仪表","类型: 压力表","只","待确认","量程/接口/精度缺失，不能唯一建档"
"3284","3289","百叶轮80# 120# 240#","百叶轮","磨具磨料/百叶轮","粒度: 80#/120#/240#","片","待确认","三种粒度数量拆分缺失"
"3285","3290","L型钢制支架","钢制L型支架","定制件/支架","材质: 钢制；形状: L型","个","待确认","尺寸/孔位/图纸缺失"
"3288","3293","G螺纹不锈钢消音器","不锈钢消音器","气动液压/消音器","材质: 不锈钢；螺纹: G螺纹","个","待确认","具体螺纹规格缺失"
"3311","3316","液位油箱计","油箱液位计","仪表/液位仪表","用途: 油箱；类型: 液位计","个","待确认","名称疑似油箱液位计，量程/接口缺失"
"3317","3322","世达十螺丝刀Φ3*75","十字螺丝刀","工具/手动工具","品牌: 世达；原始: 十螺丝刀；规格: Φ3*75","把","待确认","`十`疑似十字，头型需确认"
"3318","3323","世达十螺丝刀Φ5*150","十字螺丝刀","工具/手动工具","品牌: 世达；原始: 十螺丝刀；规格: Φ5*150","把","待确认","`十`疑似十字，头型需确认"
"3326","3331","主机控制器","主机控制器","设备备件/控制器","适配: 主机；部件: 控制器","台","待确认","主机类型/品牌/型号缺失"
"3327","3332","主机循环泵","循环泵","设备/泵","用途: 主机循环","台","待确认","流量/扬程/功率/适配系统缺失"
"3332","3337","Y型过滤器","Y型过滤器","管道过滤器/过滤器","结构: Y型","只","待确认","规格/材质/压力等级缺失"
"3339","3344","一端外丝一端内丝接头","内外丝接头","管件/管路接头","连接: 一端外丝一端内丝","只","待确认","规格/材质/压力等级缺失"
"3340","3345","配电柜","配电柜","电气/配电柜","类型: 配电柜","台","待确认","尺寸/配置/图纸缺失"
"3341","3346","线管","线管","电气/线管","类型: 线管","米","待确认","材质/规格缺失"
"3343","3348","保温管","保温管","保温材料/保温管","类型: 保温管","米","待确认","管径/厚度/材质缺失"
"3344","3349","水泵防水罩底座","水泵防水罩底座","定制件/设备防护罩","适配: 水泵；部件: 防水罩底座","套","待确认","材质/尺寸/图纸缺失"
"3349","3354","膨胀钉钩","膨胀钩","紧固件/膨胀件","类型: 膨胀钉钩","只","待确认","规格/承载缺失"
"3369","3374","固定扣","固定扣","五金/固定件","类型: 固定扣","个","待确认","适配对象/材质/规格缺失"
"3375","3380","麦思德金刚石切割片","金刚石切割片","磨具磨料/切割片","品牌: 麦思德；材质: 金刚石","片","待确认","外径/孔径/用途缺失"
"3377","3382","黑模板2.44m*1.22m*1.5mm","建筑模板","建筑材料/模板","颜色: 黑；尺寸: 2.44m*1.22m；厚度: 1.5mm","张","待确认","厚度1.5mm异常，可能15mm需确认"
"3381","3386","正泰电流互感器三相","电流互感器","电气/互感器","品牌: 正泰；相数: 三相","个","待确认","变比/型号缺失"
"3382","3387","正泰电流互感器式智能电能表","智能电能表","仪表/电能表","品牌: 正泰；类型: 电流互感器式智能电能表","个","待确认","互感器变比/电能表型号缺失"
"3397","3402","浅黑色眼镜","防护眼镜","劳保耗材/眼面防护","颜色: 浅黑色；类型: 眼镜","付","待确认","是否焊工/防护眼镜需确认"
"3400","3405","12.9级M27平 弹垫","高强度垫圈","紧固件/垫圈","强度等级: 12.9；规格: M27；类型: 平垫+弹垫","只","待确认","平垫和弹垫数量是否各半需拆分"
"3443","3448","雨鞋41 42 43码","雨鞋","劳保耗材/雨具","尺码: 41/42/43","双","待确认","各尺码数量需拆分"
"3476","3481","德力西15节6.0AH二电一充锂电板手","锂电扳手套装","电动工具/电动扳手","品牌: 德力西；电池: 15节6.0AH；配置: 二电一充；原始: 板手","个","待确认","`板手`疑似扳手，电压/方头规格缺失"
"3479","3484","混泥土隔离剂2.7KG","混凝土隔离剂","建材/混凝土外加剂","原始: 混泥土；用途: 隔离剂；包装: 2.7KG","桶","待确认","`混泥土`疑似混凝土，品牌/SDS缺失"
"3484","3489","石棉布3.5mm","石棉布","防火隔热材料/石棉制品","材质: 石棉；厚度: 3.5mm","㎡","待确认","需安全/环保合规确认"
"3492","3497","比塔铜头2寸","铜宝塔接头","管件/铜管件","原始: 比塔；材质: 铜；规格: 2寸","只","待确认","`比塔`疑似宝塔，连接形式需确认"
"3493","3498","比塔铜头3寸","铜宝塔接头","管件/铜管件","原始: 比塔；材质: 铜；规格: 3寸","只","待确认","`比塔`疑似宝塔，连接形式需确认"
"3501","3506","薄膜","薄膜","覆盖材料/薄膜","类型: 薄膜","㎡","待确认","材质/厚度/宽度缺失"
"3507","3512","水塔1T","水塔","储水设备/水箱水塔","容量: 1T","个","待确认","材质/安装形式/是否食品级缺失"
"3509","3514","一端丝芽一端焊接焊管","一端丝牙一端焊接焊管","管件/焊接管件","结构: 一端丝牙一端焊接；原始: 丝芽","根","待确认","`丝芽`疑似丝牙，管径/长度/材质缺失"
"3516","3521","黄砂","黄砂","建材/砂石","材料: 黄砂","吨","待确认","粒径/含泥量/用途缺失"
"3523","3528","10.9级m24平 弹垫","高强度平弹垫套件","紧固件/垫圈","强度等级: 10.9；规格: M24；包含: 平垫+弹垫","只","待确认","平垫和弹垫是否应拆分，单位与套/只需确认"
"3534","3539","橡胶PVC盖板大二线槽","橡胶PVC盖板线槽","电气/线槽桥架","材质: 橡胶PVC；结构: 盖板；规格: 大二","块","待确认","`大二`规格不标准，长度/宽度缺失"
"3536","3541","加工两端镀锌水管6分0.75米","两端加工镀锌水管","定制件/加工管件","表面: 镀锌；规格: 6分；长度: 0.75米；加工: 两端","根","待确认","两端连接形式/材质/图纸缺失"
"3537","3542","加工两端镀锌水管6分0.3米","两端加工镀锌水管","定制件/加工管件","表面: 镀锌；规格: 6分；长度: 0.3米；加工: 两端","根","待确认","两端连接形式/材质/图纸缺失"
"3541","3546","不锈钢水龙头","不锈钢水龙头","水暖五金/水龙头","材质: 不锈钢","个","待确认","规格/连接口径/型号缺失"
"3561","3566","卡箍100","卡箍","管件/卡箍","规格: 100","只","待确认","DN100还是外径100需确认，材质缺失"
"3565","3570","背胶草坪1m*3.0","背胶草坪","装饰材料/人造草坪","背胶: 是；尺寸: 1m*3.0","㎡","待确认","厚度/草高/单位与尺寸换算需确认"
"3566","3571","3M电工胶布红 黄 兰绿 黑 双色","电工胶布","电气/绝缘材料","品牌: 3M；颜色: 红/黄/兰绿/黑/双色；原始: 兰绿","卷","待确认","`兰绿`疑似蓝/绿，多颜色是否应拆分建档"
"3571","3576","除胶剂","除胶剂","化工辅料/清洗剂","类型: 除胶剂","瓶","待确认","品牌/容量/SDS缺失"
"3572","3577","木屑大麻袋装","木屑","辅料耗材/吸附填充材料","包装: 大麻袋装","袋","待确认","材质来源/重量/用途缺失"
"3581","3586","高压对丝内角接头18","高压对丝内角接头","液压气动/高压接头","结构: 对丝内角；规格: 18","只","待确认","螺纹标准/压力等级/材质缺失"
"3582","3587","高压钢编管m18*50m","高压钢编管","液压气动/高压软管","接口/规格: M18；长度: 50m","根","待确认","50m是否长度过长需确认，压力等级/接口形式缺失"
"3599","3604","进口电机加药泵配减速机","加药泵减速机套装","环保设备/加药泵","配置: 进口电机+加药泵+减速机","套","待确认","品牌/流量/功率/减速比缺失"
"3601","3606","加工螺旋泵主轴套","螺旋泵主轴套","定制件/设备加工件","加工对象: 螺旋泵主轴套","个","待确认","图纸/材质/尺寸/适配设备缺失"
"3605","3610","胶手套","胶手套","劳保用品/手套","材质: 胶","付","待确认","材质类型/厚度/尺码缺失"
