issue_id,issue_type,priority,standard_name,canonical_group_path,candidate_codes,source_proposed_codes,source_rows,unit_values,specs_values,reason,suggested_action
ISSUE-01327,needs_human_review,medium,指示灯,电气与自动化/低压电器/开关按钮,REVIEW-MAT-01885,REVIEW-MAT-01885,Sheet1:3002,个,安装孔径: M22；颜色: 红+绿,该物料存在低精度、需复核分组或其他人工确认标记。；电压/触点形式缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01328,needs_human_review,medium,调速电位器,电气与自动化/低压电器/开关按钮,REVIEW-MAT-01886,REVIEW-MAT-01886,Sheet1:3003,个,品牌: 施耐德；阻值: 5K；用途: 调速,该物料存在低精度、需复核分组或其他人工确认标记。；安装孔径/型号缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01329,needs_human_review,medium,按钮开关,电气与自动化/低压电器/开关按钮,REVIEW-MAT-01887,REVIEW-MAT-01887,Sheet1:3004,个,颜色: 红+绿；类型: 按钮开关,该物料存在低精度、需复核分组或其他人工确认标记。；安装孔径/触点形式/电压缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01330,needs_human_review,medium,转换开关,电气与自动化/低压电器/开关按钮,REVIEW-MAT-01888,REVIEW-MAT-01888,Sheet1:3005,个,类型: 按钮转换开关,该物料存在低精度、需复核分组或其他人工确认标记。；档位/触点形式/孔径缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01331,needs_human_review,medium,继电器套装,电气与自动化/低压电器/继电器接触器,REVIEW-MAT-01889,REVIEW-MAT-01889,Sheet1:3006,套,品牌: 施耐德；电压: 220V；电流: 5A；配置: 带底座,该物料存在低精度、需复核分组或其他人工确认标记。；触点组数/型号缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01332,needs_human_review,medium,刀片,工具器具/手动工具/钳剪刀锤,REVIEW-MAT-01891,REVIEW-MAT-01891,Sheet1:3009,盒,品牌: 锐锋；类型: 刀片,该物料存在低精度、需复核分组或其他人工确认标记。；规格/每盒数量缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01333,needs_human_review,medium,液态密封胶,化工油漆胶粘/胶粘密封/胶粘剂,REVIEW-MAT-01892,REVIEW-MAT-01892,Sheet1:3011,支,品牌: 三和；类型: 液态密封胶,该物料存在低精度、需复核分组或其他人工确认标记。；容量/型号/耐温缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01334,needs_human_review,medium,电位器,电气与自动化/低压电器/开关按钮,REVIEW-MAT-01894,REVIEW-MAT-01894,Sheet1:3014,个,品牌: 天逸；型号: LA42D；阻值: 5K,该物料存在低精度、需复核分组或其他人工确认标记。；安装孔径/用途缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01335,needs_human_review,medium,明装开关底盒,电气与自动化/低压电器/开关按钮,REVIEW-MAT-01906,REVIEW-MAT-01906,Sheet1:3032,套,品牌: 公牛；安装: 明装；部件: 底盒底座,该物料存在低精度、需复核分组或其他人工确认标记。；规格/孔位缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01336,needs_human_review,medium,透明硅晶板,工程建材/板材型材/板材,REVIEW-MAT-01907,REVIEW-MAT-01907,Sheet1:3033,块,颜色: 透明；尺寸: 0.8m*0.45m*0.05m,该物料存在低精度、需复核分组或其他人工确认标记。；材质等级/用途缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01337,needs_human_review,medium,墙纸,工程建材/其他/墙纸,REVIEW-MAT-01908,REVIEW-MAT-01908,Sheet1:3034,块,颜色: 白色；尺寸: 3m*0.325m,该物料存在低精度、需复核分组或其他人工确认标记。；材质/胶面/单位是否卷需确认；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01338,needs_human_review,medium,多层实木板,工程建材/板材型材/板材,REVIEW-MAT-01909,REVIEW-MAT-01909,Sheet1:3035,张,材质: 多层实木；尺寸: 2.44m*1.22m*0.018m,该物料存在低精度、需复核分组或其他人工确认标记。；等级/环保等级缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01339,needs_human_review,medium,滚筒柄,工具器具/涂装工具/刷辊喷涂,REVIEW-MAT-01911,REVIEW-MAT-01911,Sheet1:3039,把,部件: 滚筒柄,该物料存在低精度、需复核分组或其他人工确认标记。；适配滚筒宽度/长度缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01340,needs_human_review,medium,镀锌板剪刀,工具器具/手动工具/钳剪刀锤,REVIEW-MAT-01913,REVIEW-MAT-01913,Sheet1:3041,把,材质: 合金钢；用途: 镀锌板；规格: 20寸,该物料存在低精度、需复核分组或其他人工确认标记。；剪切厚度/品牌缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01341,needs_human_review,medium,切割片,工具器具/工具耗材/切磨耗材,REVIEW-MAT-01917,REVIEW-MAT-01917,Sheet1:3048；Sheet1:3127,片,直径: Φ355,该物料存在低精度、需复核分组或其他人工确认标记。；厚度/孔径/材质缺失 | 与3045同类，厚度/孔径缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01342,needs_human_review,medium,钢丝刷,工具器具/涂装工具/刷辊喷涂,REVIEW-MAT-01918,REVIEW-MAT-01918,Sheet1:3049,个,柄材质: 铁柄；类型: 钢丝刷,该物料存在低精度、需复核分组或其他人工确认标记。；尺寸/形制缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01343,needs_human_review,medium,电钻夹头钥匙,工具器具/电动工具/电钻角磨机,REVIEW-MAT-01921,REVIEW-MAT-01921,Sheet1:3052,把,适配: 电钻夹头；部件: 钥匙,该物料存在低精度、需复核分组或其他人工确认标记。；适配夹头规格缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01344,needs_human_review,medium,四氟垫片,设备备件与加工件/金属加工件/金属加工件,REVIEW-MAT-01923,REVIEW-MAT-01923,Sheet1:3055,个,加工: 是；材质: 四氟；规格: Φ450*440*2,该物料存在低精度、需复核分组或其他人工确认标记。；内外径含义/图纸缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01345,needs_human_review,medium,UPVC饮水管,管道管件/塑料管件/PVC管件,REVIEW-MAT-01928,REVIEW-MAT-01928,Sheet1:3064,米,品牌: 公元；材质: UPVC；用途: 饮水；直径: Φ25,该物料存在低精度、需复核分组或其他人工确认标记。；给水标准/压力等级/壁厚缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01346,needs_human_review,medium,UPVC Y型三通,管道管件/塑料管件/PVC管件,REVIEW-MAT-01929,REVIEW-MAT-01929,Sheet1:3065,个,品牌: 公元；材质: UPVC；直径: Φ25；类型: Y型三通,该物料存在低精度、需复核分组或其他人工确认标记。；给水标准/压力等级缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01347,needs_human_review,medium,UPVC三通,管道管件/塑料管件/PVC管件,REVIEW-MAT-01930,REVIEW-MAT-01930,Sheet1:3066,个,品牌: 公元；材质: UPVC；直径: Φ25；类型: 三通,该物料存在低精度、需复核分组或其他人工确认标记。；给水标准/压力等级缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01348,needs_human_review,medium,UPVC直接,管道管件/塑料管件/PVC管件,REVIEW-MAT-01933,REVIEW-MAT-01933,Sheet1:3069,个,品牌: 公元；材质: UPVC；直径: Φ25；类型: 直接,该物料存在低精度、需复核分组或其他人工确认标记。；给水标准/压力等级缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01349,needs_human_review,medium,带刹车万向脚轮,仓储物流/搬运设备/手推车叉车,REVIEW-MAT-01935,REVIEW-MAT-01935,Sheet1:3071,个,类型: 万向轮；配置: 带刹车,该物料存在低精度、需复核分组或其他人工确认标记。；尺寸/载重缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01350,needs_human_review,medium,不锈钢门插销,五金备件/其他/门窗五金,REVIEW-MAT-01936,REVIEW-MAT-01936,Sheet1:3073,套,材质: 不锈钢；用途: 门；类型: 插销,该物料存在低精度、需复核分组或其他人工确认标记。；尺寸/孔距缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01351,needs_human_review,medium,时间继电器,电气与自动化/低压电器/继电器接触器,REVIEW-MAT-01940,REVIEW-MAT-01940,Sheet1:3077,个,品牌: 施耐德；类型: 多功能时间继电器,该物料存在低精度、需复核分组或其他人工确认标记。；电压/型号/时间范围缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01352,needs_human_review,medium,电箱刀闸推拉杆,电气与自动化/其他/配电箱配件,REVIEW-MAT-01942,REVIEW-MAT-01942,Sheet1:3081,个,适配: 1级电箱刀闸；部件: 推拉杆,该物料存在低精度、需复核分组或其他人工确认标记。；尺寸/适配刀闸型号缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01353,needs_human_review,medium,内墙乳胶漆,化工油漆胶粘/油漆涂料/涂料油漆,REVIEW-MAT-01943,REVIEW-MAT-01943,Sheet1:3082,桶,品牌: 立邦；系列: 云净；特性: 抗甲醛；用途: 内墙；包装: 5L,该物料存在低精度、需复核分组或其他人工确认标记。；颜色/型号缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01354,needs_human_review,medium,刮板,工具器具/涂装工具/刷辊喷涂,REVIEW-MAT-01944,REVIEW-MAT-01944,Sheet1:3083,个,类型: 刮板,该物料存在低精度、需复核分组或其他人工确认标记。；材质/尺寸缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01355,needs_human_review,medium,不锈钢门吸,五金备件/其他/门窗五金,REVIEW-MAT-01945,REVIEW-MAT-01945,Sheet1:3084,付,材质: 304不锈钢；类型: 门柱吸/门吸,该物料存在低精度、需复核分组或其他人工确认标记。；安装方式/尺寸缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01356,needs_human_review,medium,断桥铝门锁,五金备件/门锁锁具/门锁锁具,REVIEW-MAT-01946,REVIEW-MAT-01946,Sheet1:3085,套,材质: 铝合金；适配: 断桥铝门；类型: 门锁,该物料存在低精度、需复核分组或其他人工确认标记。；锁体规格/执手方向缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01357,needs_human_review,medium,锰钢链条,吊装索具/吊带索具/钢丝绳链条,REVIEW-MAT-01948,REVIEW-MAT-01948,Sheet1:3089,米,材质: 锰钢；规格: 22mm,该物料存在低精度、需复核分组或其他人工确认标记。；等级/破断拉力缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01358,needs_human_review,medium,起重链条调节器,吊装索具/吊带索具/钢丝绳链条,REVIEW-MAT-01949,REVIEW-MAT-01949,Sheet1:3090,个,额定载荷: 15T；类型: 调节器,该物料存在低精度、需复核分组或其他人工确认标记。；材质/适配链条规格缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01359,needs_human_review,medium,蝴蝶扣子母环,吊装索具/吊带索具/钢丝绳链条,REVIEW-MAT-01950,REVIEW-MAT-01950,Sheet1:3091,个,额定载荷: 15T；类型: 蝴蝶扣子母环,该物料存在低精度、需复核分组或其他人工确认标记。；材质/标准缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01360,needs_human_review,medium,环形钢丝绳,设备备件与加工件/金属加工件/金属加工件,REVIEW-MAT-01951,REVIEW-MAT-01951,Sheet1:3092,个,定制: 是；结构: 环形；直径: 40mm；长度: 1.5m,该物料存在低精度、需复核分组或其他人工确认标记。；钢丝绳结构/安全载荷/压制方式缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01361,needs_human_review,medium,手动液压叉车,仓储物流/搬运设备/手推车叉车,REVIEW-MAT-01953,REVIEW-MAT-01953,Sheet1:3094,台,品牌: 诺力；类型: 手动液压；额定载荷: 2T,该物料存在低精度、需复核分组或其他人工确认标记。；货叉长度/升高高度缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01362,needs_human_review,medium,浸胶手套,劳保用品/手部防护/手套,REVIEW-MAT-01958,REVIEW-MAT-01958,Sheet1:3102,付,类型: 浸胶手套,该物料存在低精度、需复核分组或其他人工确认标记。；材质/尺码/涂层类型缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01363,needs_human_review,medium,电线扎丝,电气与自动化/其他/绑扎耗材,REVIEW-MAT-01960,REVIEW-MAT-01960,Sheet1:3105,卷,用途: 电线绑扎,该物料存在低精度、需复核分组或其他人工确认标记。；材质/长度缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01364,needs_human_review,medium,泡沫棉双面胶,包装与标识/胶带标签/胶带,REVIEW-MAT-01961,REVIEW-MAT-01961,Sheet1:3106,卷,品牌: 3M；宽度: 10mm；材质: 泡沫棉,该物料存在低精度、需复核分组或其他人工确认标记。；长度/型号缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01365,needs_human_review,medium,氧气乙炔管,焊接焊割/焊割设备工具/焊机割炬,REVIEW-MAT-01962,REVIEW-MAT-01962,Sheet1:3109；Sheet1:3433,卷,介质: 氧气+乙炔；类型: 软管,该物料存在低精度、需复核分组或其他人工确认标记。；内径/长度/压力等级缺失 | 与3105同类，内径/长度缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01366,needs_human_review,medium,割枪,焊接焊割/焊割设备工具/焊机割炬,REVIEW-MAT-01963,REVIEW-MAT-01963,Sheet1:3110,把,型号: 100型；长度: 长款,该物料存在低精度、需复核分组或其他人工确认标记。；适用气体/品牌缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01367,needs_human_review,medium,氧气减压表,焊接焊割/焊割设备工具/焊机割炬,REVIEW-MAT-01965,REVIEW-MAT-01965,Sheet1:3112,个,介质: 氧气；类型: 减压表,该物料存在低精度、需复核分组或其他人工确认标记。；量程/接口缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01368,needs_human_review,medium,堵漏王,工程建材/保温防水/防水堵漏,REVIEW-MAT-01968,REVIEW-MAT-01968,Sheet1:3115,袋,类型: 堵漏王,该物料存在低精度、需复核分组或其他人工确认标记。；品牌/包装重量/性能缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01369,needs_human_review,medium,不锈钢法兰蝶阀,阀门/其他/蝶阀,REVIEW-MAT-01973,REVIEW-MAT-01973,Sheet1:3120；Sheet1:3494,个,材质: 304；连接: 法兰式；公称通径: DN150,该物料存在低精度、需复核分组或其他人工确认标记。；压力等级/密封材质缺失 | 与3116同类，压力等级/密封材质缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01370,needs_human_review,medium,锂电手电钻套装,工具器具/电动工具/电钻角磨机,REVIEW-MAT-01975,REVIEW-MAT-01975,Sheet1:3123,台,品牌: 东成；供电: 锂电；配置: 二电一充,该物料存在低精度、需复核分组或其他人工确认标记。；电压/夹头规格/型号缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01371,needs_human_review,medium,镀锌平垫,紧固件/螺纹紧固件/螺母垫圈,REVIEW-MAT-01977,REVIEW-MAT-01977,Sheet1:3128,个,表面: 镀锌；规格: M8；类型: 平垫,该物料存在低精度、需复核分组或其他人工确认标记。；外径/厚度/标准缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01372,needs_human_review,medium,开口销,紧固件/其他/销,REVIEW-MAT-01978,REVIEW-MAT-01978,Sheet1:3129,个,规格: M3*60；类型: 开口销,该物料存在低精度、需复核分组或其他人工确认标记。；材质/标准缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01373,needs_human_review,medium,沟槽式蝶阀,阀门/其他/蝶阀,REVIEW-MAT-01981,REVIEW-MAT-01981,Sheet1:3132,个,连接: 沟槽式；公称通径: DN150,该物料存在低精度、需复核分组或其他人工确认标记。；材质/压力等级缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01374,needs_human_review,medium,地线夹,焊接焊割/焊割设备工具/焊机割炬,REVIEW-MAT-01989,REVIEW-MAT-01989,Sheet1:3140,把,额定电流: 500A；类型: 地线夹,该物料存在低精度、需复核分组或其他人工确认标记。；接线范围/材质缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01375,needs_human_review,medium,密目安全网,安全防护/隔离防护/防护网,REVIEW-MAT-01990,REVIEW-MAT-01990,Sheet1:3141,张,类型: 密目；尺寸: 6m*1.2m,该物料存在低精度、需复核分组或其他人工确认标记。；材质/阻燃等级/目数缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01376,needs_human_review,medium,高压管总成,液压气动/液压管路/高压胶管,REVIEW-MAT-01991,REVIEW-MAT-01991,Sheet1:3142,根,直径: Φ13；长度: 50m；配置: 两端接头,该物料存在低精度、需复核分组或其他人工确认标记。；压力等级/接头形式缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01377,needs_human_review,medium,带盖周转箱,行政办公与清洁/生活后勤/生活用品,REVIEW-MAT-01993,REVIEW-MAT-01993,Sheet1:3144,个,特征: 加厚；配置: 带盖；尺寸: 830*580*500,该物料存在低精度、需复核分组或其他人工确认标记。；材质/颜色缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01378,needs_human_review,medium,彩钢板,工程建材/其他/彩钢板,REVIEW-MAT-01995,REVIEW-MAT-01995,Sheet1:3148,块,尺寸: 2.3m*1m,该物料存在低精度、需复核分组或其他人工确认标记。；厚度/颜色/镀层缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01379,needs_human_review,medium,万向扣件,工程建材/其他/脚手架扣件,REVIEW-MAT-01996,REVIEW-MAT-01996,Sheet1:3150,个,类型: 万向扣件,该物料存在低精度、需复核分组或其他人工确认标记。；适配管径/材质缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01380,needs_human_review,medium,十字扣件,工程建材/其他/脚手架扣件,REVIEW-MAT-01997,REVIEW-MAT-01997,Sheet1:3151,个,类型: 十字扣件,该物料存在低精度、需复核分组或其他人工确认标记。；适配管径/材质缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01381,needs_human_review,medium,直接扣件,工程建材/其他/脚手架扣件,REVIEW-MAT-01998,REVIEW-MAT-01998,Sheet1:3152,个,类型: 直接扣件,该物料存在低精度、需复核分组或其他人工确认标记。；适配管径/材质缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01382,needs_human_review,medium,软胶枪,工具器具/手动工具/通用手动工具,REVIEW-MAT-01999,REVIEW-MAT-01999,Sheet1:3153,把,品牌: 世达；类型: 软胶枪,该物料存在低精度、需复核分组或其他人工确认标记。；适配胶筒容量/型号缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01383,needs_human_review,medium,不锈钢变径对丝,管道管件/金属管件/钢制管件,REVIEW-MAT-02002,REVIEW-MAT-02002,Sheet1:3156,个,材质: 不锈钢；连接: 外螺纹；规格: 6分变4分,该物料存在低精度、需复核分组或其他人工确认标记。；材质牌号/压力等级缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01384,needs_human_review,medium,焊罩镜片,劳保用品/其他/眼面防护,REVIEW-MAT-02015,REVIEW-MAT-02015,Sheet1:3173,盒,适配: 焊罩；颜色: 白/黑,该物料存在低精度、需复核分组或其他人工确认标记。；遮光号/每盒数量缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01385,needs_human_review,medium,膨胀止水条,工程建材/保温防水/防水堵漏,REVIEW-MAT-02021,REVIEW-MAT-02021,Sheet1:3180,米,规格: 5mm*30mm；类型: 膨胀止水条,该物料存在低精度、需复核分组或其他人工确认标记。；材质/膨胀率缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01386,needs_human_review,medium,火钳,工具器具/其他/夹持工具,REVIEW-MAT-02025,REVIEW-MAT-02025,Sheet1:3185,把,类型: 火钳,该物料存在低精度、需复核分组或其他人工确认标记。；长度/材质缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01387,needs_human_review,medium,高压防水自粘带,电气与自动化/绝缘材料/热缩绝缘,REVIEW-MAT-02027,REVIEW-MAT-02027,Sheet1:3188,卷,品牌: 3M；特性: 高压防水；类型: 自粘带,该物料存在低精度、需复核分组或其他人工确认标记。；宽度/长度/型号缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01388,needs_human_review,medium,接地桩,电气与自动化/其他/接地材料,REVIEW-MAT-02028,REVIEW-MAT-02028,Sheet1:3189,根,规格: M16*1m；用途: 接地,该物料存在低精度、需复核分组或其他人工确认标记。；材质/镀层缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01389,needs_human_review,medium,双色接地线,电气与自动化/电线电缆与敷设/电线电缆,REVIEW-MAT-02030,REVIEW-MAT-02030,Sheet1:3191；Sheet1:3358,米,品牌: 起帆；用途: 接地；截面积: 16平方；颜色: 双色,该物料存在低精度、需复核分组或其他人工确认标记。；具体颜色/型号缺失 | 与3187同类，具体颜色缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01390,needs_human_review,medium,绝缘电阻表,仪器仪表/其他/电气仪表,REVIEW-MAT-02031,REVIEW-MAT-02031,Sheet1:3192,个,品牌: 人民；测试电压: 500V；量程: 500兆欧,该物料存在低精度、需复核分组或其他人工确认标记。；精度/型号缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01391,needs_human_review,medium,气动油,化工油漆胶粘/油品化学品/润滑油脂,REVIEW-MAT-02033,REVIEW-MAT-02033,Sheet1:3194；Sheet1:3602,瓶,品牌: 卡仕顿；等级: 特级；容量: 250mL,该物料存在低精度、需复核分组或其他人工确认标记。；粘度等级/型号缺失 | 粘度等级/SDS缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01392,needs_human_review,medium,绝缘橡胶板,电气与自动化/绝缘材料/热缩绝缘,REVIEW-MAT-02035,REVIEW-MAT-02035,Sheet1:3196,kg,特性: 绝缘；厚度: 3mm,该物料存在低精度、需复核分组或其他人工确认标记。；耐压等级/宽度长度缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01393,needs_human_review,medium,剥线钳,工具器具/其他/电工工具,REVIEW-MAT-02042,REVIEW-MAT-02042,Sheet1:3207,把,类型: 多功能剥线钳,该物料存在低精度、需复核分组或其他人工确认标记。；剥线范围/品牌缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01394,needs_human_review,medium,感应电笔,工具器具/其他/电工工具,REVIEW-MAT-02043,REVIEW-MAT-02043,Sheet1:3208,支,类型: 感应电笔,该物料存在低精度、需复核分组或其他人工确认标记。；测量范围/品牌缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01395,needs_human_review,medium,钳形电流表,仪器仪表/其他/电气仪表,REVIEW-MAT-02044,REVIEW-MAT-02044,Sheet1:3209,个,精度: 高精度；量程: 1000A,该物料存在低精度、需复核分组或其他人工确认标记。；品牌/精度等级/交直流缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01396,needs_human_review,medium,T型套筒扳手套装,工具器具/手动工具/通用手动工具,REVIEW-MAT-02049,REVIEW-MAT-02049,Sheet1:3214,套,类型: T型套筒；规格范围: 8-19；件数: 6件,该物料存在低精度、需复核分组或其他人工确认标记。；材质/品牌缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01397,needs_human_review,medium,绝缘一字螺丝刀,工具器具/其他/电工工具,REVIEW-MAT-02052,REVIEW-MAT-02052,Sheet1:3217,把,头型: 一字；规格: 3*75；特性: 绝缘,该物料存在低精度、需复核分组或其他人工确认标记。；绝缘耐压等级/品牌缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01398,needs_human_review,medium,花兰螺丝,紧固件/其他/拉紧件,REVIEW-MAT-02055,REVIEW-MAT-02055,Sheet1:3223,个,规格: M14*200；类型: 花兰螺丝,该物料存在低精度、需复核分组或其他人工确认标记。；材质/表面处理缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01399,needs_human_review,medium,浮球液位开关,电气与自动化/其他/液位控制,REVIEW-MAT-02058,REVIEW-MAT-02058,Sheet1:3227,个,类型: 浮球开关；线长: 10m,该物料存在低精度、需复核分组或其他人工确认标记。；电压/触点容量/介质缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01400,needs_human_review,medium,不锈钢C式自锁接头套装,液压气动/液压接头/液压接头,REVIEW-MAT-02059,REVIEW-MAT-02059,Sheet1:3231,套,材质: 不锈钢；类型: C式自锁；型号组合: SM40+PM40,该物料存在低精度、需复核分组或其他人工确认标记。；口径/密封材质缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01401,needs_human_review,medium,不锈钢快拧外丝直接,液压气动/液压接头/液压接头,REVIEW-MAT-02063,REVIEW-MAT-02063,Sheet1:3235,个,材质: 不锈钢；类型: 快拧外丝直接；型号: PC16-04,该物料存在低精度、需复核分组或其他人工确认标记。；螺纹制式/管径缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01402,needs_human_review,medium,异形垫片,设备备件与加工件/金属加工件/金属加工件,REVIEW-MAT-02069,REVIEW-MAT-02069,Sheet1:3242,个,定制: 是；原始: 异性；尺寸: 330*260*5,该物料存在低精度、需复核分组或其他人工确认标记。；`异性`疑似异形，材质/图纸缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-01403,needs_human_review,medium,中性笔,行政办公与清洁/办公用品/文具书写,REVIEW-MAT-02072,REVIEW-MAT-02072,Sheet1:3247,支,类型: 中性笔,该物料存在低精度、需复核分组或其他人工确认标记。；颜色/笔芯规格缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
