merged_item_code,standard_name,reviewed_group_paths,canonical_group_path,specs,unit,source_count,source_statuses,alias_names,source_rows,notes,merged_from_codes,merge_reason,merge_confidence,needs_human_review
REVIEW-MAT-01933,UPVC直接,管件/UPVC给水管件,管道管件/塑料管件/PVC管件,品牌: 公元；材质: UPVC；直径: Φ25；类型: 直接,个,1,可建档,公元UPVCΦ25直接头,Sheet1:3069,给水标准/压力等级缺失,REVIEW-MAT-01933,single_candidate;low_precision,0.70,true
REVIEW-MAT-01934,不锈钢合页,五金/门窗五金,五金备件/其他/门窗五金,材质: 不锈钢；类型: 合页,付,1,可建档,不锈钢合页,Sheet1:3070,尺寸/厚度缺失,REVIEW-MAT-01934,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01935,带刹车万向脚轮,物流搬运/脚轮,仓储物流/搬运设备/手推车叉车,类型: 万向轮；配置: 带刹车,个,1,可建档,万向轮带刹车,Sheet1:3071,尺寸/载重缺失,REVIEW-MAT-01935,single_candidate;low_precision,0.70,true
REVIEW-MAT-01936,不锈钢门插销,五金/门窗五金,五金备件/其他/门窗五金,材质: 不锈钢；用途: 门；类型: 插销,套,1,可建档,不锈钢门插销,Sheet1:3073,尺寸/孔距缺失,REVIEW-MAT-01936,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01937,不锈钢锁扣,五金/锁具配件,五金备件/门锁锁具/门锁锁具,材质: 不锈钢；用途: 外门；类型: 锁扣,套,1,可合并,不锈钢外门锁扣,Sheet1:3074,与2905同类，尺寸/孔距缺失,REVIEW-MAT-01937,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-01938,焊条,焊接材料/焊条,焊接焊割/焊接耗材/焊条焊丝,品牌: 大西洋；牌号: 422；直径: 2.5,箱,1,可建档,大西洋422型2.5焊条,Sheet1:3075,每箱重量/执行标准缺失,REVIEW-MAT-01938,single_candidate;low_precision,0.70,true
REVIEW-MAT-01939,焊条,焊接材料/焊条,焊接焊割/焊接耗材/焊条焊丝,品牌: 大西洋；牌号: 422；直径: 3.2,箱,1,可建档,大西洋422型3.2焊条,Sheet1:3076,每箱重量/执行标准缺失,REVIEW-MAT-01939,single_candidate;low_precision,0.70,true
REVIEW-MAT-01940,时间继电器,电气/继电器,电气与自动化/低压电器/继电器接触器,品牌: 施耐德；类型: 多功能时间继电器,个,1,可建档,施耐德多功能时间继电器,Sheet1:3077,电压/型号/时间范围缺失,REVIEW-MAT-01940,single_candidate;low_precision,0.70,true
REVIEW-MAT-01941,一次性雨衣,劳保耗材/雨具,劳保用品/其他/雨具,特征: 加厚；类型: 一次性雨衣,套,2,可合并,加厚一次性雨衣,Sheet1:3078；Sheet1:3103,与2975同类，尺码/厚度缺失,REVIEW-MAT-01941,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-01942,电箱刀闸推拉杆,电气/配电箱配件,电气与自动化/其他/配电箱配件,适配: 1级电箱刀闸；部件: 推拉杆,个,1,可建档,1级电箱刀闸推拉杆,Sheet1:3081,尺寸/适配刀闸型号缺失,REVIEW-MAT-01942,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01943,内墙乳胶漆,油漆涂料/乳胶漆,化工油漆胶粘/油漆涂料/涂料油漆,品牌: 立邦；系列: 云净；特性: 抗甲醛；用途: 内墙；包装: 5L,桶,1,可建档,立邦云净抗甲醛内墙乳胶漆5L,Sheet1:3082,颜色/型号缺失,REVIEW-MAT-01943,single_candidate;low_precision,0.70,true
REVIEW-MAT-01944,刮板,涂装工具/刮板,工具器具/涂装工具/刷辊喷涂,类型: 刮板,个,1,可建档,刮板,Sheet1:3083,材质/尺寸缺失,REVIEW-MAT-01944,single_candidate;low_precision,0.70,true
REVIEW-MAT-01945,不锈钢门吸,五金/门窗五金,五金备件/其他/门窗五金,材质: 304不锈钢；类型: 门柱吸/门吸,付,1,可建档,304不锈钢门柱吸,Sheet1:3084,安装方式/尺寸缺失,REVIEW-MAT-01945,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01946,断桥铝门锁,五金/锁具,五金备件/门锁锁具/门锁锁具,材质: 铝合金；适配: 断桥铝门；类型: 门锁,套,1,可建档,铝合金断桥铝门锁,Sheet1:3085,锁体规格/执手方向缺失,REVIEW-MAT-01946,single_candidate;low_precision,0.70,true
REVIEW-MAT-01947,羊毛刷,涂装工具/刷子,工具器具/涂装工具/刷辊喷涂,规格: 4寸；材质: 羊毛,把,1,可合并,羊毛刷4寸,Sheet1:3086,与2676同类,REVIEW-MAT-01947,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-01948,锰钢链条,吊装索具/链条,吊装索具/吊带索具/钢丝绳链条,材质: 锰钢；规格: 22mm,米,1,可建档,锰钢链条22mm,Sheet1:3089,等级/破断拉力缺失,REVIEW-MAT-01948,single_candidate;low_precision,0.70,true
REVIEW-MAT-01949,起重链条调节器,吊装索具/链条配件,吊装索具/吊带索具/钢丝绳链条,额定载荷: 15T；类型: 调节器,个,1,可建档,起重链条调节器15T,Sheet1:3090,材质/适配链条规格缺失,REVIEW-MAT-01949,single_candidate;low_precision,0.70,true
REVIEW-MAT-01950,蝴蝶扣子母环,吊装索具/链条配件,吊装索具/吊带索具/钢丝绳链条,额定载荷: 15T；类型: 蝴蝶扣子母环,个,1,可建档,蝴蝶扣子母环15T,Sheet1:3091,材质/标准缺失,REVIEW-MAT-01950,single_candidate;low_precision,0.70,true
REVIEW-MAT-01951,环形钢丝绳,定制件/吊装索具,设备备件与加工件/金属加工件/金属加工件,定制: 是；结构: 环形；直径: 40mm；长度: 1.5m,个,1,可建档-定制件,订做环形钢丝绳40mm*1.5m,Sheet1:3092,钢丝绳结构/安全载荷/压制方式缺失,REVIEW-MAT-01951,single_candidate;low_precision,0.70,true
REVIEW-MAT-01952,弓形卸扣,吊装索具/卸扣,吊装索具/吊装连接件/卸扣吊钩,结构: 美式弓形；强度: 高强度；额定载荷: 17T,个,1,可合并,美式高强度弓形卸扣17T,Sheet1:3093,与2868同载荷但结构不同，标准/材质缺失,REVIEW-MAT-01952,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-01953,手动液压叉车,物流搬运/叉车,仓储物流/搬运设备/手推车叉车,品牌: 诺力；类型: 手动液压；额定载荷: 2T,台,1,可建档,诺力手动液压叉车2T,Sheet1:3094,货叉长度/升高高度缺失,REVIEW-MAT-01953,single_candidate;low_precision,0.70,true
REVIEW-MAT-01954,垃圾桶,行政后勤/清洁用品,行政办公与清洁/清洁用品/清洁工具耗材,容量: 120L,个,1,可建档,垃圾桶120L,Sheet1:3095,材质/颜色缺失,REVIEW-MAT-01954,single_candidate;low_precision,0.70,true
REVIEW-MAT-01955,电流表,仪表/电气仪表,仪器仪表/其他/电气仪表,品牌: 人民；型号: 6L2；变比: 600/5A,个,1,可建档,人民电流表6L2-600/5A,Sheet1:3097,精度/安装尺寸缺失,REVIEW-MAT-01955,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01956,电缆,电气/电线电缆,电气与自动化/电线电缆与敷设/电线电缆,品牌: 起帆；规格: 3*2.5,米,1,可建档,起帆电缆3*2.5,Sheet1:3099,电缆型号/电压等级缺失,REVIEW-MAT-01956,single_candidate;low_precision,0.70,true
REVIEW-MAT-01957,电缆,电气/电线电缆,电气与自动化/电线电缆与敷设/电线电缆,品牌: 起帆；规格: 3*6+2*2.5,米,1,可建档,起帆电缆3*6+2*2.5,Sheet1:3101,电缆型号/护套材质缺失,REVIEW-MAT-01957,single_candidate;low_precision,0.70,true
REVIEW-MAT-01958,浸胶手套,劳保耗材/手套,劳保用品/手部防护/手套,类型: 浸胶手套,付,1,可建档,浸胶手套,Sheet1:3102,材质/尺码/涂层类型缺失,REVIEW-MAT-01958,single_candidate;low_precision,0.70,true
REVIEW-MAT-01959,螺丝套件,紧固件/螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,强度等级: 8.8；规格: M10*80；包含: 平垫+弹垫,套,1,可建档,8.8级M10*80螺丝带平 弹垫,Sheet1:3104,材质/螺母是否包含需确认,REVIEW-MAT-01959,single_candidate,1.00,false
REVIEW-MAT-01960,电线扎丝,电气耗材/绑扎耗材,电气与自动化/其他/绑扎耗材,用途: 电线绑扎,卷,1,可建档,电线扎丝,Sheet1:3105,材质/长度缺失,REVIEW-MAT-01960,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01961,泡沫棉双面胶,胶带/工业胶带,包装与标识/胶带标签/胶带,品牌: 3M；宽度: 10mm；材质: 泡沫棉,卷,1,可建档,10mm宽泡沫棉双面胶3M,Sheet1:3106,长度/型号缺失,REVIEW-MAT-01961,single_candidate;low_precision,0.70,true
REVIEW-MAT-01962,氧气乙炔管,焊接工具/气体软管,焊接焊割/焊割设备工具/焊机割炬,介质: 氧气+乙炔；类型: 软管,卷,2,可合并 | 可建档,氧气 乙炔管,Sheet1:3109；Sheet1:3433,内径/长度/压力等级缺失 | 与3105同类，内径/长度缺失,REVIEW-MAT-01962,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-01963,割枪,焊接工具/气割工具,焊接焊割/焊割设备工具/焊机割炬,型号: 100型；长度: 长款,把,1,可建档,割枪100型长款,Sheet1:3110,适用气体/品牌缺失,REVIEW-MAT-01963,single_candidate;low_precision,0.70,true
REVIEW-MAT-01964,三脚插头,电气/插头插座,电气与自动化/插头插座/插头插座,品牌: 公牛；极数: 三脚；电压: 220V；额定电流: 10A,个,1,可建档,公牛三脚插头220V/10A,Sheet1:3111,型号/防护等级缺失,REVIEW-MAT-01964,single_candidate;low_precision,0.70,true
REVIEW-MAT-01965,氧气减压表,焊接工具/气体仪表,焊接焊割/焊割设备工具/焊机割炬,介质: 氧气；类型: 减压表,个,1,可建档,氧气减压表,Sheet1:3112,量程/接口缺失,REVIEW-MAT-01965,single_candidate;low_precision,0.70,true
REVIEW-MAT-01966,乙炔减压表,焊接工具/气体仪表,焊接焊割/焊割设备工具/焊机割炬,介质: 乙炔；类型: 减压表,个,1,可合并,乙炔减压表,Sheet1:3113,与2805同类，量程/接口缺失,REVIEW-MAT-01966,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-01967,除锈剂,化工耗材/除锈润滑剂,化工油漆胶粘/油品化学品/清洗化学品,品牌: WD40；容量: 350mL,瓶,1,可建档,WD40除锈剂350ML,Sheet1:3114,型号/SDS缺失,REVIEW-MAT-01967,single_candidate;low_precision,0.70,true
REVIEW-MAT-01968,堵漏王,建材/堵漏材料,工程建材/保温防水/防水堵漏,类型: 堵漏王,袋,1,可建档,堵漏王,Sheet1:3115,品牌/包装重量/性能缺失,REVIEW-MAT-01968,single_candidate;low_precision,0.70,true
REVIEW-MAT-01969,镀锌外丝直接,管件/镀锌管件,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 外丝；规格: 3寸；类型: 直接,个,1,可建档,镀锌外丝直接头3寸,Sheet1:3116,材质/压力等级缺失,REVIEW-MAT-01969,single_candidate;low_precision,0.70,true
REVIEW-MAT-01970,镀锌外丝直接,管件/镀锌管件,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 外丝；规格: 2寸；类型: 直接,个,2,可合并 | 可建档,镀锌外丝直接2寸；镀锌外丝直接头2寸,Sheet1:3117；Sheet1:3488,材质/压力等级缺失 | 与3113同类，材质/压力等级缺失,REVIEW-MAT-01970,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-01972,镀锌内丝直接,管件/镀锌管件,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 内丝；规格: 2寸；类型: 直接,个,2,可合并 | 可建档,镀锌内丝直接2寸；镀锌内丝直接头2寸,Sheet1:3119；Sheet1:3504,材质/压力等级缺失 | 与3115同类，材质/压力等级缺失,REVIEW-MAT-01972,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-01973,不锈钢法兰蝶阀,阀门/蝶阀,阀门/其他/蝶阀,材质: 304；连接: 法兰式；公称通径: DN150,个,2,可合并 | 可建档,304法兰式蝶阀DN150,Sheet1:3120；Sheet1:3494,压力等级/密封材质缺失 | 与3116同类，压力等级/密封材质缺失,REVIEW-MAT-01973,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-01974,方木,建筑材料/木材,工程建材/其他/木材,截面: 30*30；长度: 3.6m,根,2,可合并 | 可建档,方木30*30*3.6m,Sheet1:3121；Sheet1:3146,木材等级/材质缺失 | 与3117同类，材质等级缺失,REVIEW-MAT-01974,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-01975,锂电手电钻套装,电动工具/手电钻,工具器具/电动工具/电钻角磨机,品牌: 东成；供电: 锂电；配置: 二电一充,台,1,可建档,东成锂电手电钻二电一充,Sheet1:3123,电压/夹头规格/型号缺失,REVIEW-MAT-01975,single_candidate;low_precision,0.70,true
REVIEW-MAT-01976,焊工眼镜,劳保耗材/眼面防护,劳保用品/其他/眼面防护,用途: 电焊防护,付,1,可合并,电焊眼镜,Sheet1:3126,与2792同类，遮光号缺失,REVIEW-MAT-01976,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-01977,镀锌平垫,紧固件/垫圈,紧固件/螺纹紧固件/螺母垫圈,表面: 镀锌；规格: M8；类型: 平垫,个,1,可建档,镀锌平垫m8,Sheet1:3128,外径/厚度/标准缺失,REVIEW-MAT-01977,single_candidate;low_precision,0.70,true
REVIEW-MAT-01978,开口销,紧固件/销,紧固件/其他/销,规格: M3*60；类型: 开口销,个,1,可建档,开口销m3*60,Sheet1:3129,材质/标准缺失,REVIEW-MAT-01978,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01979,加厚周转箱,容器/周转箱,行政办公与清洁/生活后勤/生活用品,特征: 加厚；尺寸: 570*420*155,个,1,可建档,加厚周转箱570*420*155,Sheet1:3130,材质/颜色缺失,REVIEW-MAT-01979,single_candidate;low_precision,0.70,true
REVIEW-MAT-01980,对讲机,通信设备/对讲机,弱电安防/通信与监控/通信设备,品牌: 小米；代际: 二代,部,3,可合并 | 可建档,小米二代对讲机,Sheet1:3131；Sheet1:3219；Sheet1:3469,频段/型号缺失 | 与3127同类，频段/型号缺失,REVIEW-MAT-01980,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-01981,沟槽式蝶阀,阀门/蝶阀,阀门/其他/蝶阀,连接: 沟槽式；公称通径: DN150,个,1,可建档,沟槽式蝶阀DN150,Sheet1:3132,材质/压力等级缺失,REVIEW-MAT-01981,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01982,镀锌三通,管件/镀锌管件,管道管件/金属管件/镀锌管件,表面: 镀锌；规格: 2寸；类型: 三通,个,2,可合并 | 可建档,镀锌三通2寸,Sheet1:3133；Sheet1:3485,材质/连接方式缺失 | 与3129同类，材质/压力等级缺失,REVIEW-MAT-01982,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-01983,镀锌内丝弯头,管件/镀锌管件,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 内丝；规格: 2寸；类型: 弯头,个,2,可合并 | 可建档,镀锌内丝弯头2寸,Sheet1:3134；Sheet1:3503,角度/压力等级缺失 | 与3130同类，角度/压力等级缺失,REVIEW-MAT-01983,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-01984,镀锌内丝弯头,管件/镀锌管件,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 内丝；规格: 3寸；类型: 弯头,个,1,可建档,镀锌内丝弯头3寸,Sheet1:3135,角度/压力等级缺失,REVIEW-MAT-01984,single_candidate;low_precision,0.70,true
REVIEW-MAT-01985,焊接变径接头,管件/焊接管件,管道管件/其他/焊接管件,连接: 焊接；规格: 150/2寸；类型: 变径接头,个,1,可建档,焊接变径接头150/2寸,Sheet1:3136,材质/压力等级缺失,REVIEW-MAT-01985,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01986,焊接变径接头,管件/焊接管件,管道管件/其他/焊接管件,连接: 焊接；规格: 150/3寸；类型: 变径接头,个,1,可建档,焊接变径接头150/3寸,Sheet1:3137,材质/压力等级缺失,REVIEW-MAT-01986,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01987,石笔,焊接耗材/划线工具,焊接焊割/其他/划线工具,类型: 石笔,盒,1,可建档,石笔,Sheet1:3138,每盒数量/规格缺失,REVIEW-MAT-01987,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01989,地线夹,焊接工具/焊机配件,焊接焊割/焊割设备工具/焊机割炬,额定电流: 500A；类型: 地线夹,把,1,可建档,500A地线夹,Sheet1:3140,接线范围/材质缺失,REVIEW-MAT-01989,single_candidate;low_precision,0.70,true
REVIEW-MAT-01990,密目安全网,安全防护/防护网,安全防护/隔离防护/防护网,类型: 密目；尺寸: 6m*1.2m,张,1,可建档,密目安全网6m*1.2m,Sheet1:3141,材质/阻燃等级/目数缺失,REVIEW-MAT-01990,single_candidate;low_precision,0.70,true
REVIEW-MAT-01991,高压管总成,液压/高压管路,液压气动/液压管路/高压胶管,直径: Φ13；长度: 50m；配置: 两端接头,根,1,可建档,高压管带两端接头Φ13-50m,Sheet1:3142,压力等级/接头形式缺失,REVIEW-MAT-01991,single_candidate;low_precision,0.70,true
REVIEW-MAT-01992,透明胶带,胶带/办公工业胶带,包装与标识/胶带标签/胶带,颜色: 透明,卷,2,可合并 | 可建档,透明胶带,Sheet1:3143；Sheet1:3149,宽度/长度/品牌缺失 | 与3139同类，宽度/长度缺失,REVIEW-MAT-01992,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-01993,带盖周转箱,容器/周转箱,行政办公与清洁/生活后勤/生活用品,特征: 加厚；配置: 带盖；尺寸: 830*580*500,个,1,可建档,加厚周转箱带盖830*580*500,Sheet1:3144,材质/颜色缺失,REVIEW-MAT-01993,single_candidate;low_precision,0.70,true
REVIEW-MAT-01994,建筑模板,建筑材料/模板,工程建材/其他/模板,颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm,张,1,可建档,红模板2.4m*1.22m*15mm,Sheet1:3145,材质/周转次数缺失,REVIEW-MAT-01994,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01995,彩钢板,建筑材料/彩钢板,工程建材/其他/彩钢板,尺寸: 2.3m*1m,块,1,可建档,彩钢板2.3m*1m,Sheet1:3148,厚度/颜色/镀层缺失,REVIEW-MAT-01995,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01996,万向扣件,建筑施工耗材/脚手架扣件,工程建材/其他/脚手架扣件,类型: 万向扣件,个,1,可建档,万向扣件,Sheet1:3150,适配管径/材质缺失,REVIEW-MAT-01996,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01997,十字扣件,建筑施工耗材/脚手架扣件,工程建材/其他/脚手架扣件,类型: 十字扣件,个,1,可建档,十字扣件,Sheet1:3151,适配管径/材质缺失,REVIEW-MAT-01997,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01998,直接扣件,建筑施工耗材/脚手架扣件,工程建材/其他/脚手架扣件,类型: 直接扣件,个,1,可建档,直接扣件,Sheet1:3152,适配管径/材质缺失,REVIEW-MAT-01998,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01999,软胶枪,工具/手动工具,工具器具/手动工具/通用手动工具,品牌: 世达；类型: 软胶枪,把,1,可建档,世达软胶枪,Sheet1:3153,适配胶筒容量/型号缺失,REVIEW-MAT-01999,single_candidate;low_precision,0.70,true
REVIEW-MAT-02000,螺纹钢筋加工件,定制件/钢筋加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；直径: Φ20；长度: 40cm,根,1,可建档-定制件,加工螺纹钢筋Φ20*40cm,Sheet1:3154,材质/用途/图纸缺失,REVIEW-MAT-02000,single_candidate;low_precision,0.70,true
REVIEW-MAT-02001,不锈钢外螺纹对接头,管件/不锈钢管件,管道管件/金属管件/钢制管件,材质: 不锈钢；连接: 外螺纹；规格: 4分,个,1,可建档,不锈钢外螺纹对接头4分,Sheet1:3155,材质牌号/压力等级缺失,REVIEW-MAT-02001,single_candidate;low_precision,0.70,true
REVIEW-MAT-02002,不锈钢变径对丝,管件/不锈钢管件,管道管件/金属管件/钢制管件,材质: 不锈钢；连接: 外螺纹；规格: 6分变4分,个,1,可建档,不锈钢外螺纹对丝变径6分变4分,Sheet1:3156,材质牌号/压力等级缺失,REVIEW-MAT-02002,single_candidate;low_precision,0.70,true
REVIEW-MAT-02003,不锈钢外螺纹对接头,管件/不锈钢管件,管道管件/金属管件/钢制管件,材质: 不锈钢；连接: 外螺纹；规格: 6分,个,1,可建档,不锈钢外螺纹对接头6分,Sheet1:3157,材质牌号/压力等级缺失,REVIEW-MAT-02003,single_candidate;low_precision,0.70,true
REVIEW-MAT-02004,建筑模板,建筑材料/模板,工程建材/其他/模板,颜色: 黑；尺寸: 2.4m*1.22m；厚度: 15mm,张,1,可建档,黑模板2.4m*1.22m*15mm,Sheet1:3160,材质/周转次数缺失,REVIEW-MAT-02004,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-02005,螺纹钢筋加工件,定制件/钢筋加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；直径: Φ20；长度: 60cm,根,1,可建档-定制件,加工螺纹钢筋Φ20*60cm,Sheet1:3163,材质/用途/图纸缺失,REVIEW-MAT-02005,single_candidate;low_precision,0.70,true
REVIEW-MAT-02006,建筑模板,建筑材料/模板,工程建材/其他/模板,颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm,块,1,可合并,红模板2.4m*1.22m*15mm,Sheet1:3164,与3141同类，单位张/块需统一,REVIEW-MAT-02006,single_candidate;source_status_contains_merge;human_review_group,0.65,true
REVIEW-MAT-02007,活动扳手,工具/手动工具,工具器具/手动工具/通用手动工具,品牌: 世达；规格: 12寸,把,1,可建档,世达活动扳手12寸,Sheet1:3165,型号缺失,REVIEW-MAT-02007,single_candidate;low_precision,0.70,true
REVIEW-MAT-02008,活动扳手,工具/手动工具,工具器具/手动工具/通用手动工具,品牌: 世达；规格: 10寸,把,1,可建档,世达活动扳手10寸,Sheet1:3166,型号缺失,REVIEW-MAT-02008,single_candidate;low_precision,0.70,true
REVIEW-MAT-02010,焊工眼镜,劳保耗材/眼面防护,劳保用品/其他/眼面防护,用途: 电焊防护；颜色: 白色/灰色,付,1,可建档,电焊眼镜白色 灰色,Sheet1:3168,遮光号/款式缺失,REVIEW-MAT-02010,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-02011,钢卷尺,工具/测量工具,工具器具/量具测量/量具测量,品牌: 得力；长度: 3m,把,1,可建档,得力钢卷尺3m,Sheet1:3169,宽度/精度缺失,REVIEW-MAT-02011,single_candidate;low_precision,0.70,true
REVIEW-MAT-02012,钢卷尺,工具/测量工具,工具器具/量具测量/量具测量,品牌: 得力；长度: 5m,把,1,可合并,得力钢卷尺5m,Sheet1:3170,与2785同类，宽度/精度缺失,REVIEW-MAT-02012,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-02013,钢卷尺,工具/测量工具,工具器具/量具测量/量具测量,品牌: 得力；长度: 7.5m,把,1,可建档,得力钢卷尺7.5m,Sheet1:3171,宽度/精度缺失,REVIEW-MAT-02013,single_candidate;low_precision,0.70,true
REVIEW-MAT-02014,钢卷尺,工具/测量工具,工具器具/量具测量/量具测量,品牌: 得力；长度: 10m,把,1,可合并,得力钢卷尺10m,Sheet1:3172,与2784同类，宽度/精度缺失,REVIEW-MAT-02014,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-02015,焊罩镜片,劳保耗材/眼面防护,劳保用品/其他/眼面防护,适配: 焊罩；颜色: 白/黑,盒,1,可建档,焊罩镜片 白 黑,Sheet1:3173,遮光号/每盒数量缺失,REVIEW-MAT-02015,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-02016,加厚周转箱,容器/周转箱,行政办公与清洁/生活后勤/生活用品,特征: 加厚；尺寸: 600*400*150,个,1,可建档,加厚周转箱600*400*150,Sheet1:3174,材质/颜色缺失,REVIEW-MAT-02016,single_candidate;low_precision,0.70,true
REVIEW-MAT-02017,钻头,工具/钻头,工具器具/工具耗材/钻头,品牌: 博世；柄型: 二坑三槽；直径: Φ20；长度: 280,支,1,可建档,博世二坑三槽钻头Φ20*280,Sheet1:3175,材质/适配设备缺失,REVIEW-MAT-02017,single_candidate;low_precision,0.70,true
REVIEW-MAT-02018,钻头,工具/钻头,工具器具/工具耗材/钻头,品牌: 博世；柄型: 二坑三槽；直径: Φ22；长度: 280,支,1,可建档,博世二坑三槽钻头Φ22*280,Sheet1:3176,材质/适配设备缺失,REVIEW-MAT-02018,single_candidate;low_precision,0.70,true
REVIEW-MAT-02019,碳刷,电动工具/电机配件,工具器具/电动工具/电钻角磨机,规格: 900#,副,1,可建档,碳刷900#,Sheet1:3177,尺寸/适配电机缺失,REVIEW-MAT-02019,single_candidate;low_precision,0.70,true
REVIEW-MAT-02020,碳刷,电动工具/电机配件,工具器具/电动工具/电钻角磨机,规格: 43#,副,1,可建档,碳刷43#,Sheet1:3178,尺寸/适配电机缺失,REVIEW-MAT-02020,single_candidate;low_precision,0.70,true
REVIEW-MAT-02021,膨胀止水条,建材/防水材料,工程建材/保温防水/防水堵漏,规格: 5mm*30mm；类型: 膨胀止水条,米,1,可建档,膨胀止水条5mm*30mm,Sheet1:3180,材质/膨胀率缺失,REVIEW-MAT-02021,single_candidate;low_precision,0.70,true
REVIEW-MAT-02022,尼龙扎带,电气耗材/扎带,电气与自动化/其他/扎带,规格: 8*300,包,1,可建档,扎带8*300,Sheet1:3181,每包数量/材质缺失,REVIEW-MAT-02022,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-02023,不锈钢烟灰桶,行政后勤/清洁用品,行政办公与清洁/清洁用品/清洁工具耗材,材质: 304不锈钢；类型: 烟灰桶,个,1,可建档,304不锈钢烟灰桶,Sheet1:3183,容量/尺寸缺失,REVIEW-MAT-02023,single_candidate;low_precision,0.70,true
REVIEW-MAT-02024,插线板,电气/插排,电气与自动化/插头插座/插头插座,品牌: 公牛；结构: 双排；线长: 3m,个,1,可建档,公牛双排插板3m,Sheet1:3184,插位数/额定电流缺失,REVIEW-MAT-02024,single_candidate;low_precision,0.70,true
REVIEW-MAT-02025,火钳,工具/夹持工具,工具器具/其他/夹持工具,类型: 火钳,把,1,可建档,火钳,Sheet1:3185,长度/材质缺失,REVIEW-MAT-02025,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-02026,铜接线端子,电气/接线端子,电气与自动化/接线连接/接线端子,材质: 铜；适配线径: 185平方,个,1,可建档,铜接头185平方,Sheet1:3186,孔径/端子类型缺失,REVIEW-MAT-02026,single_candidate;low_precision,0.70,true
REVIEW-MAT-02027,高压防水自粘带,电气耗材/绝缘胶带,电气与自动化/绝缘材料/热缩绝缘,品牌: 3M；特性: 高压防水；类型: 自粘带,卷,1,可建档,3M高压防水自粘带,Sheet1:3188,宽度/长度/型号缺失,REVIEW-MAT-02027,single_candidate;low_precision,0.70,true
REVIEW-MAT-02028,接地桩,电气/接地材料,电气与自动化/其他/接地材料,规格: M16*1m；用途: 接地,根,1,可建档,接地桩M16*1m,Sheet1:3189,材质/镀层缺失,REVIEW-MAT-02028,single_candidate;low_precision;human_review_group,0.65,true
