reviewed_group_path,canonical_group_path,canonical_level1,canonical_level2,canonical_level3,confidence,rule_reason,needs_human_review
电气/按钮指示元件,电气与自动化/低压电器/开关按钮,电气与自动化,低压电器,开关按钮,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：按钮,开关,指示元件",false
电气/接地材料,电气与自动化/其他/接地材料,电气与自动化,其他,接地材料,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气/接线端子,电气与自动化/接线连接/接线端子,电气与自动化,接线连接,接线端子,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：接线端子,端子",false
电气/插头插座,电气与自动化/插头插座/插头插座,电气与自动化,插头插座,插头插座,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：插头,插座,插排",false
电气/插座,电气与自动化/插头插座/插头插座,电气与自动化,插头插座,插头插座,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：插头,插座,插排",false
电气/插座插排,电气与自动化/插头插座/插头插座,电气与自动化,插头插座,插头插座,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：插头,插座,插排",false
电气/插排,电气与自动化/插头插座/插头插座,电气与自动化,插头插座,插头插座,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：插头,插座,插排",false
电气/断路器,电气与自动化/低压电器/断路器,电气与自动化,低压电器,断路器,0.98,人工示例：断路器作为低压电器子类,false
电气/水下连接器,电气与自动化/其他/水下连接器,电气与自动化,其他,水下连接器,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气/泵控制,电气与自动化/其他/泵控制,电气与自动化,其他,泵控制,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气/液位控制,电气与自动化/其他/液位控制,电气与自动化,其他,液位控制,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气/温控元件,电气与自动化/其他/温控元件,电气与自动化,其他,温控元件,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气/照明灯具,电气与自动化/照明与报警/灯具,电气与自动化,照明与报警,灯具,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：照明,灯,灯具",false
电气/照明配件,电气与自动化/照明与报警/灯具,电气与自动化,照明与报警,灯具,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：照明,灯,灯具",false
电气/电池,电气与自动化/电源电池/电源电池,电气与自动化,电源电池,电源电池,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：电池,电源,充电器",false
电气/电源模块,电气与自动化/电源电池/电源电池,电气与自动化,电源电池,电源电池,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：电池,电源,充电器",false
电气/电线电缆,电气与自动化/电线电缆与敷设/电线电缆,电气与自动化,电线电缆与敷设,电线电缆,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：电线,电缆,线缆",false
电气/电缆接头,电气与自动化/电线电缆与敷设/电线电缆,电气与自动化,电线电缆与敷设,电线电缆,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：电线,电缆,线缆",false
电气/电缆支架,电气与自动化/电线电缆与敷设/电线电缆,电气与自动化,电线电缆与敷设,电线电缆,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：电线,电缆,线缆",false
电气/线槽桥架,电气与自动化/电线电缆与敷设/电缆附件,电气与自动化,电线电缆与敷设,电缆附件,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：电缆接头,电缆支架,桥架",false
电气/继电器,电气与自动化/低压电器/继电器接触器,电气与自动化,低压电器,继电器接触器,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：继电器,接触器",false
电气/配电柜壳体,电气与自动化/其他/配电柜壳体,电气与自动化,其他,配电柜壳体,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气/配电柜散热,电气与自动化/其他/配电柜散热,电气与自动化,其他,配电柜散热,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气/配电箱壳体,电气与自动化/其他/配电箱壳体,电气与自动化,其他,配电箱壳体,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气/配电箱配件,电气与自动化/其他/配电箱配件,电气与自动化,其他,配电箱配件,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/低压电器,电气与自动化/低压电器/低压电器,电气与自动化,低压电器,低压电器,0.95,人工示例：电气材料与电气统一,false
电气材料/安防监控,电气与自动化/其他/安防监控,电气与自动化,其他,安防监控,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/工控配件,电气与自动化/其他/工控配件,电气与自动化,其他,工控配件,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/开关,电气与自动化/低压电器/开关按钮,电气与自动化,低压电器,开关按钮,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：按钮,开关,指示元件",false
电气材料/弱电材料,电气与自动化/其他/弱电材料,电气与自动化,其他,弱电材料,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/扎带,电气与自动化/其他/扎带,电气与自动化,其他,扎带,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/报警器,电气与自动化/照明与报警/报警器,电气与自动化,照明与报警,报警器,0.94,一级同义合并：电气材料 -> 电气与自动化；关键词规则：报警,false
电气材料/按钮指示,电气与自动化/低压电器/开关按钮,电气与自动化,低压电器,开关按钮,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：按钮,开关,指示元件",false
电气材料/接地材料,电气与自动化/其他/接地材料,电气与自动化,其他,接地材料,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/接线端子,电气与自动化/接线连接/接线端子,电气与自动化,接线连接,接线端子,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：接线端子,端子",false
电气材料/插头插座,电气与自动化/插头插座/插头插座,电气与自动化,插头插座,插头插座,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：插头,插座,插排",false
电气材料/插座开关,电气与自动化/低压电器/开关按钮,电气与自动化,低压电器,开关按钮,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：按钮,开关,指示元件",false
电气材料/照明,电气与自动化/照明与报警/灯具,电气与自动化,照明与报警,灯具,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：照明,灯,灯具",false
电气材料/照明配件,电气与自动化/照明与报警/灯具,电气与自动化,照明与报警,灯具,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：照明,灯,灯具",false
电气材料/照明附件,电气与自动化/照明与报警/灯具,电气与自动化,照明与报警,灯具,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：照明,灯,灯具",false
电气材料/电工工具,电气与自动化/其他/电工工具,电气与自动化,其他,电工工具,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/电工耗材,电气与自动化/其他/电工耗材,电气与自动化,其他,电工耗材,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/电气辅材,电气与自动化/其他/电气辅材,电气与自动化,其他,电气辅材,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/电池,电气与自动化/电源电池/电源电池,电气与自动化,电源电池,电源电池,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：电池,电源,充电器",false
电气材料/电源电器,电气与自动化/电源电池/电源电池,电气与自动化,电源电池,电源电池,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：电池,电源,充电器",false
电气材料/电线电缆,电气与自动化/电线电缆与敷设/电线电缆,电气与自动化,电线电缆与敷设,电线电缆,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：电线,电缆,线缆",false
电气材料/电缆附件,电气与自动化/电线电缆与敷设/电线电缆,电气与自动化,电线电缆与敷设,电线电缆,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：电线,电缆,线缆",false
电气材料/绝缘材料,电气与自动化/绝缘材料/热缩绝缘,电气与自动化,绝缘材料,热缩绝缘,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：热缩,绝缘",false
电气材料/网络设备,电气与自动化/其他/网络设备,电气与自动化,其他,网络设备,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/通讯设备,电气与自动化/其他/通讯设备,电气与自动化,其他,通讯设备,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/通风设备,电气与自动化/其他/通风设备,电气与自动化,其他,通风设备,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/配电箱,电气与自动化/其他/配电箱,电气与自动化,其他,配电箱,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/配电箱附件,电气与自动化/其他/配电箱附件,电气与自动化,其他,配电箱附件,0.62,一级同义合并：电气材料 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气材料/防爆照明,电气与自动化/照明与报警/灯具,电气与自动化,照明与报警,灯具,0.94,"一级同义合并：电气材料 -> 电气与自动化；关键词规则：照明,灯,灯具",true
电气耗材/扎带,电气与自动化/其他/扎带,电气与自动化,其他,扎带,0.62,一级同义合并：电气耗材 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气耗材/绑扎耗材,电气与自动化/其他/绑扎耗材,电气与自动化,其他,绑扎耗材,0.62,一级同义合并：电气耗材 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气耗材/绝缘胶带,电气与自动化/绝缘材料/热缩绝缘,电气与自动化,绝缘材料,热缩绝缘,0.94,"一级同义合并：电气耗材 -> 电气与自动化；关键词规则：热缩,绝缘",false
磨具磨料/切割片,工具器具/工具耗材/切磨耗材,工具器具,工具耗材,切磨耗材,0.94,"一级同义合并：磨具磨料 -> 工具器具；关键词规则：切割片,磨片,砂轮,磨具,磨料",false
磨具磨料/百叶轮,工具器具/工具耗材/切磨耗材,工具器具,工具耗材,切磨耗材,0.94,"一级同义合并：磨具磨料 -> 工具器具；关键词规则：切割片,磨片,砂轮,磨具,磨料",false
磨具磨料/砂纸,工具器具/工具耗材/切磨耗材,工具器具,工具耗材,切磨耗材,0.94,"一级同义合并：磨具磨料 -> 工具器具；关键词规则：切割片,磨片,砂轮,磨具,磨料",false
磨具磨料/钢丝轮,工具器具/工具耗材/切磨耗材,工具器具,工具耗材,切磨耗材,0.94,"一级同义合并：磨具磨料 -> 工具器具；关键词规则：切割片,磨片,砂轮,磨具,磨料",false
管件/PPR管件,管道管件/塑料管件/PPR管件,管道管件,塑料管件,PPR管件,0.94,一级同义合并：管件 -> 管道管件；关键词规则：PPR,false
管件/PVC管件,管道管件/塑料管件/PVC管件,管道管件,塑料管件,PVC管件,0.94,一级同义合并：管件 -> 管道管件；关键词规则：PVC,false
管件/UPVC给水管件,管道管件/塑料管件/PVC管件,管道管件,塑料管件,PVC管件,0.94,一级同义合并：管件 -> 管道管件；关键词规则：PVC,false
管件/不锈钢管件,管道管件/金属管件/钢制管件,管道管件,金属管件,钢制管件,0.94,"一级同义合并：管件 -> 管道管件；关键词规则：钢管,钢制",false
管件/密封垫片,管道管件/其他/密封垫片,管道管件,其他,密封垫片,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/弯头,管道管件/其他/弯头,管道管件,其他,弯头,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/快速接头,管道管件/其他/快速接头,管道管件,其他,快速接头,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/法兰,管道管件/其他/法兰,管道管件,其他,法兰,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/焊接管件,管道管件/其他/焊接管件,管道管件,其他,焊接管件,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/管接头,管道管件/其他/管接头,管道管件,其他,管接头,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/管箍,管道管件/其他/管箍,管道管件,其他,管箍,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/管路接头,管道管件/其他/管路接头,管道管件,其他,管路接头,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/软管接头,管道管件/其他/软管接头,管道管件,其他,软管接头,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/软连接,管道管件/其他/软连接,管道管件,其他,软连接,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/金属管件,管道管件/其他/金属管件,管道管件,其他,金属管件,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/铜管件,管道管件/其他/铜管件,管道管件,其他,铜管件,0.62,一级同义合并：管件 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管件/镀锌管件,管道管件/金属管件/镀锌管件,管道管件,金属管件,镀锌管件,0.94,一级同义合并：管件 -> 管道管件；关键词规则：镀锌,false
管夹/卡箍,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管夹 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管夹/管路固定件,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管夹 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管材/PPR管,管道管件/塑料管件/PPR管件,管道管件,塑料管件,PPR管件,0.94,一级同义合并：管材 -> 管道管件；关键词规则：PPR,false
管材/PVC管,管道管件/塑料管件/PVC管件,管道管件,塑料管件,PVC管件,0.94,一级同义合并：管材 -> 管道管件；关键词规则：PVC,false
管材/UPVC给水管,管道管件/塑料管件/PVC管件,管道管件,塑料管件,PVC管件,0.94,一级同义合并：管材 -> 管道管件；关键词规则：PVC,false
管材/塑料软管,管道管件/其他/塑料软管,管道管件,其他,塑料软管,0.62,一级同义合并：管材 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管材/水带,管道管件/其他/水带,管道管件,其他,水带,0.62,一级同义合并：管材 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管材/水管,管道管件/其他/水管,管道管件,其他,水管,0.62,一级同义合并：管材 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管材/波纹管,管道管件/其他/波纹管,管道管件,其他,波纹管,0.62,一级同义合并：管材 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管材/软管,管道管件/其他/软管,管道管件,其他,软管,0.62,一级同义合并：管材 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管材/高压水带,管道管件/其他/高压水带,管道管件,其他,高压水带,0.62,一级同义合并：管材 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
管道紧固/卡槽导轨,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管道紧固 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管道紧固/卡箍,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管道紧固 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管道紧固/导轨,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管道紧固 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管道紧固/抱箍,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管道紧固 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管道紧固/管卡,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管道紧固 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管道紧固/管箍,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管道紧固 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管道紧固/管道连接器,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管道紧固 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管道紧固/骑马卡,管道管件/管道紧固/管夹卡箍,管道管件,管道紧固,管夹卡箍,0.94,"一级同义合并：管道紧固 -> 管道管件；关键词规则：管夹,卡箍,管道紧固",false
管道耗材/密封材料,管道管件/其他/密封材料,管道管件,其他,密封材料,0.62,一级同义合并：管道耗材 -> 管道管件；仅完成一级合并，保留原二级作为三级待复核,true
紧固件/垫圈,紧固件/螺纹紧固件/螺母垫圈,紧固件,螺纹紧固件,螺母垫圈,0.95,"一级分类已规范：紧固件；关键词规则：螺母,垫圈,平垫,弹垫",false
紧固件/拉紧件,紧固件/其他/拉紧件,紧固件,其他,拉紧件,0.62,一级分类已规范：紧固件；仅完成一级合并，保留原二级作为三级待复核,true
紧固件/膨胀件,紧固件/锚固件/膨胀锚栓,紧固件,锚固件,膨胀锚栓,0.95,"一级分类已规范：紧固件；关键词规则：膨胀,锚栓",false
紧固件/膨胀螺丝,紧固件/螺纹紧固件/螺丝螺栓,紧固件,螺纹紧固件,螺丝螺栓,0.95,"一级分类已规范：紧固件；关键词规则：螺丝,螺栓,螺钉",false
紧固件/自攻螺丝,紧固件/螺纹紧固件/螺丝螺栓,紧固件,螺纹紧固件,螺丝螺栓,0.95,"一级分类已规范：紧固件；关键词规则：螺丝,螺栓,螺钉",false
紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,紧固件,螺纹紧固件,螺丝螺栓,0.95,"一级分类已规范：紧固件；关键词规则：螺丝,螺栓,螺钉",false
紧固件/螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,紧固件,螺纹紧固件,螺丝螺栓,0.95,"一级分类已规范：紧固件；关键词规则：螺丝,螺栓,螺钉",false
紧固件/螺杆,紧固件/其他/螺杆,紧固件,其他,螺杆,0.62,一级分类已规范：紧固件；仅完成一级合并，保留原二级作为三级待复核,true
紧固件/螺栓,紧固件/螺纹紧固件/螺丝螺栓,紧固件,螺纹紧固件,螺丝螺栓,0.95,"一级分类已规范：紧固件；关键词规则：螺丝,螺栓,螺钉",false
紧固件/螺母,紧固件/螺纹紧固件/螺母垫圈,紧固件,螺纹紧固件,螺母垫圈,0.95,"一级分类已规范：紧固件；关键词规则：螺母,垫圈,平垫,弹垫",false
紧固件/钉,紧固件/其他/钉,紧固件,其他,钉,0.62,一级分类已规范：紧固件；仅完成一级合并，保留原二级作为三级待复核,true
紧固件/钉类,紧固件/其他/钉类,紧固件,其他,钉类,0.62,一级分类已规范：紧固件；仅完成一级合并，保留原二级作为三级待复核,true
紧固件/钻尾螺丝,紧固件/螺纹紧固件/螺丝螺栓,紧固件,螺纹紧固件,螺丝螺栓,0.95,"一级分类已规范：紧固件；关键词规则：螺丝,螺栓,螺钉",false
紧固件/销,紧固件/其他/销,紧固件,其他,销,0.62,一级分类已规范：紧固件；仅完成一级合并，保留原二级作为三级待复核,true
绝缘材料/橡胶板,电气与自动化/绝缘材料/热缩绝缘,电气与自动化,绝缘材料,热缩绝缘,0.94,"一级同义合并：绝缘材料 -> 电气与自动化；关键词规则：热缩,绝缘",false
绳索/尼龙绳,吊装索具/吊带索具/钢丝绳链条,吊装索具,吊带索具,钢丝绳链条,0.94,"一级同义合并：绳索 -> 吊装索具；关键词规则：钢丝绳,链条,绳索",false
胶带/办公工业胶带,包装与标识/胶带标签/胶带,包装与标识,胶带标签,胶带,0.94,一级同义合并：胶带 -> 包装与标识；关键词规则：胶带,false
胶带/工业胶带,包装与标识/胶带标签/胶带,包装与标识,胶带标签,胶带,0.94,一级同义合并：胶带 -> 包装与标识；关键词规则：胶带,false
胶粘剂/PVC胶水,化工油漆胶粘/胶粘密封/胶粘剂,化工油漆胶粘,胶粘密封,胶粘剂,0.94,"一级同义合并：胶粘剂 -> 化工油漆胶粘；关键词规则：胶,胶粘,结构胶,密封胶",false
胶粘剂/发泡胶,化工油漆胶粘/胶粘密封/胶粘剂,化工油漆胶粘,胶粘密封,胶粘剂,0.94,"一级同义合并：胶粘剂 -> 化工油漆胶粘；关键词规则：胶,胶粘,结构胶,密封胶",false
胶粘剂/密封胶,化工油漆胶粘/胶粘密封/胶粘剂,化工油漆胶粘,胶粘密封,胶粘剂,0.94,"一级同义合并：胶粘剂 -> 化工油漆胶粘；关键词规则：胶,胶粘,结构胶,密封胶",false
胶粘剂/玻璃胶,化工油漆胶粘/胶粘密封/胶粘剂,化工油漆胶粘,胶粘密封,胶粘剂,0.94,"一级同义合并：胶粘剂 -> 化工油漆胶粘；关键词规则：胶,胶粘,结构胶,密封胶",false
胶粘剂/结构胶,化工油漆胶粘/胶粘密封/胶粘剂,化工油漆胶粘,胶粘密封,胶粘剂,0.94,"一级同义合并：胶粘剂 -> 化工油漆胶粘；关键词规则：胶,胶粘,结构胶,密封胶",false
胶粘剂/螺纹锁固胶,化工油漆胶粘/胶粘密封/胶粘剂,化工油漆胶粘,胶粘密封,胶粘剂,0.94,"一级同义合并：胶粘剂 -> 化工油漆胶粘；关键词规则：胶,胶粘,结构胶,密封胶",false
自动化/变频器配件,电气与自动化/其他/变频器配件,电气与自动化,其他,变频器配件,0.62,一级同义合并：自动化 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/临时消耗品,行政办公与清洁/其他/临时消耗品,行政办公与清洁,其他,临时消耗品,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/临时设施,行政办公与清洁/其他/临时设施,行政办公与清洁,其他,临时设施,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/办公家具,行政办公与清洁/生活后勤/生活用品,行政办公与清洁,生活后勤,生活用品,0.94,"一级同义合并：行政后勤 -> 行政办公与清洁；关键词规则：生活,家具,小电器,容器",false
行政后勤/办公用品,行政办公与清洁/办公用品/文具书写,行政办公与清洁,办公用品,文具书写,0.94,"一级同义合并：行政后勤 -> 行政办公与清洁；关键词规则：文具,书写,记录本,办公用品",false
行政后勤/办公设备,行政办公与清洁/其他/办公设备,行政办公与清洁,其他,办公设备,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/办公设备配件,行政办公与清洁/其他/办公设备配件,行政办公与清洁,其他,办公设备配件,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/卫浴配件,行政办公与清洁/其他/卫浴配件,行政办公与清洁,其他,卫浴配件,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/家具用品,行政办公与清洁/生活后勤/生活用品,行政办公与清洁,生活后勤,生活用品,0.94,"一级同义合并：行政后勤 -> 行政办公与清洁；关键词规则：生活,家具,小电器,容器",false
行政后勤/收纳用品,行政办公与清洁/其他/收纳用品,行政办公与清洁,其他,收纳用品,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/清洁用品,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：行政后勤 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
行政后勤/清洁设备,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：行政后勤 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
行政后勤/生活用品,行政办公与清洁/生活后勤/生活用品,行政办公与清洁,生活后勤,生活用品,0.94,"一级同义合并：行政后勤 -> 行政办公与清洁；关键词规则：生活,家具,小电器,容器",false
行政后勤/生活电器,行政办公与清洁/生活后勤/生活用品,行政办公与清洁,生活后勤,生活用品,0.94,"一级同义合并：行政后勤 -> 行政办公与清洁；关键词规则：生活,家具,小电器,容器",false
行政后勤/空气净化设备,行政办公与清洁/其他/空气净化设备,行政办公与清洁,其他,空气净化设备,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/空调设备,行政办公与清洁/其他/空调设备,行政办公与清洁,其他,空调设备,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/绿化用品,行政办公与清洁/其他/绿化用品,行政办公与清洁,其他,绿化用品,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/设施配件,行政办公与清洁/其他/设施配件,行政办公与清洁,其他,设施配件,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/门帘,行政办公与清洁/其他/门帘,行政办公与清洁,其他,门帘,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
行政后勤/饮水设备,行政办公与清洁/其他/饮水设备,行政办公与清洁,其他,饮水设备,0.62,一级同义合并：行政后勤 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
装修材料/地面材料,工程建材/其他/地面材料,工程建材,其他,地面材料,0.62,一级同义合并：装修材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
装修材料/墙面材料,工程建材/其他/墙面材料,工程建材,其他,墙面材料,0.62,一级同义合并：装修材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
装修材料/窗帘配件,工程建材/其他/窗帘配件,工程建材,其他,窗帘配件,0.62,一级同义合并：装修材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
装饰/地面材料,工程建材/其他/地面材料,工程建材,其他,地面材料,0.62,一级同义合并：装饰 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
覆盖材料/彩条布,工程建材/其他/彩条布,工程建材,其他,彩条布,0.62,一级同义合并：覆盖材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
覆盖材料/油布,工程建材/其他/油布,工程建材,其他,油布,0.62,一级同义合并：覆盖材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
设备/厨房设备,设备备件与加工件/其他/厨房设备,设备备件与加工件,其他,厨房设备,0.62,一级同义合并：设备 -> 设备备件与加工件；仅完成一级合并，保留原二级作为三级待复核,true
设备/标识设备,设备备件与加工件/其他/标识设备,设备备件与加工件,其他,标识设备,0.62,一级同义合并：设备 -> 设备备件与加工件；仅完成一级合并，保留原二级作为三级待复核,true
设备/注浆设备,设备备件与加工件/其他/注浆设备,设备备件与加工件,其他,注浆设备,0.62,一级同义合并：设备 -> 设备备件与加工件；仅完成一级合并，保留原二级作为三级待复核,true
设备/泵,设备备件与加工件/设备专用备件/设备备件,设备备件与加工件,设备专用备件,设备备件,0.94,"一级同义合并：设备 -> 设备备件与加工件；关键词规则：设备备件,电机配件,泵,输送",false
