merged_item_code,standard_name,canonical_group_path,specs,unit,source_count,source_candidate_count,alias_names,source_rows,governance_grade,governance_status,issue_type,missing_specs,governance_reason,next_action,matched_rule_key,matched_rule_label,rule_source,override_source,has_blocking_conflict,has_alias_conflict,has_unit_conflict,has_low_precision,needs_human_review,note_has_open_question,related_conflict_types,resolution_issue_types,original_composition_bucket,merge_confidence,merge_reason
REVIEW-MAT-02098,螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,强度等级: 8.8；规格: M20*60；包含: 平垫+弹垫,套,1,1,8.8级M20*60螺丝带平 弹垫,Sheet1:3279,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,true,true,true,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02099,潜水泵,设备备件与加工件/设备专用备件/设备备件,电压: 220V；功率: 370W；出口: 1寸,台,1,1,潜水泵220V/370W-1寸出口,Sheet1:3280,C,C-补关键规格,missing_specs,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02100,不锈钢单向阀,阀门/其他/单向阀,材质: 304不锈钢；公称通径: DN50,个,1,1,304不锈钢单向阀DN50,Sheet1:3281,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02101,不锈钢内六角螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,材质: 不锈钢；头型: 内六角；规格: M5*30；包含: 平垫+弹垫,套,1,1,不锈钢内六角螺丝M5*30带平弹垫,Sheet1:3282,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,true,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02102,不锈钢内六角螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,材质: 不锈钢；头型: 内六角；规格: M5*10；包含: 平垫+弹垫,套,1,1,不锈钢内六角螺丝M5*10带平弹垫,Sheet1:3283,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,true,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02103,不锈钢内六角螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,材质: 不锈钢；头型: 内六角；规格: M5*16；包含: 平垫+弹垫,套,1,1,不锈钢内六角螺丝M5*16带平弹垫,Sheet1:3284,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,true,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02104,不锈钢螺母,紧固件/螺纹紧固件/螺母垫圈,材质: 不锈钢；规格: M5,个,1,1,不锈钢M5螺母,Sheet1:3285,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02105,不锈钢螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,材质: 不锈钢；规格: M6*20；包含: 平垫+弹垫,套,1,1,不锈钢M6*20螺丝带平弹垫,Sheet1:3286,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,true,true,true,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02106,脱漆剂,化工油漆胶粘/其他/脱漆剂,类型: 脱漆剂,瓶,1,1,脱漆剂,Sheet1:3287,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02107,加厚油布,工程建材/其他/油布,特征: 加厚；尺寸: 6m*6m,块,1,1,加厚油布6m*6m,Sheet1:3288,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02108,高强度全螺纹丝杆,紧固件/其他/螺杆,强度等级: 10.9；规格: M12*1m；原始: 全芽,根,1,1,10.9级M12*1m全芽丝杆,Sheet1:3291,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,true,true,true,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02109,五点式安全带,安全防护/高处与水域防护/高处防护,类型: 五点式,副,1,1,五点式安全带,Sheet1:3292,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02110,螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,强度等级: 8.8；规格: M20*200；包含: 平垫+弹垫,套,1,1,8.8级M20*200螺丝带平 弹垫,Sheet1:3294,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,true,true,true,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02111,镀锌外丝直接,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 外丝；规格: 6分；长度: 100mm,个,1,1,镀锌外丝直接6分*100mm,Sheet1:3295,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02112,不锈钢双外丝变径接头,管道管件/金属管件/钢制管件,材质: 304不锈钢；连接: 双外丝；规格: 2寸/1.5寸,个,1,1,304不锈钢双外丝变径2寸/1.5寸,Sheet1:3296,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02113,不锈钢双外丝变径接头,管道管件/金属管件/钢制管件,材质: 304不锈钢；连接: 双外丝；规格: 1.5寸/1.2寸,个,1,1,304不锈钢双外丝变径1.5寸/1.2寸,Sheet1:3297,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02114,泥浆管接头加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；连接: 焊接；管径: Φ168；用途: 泥浆管,个,1,1,加工焊接泥浆管接头Φ168,Sheet1:3298,C,C-补关键规格,missing_specs,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02115,轴向压力表,仪器仪表/其他/压力仪表,类型: 轴向；仪表: 压力表,个,1,1,轴向压力表,Sheet1:3300,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02116,PVC钢丝软管,管道管件/其他/塑料软管,材质: PVC；结构: 钢丝增强；规格: 1寸,米,1,1,PVC钢丝软管1寸,Sheet1:3301,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02117,卡箍,管道管件/管道紧固/管夹卡箍,规格: 50；类型: 卡箍,个,1,1,卡箍50,Sheet1:3302,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02118,镀锌外丝直接,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 外丝；规格: 1寸；长度: 100mm,个,1,1,镀锌外丝直接1寸*100mm,Sheet1:3303,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02119,镀锌变径接头,管道管件/金属管件/镀锌管件,表面: 镀锌；规格: 1寸/6分；类型: 大小头/变径,个,1,1,镀锌大小头1寸/6分,Sheet1:3304,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02120,不锈钢外丝变径接头,管道管件/金属管件/钢制管件,材质: 304不锈钢；连接: 外丝；规格: 6分/4分,个,1,1,304不锈钢外丝变径6分/4分,Sheet1:3305,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02121,防护罩加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；尺寸: 1.2米*2.7米*0.8米,个,1,1,加工防护罩1.2米*2.7米*0.8米,Sheet1:3306,C,C-补关键规格,missing_specs,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02122,橡胶垫片,密封件/垫片盘根/垫片盘根,材质: 橡胶；规格: 50,个,1,1,橡胶垫片50,Sheet1:3307,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02123,螺纹锁固胶,化工油漆胶粘/胶粘密封/胶粘剂,品牌: 乐泰；型号: 243,瓶,1,1,乐泰243胶水,Sheet1:3308,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,equipment_part,设备备件与加工件,rules_yaml,,true,true,true,false,false,false,alias_conflict；unit_conflict,alias_conflict；unit_conflict,冲突-别名一对多,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-02124,发泡胶,化工油漆胶粘/胶粘密封/胶粘剂,类型: 发泡胶,瓶,1,1,发泡胶,Sheet1:3309,C,C-补关键规格,missing_specs,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02125,复合吸油棉,行政办公与清洁/清洁用品/清洁工具耗材,材质/类型: 复合；尺寸: 400*500*5,张,1,1,复合吸油棉400*500*5,Sheet1:3310,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02126,PVC管加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；材质: PVC；直径: Φ200；长度: 1.5m,根,1,1,加工PVC管Φ200*1.5m,Sheet1:3311,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02127,PVC直接,管道管件/塑料管件/PVC管件,材质: PVC；直径: Φ200；类型: 直接,个,1,1,PVC管Φ200直接,Sheet1:3312,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02128,PVC胶水,化工油漆胶粘/胶粘密封/胶粘剂,用途: PVC粘接,瓶,1,1,PVC胶水,Sheet1:3313,C,C-补关键规格,missing_specs,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
REVIEW-MAT-02129,膨胀螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: Φ10,支,1,1,膨胀螺丝Φ10,Sheet1:3314,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02130,镀锌骑马卡,管道管件/管道紧固/管夹卡箍,表面: 镀锌；规格: Φ200；类型: 骑马卡,个,1,1,镀锌骑马卡Φ200,Sheet1:3315,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02131,不锈钢排气阀,阀门/其他/排气阀,材质: 不锈钢；特征: 大帽,个,1,1,不锈钢大帽排气阀,Sheet1:3317,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02132,自攻螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M4,个,1,1,自攻螺丝M4,Sheet1:3318,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02133,遮阳伞,行政办公与清洁/生活后勤/生活用品,规格: 2.2m；类型: 大遮阳伞,把,1,1,大遮阳伞2.2m,Sheet1:3321,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,true,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02134,尖嘴钳,工具器具/手动工具/通用手动工具,品牌: 世达；规格: 6寸；类型: 尖嘴钳,把,1,1,世达尖嘴钳6寸,Sheet1:3324,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02135,钻尾螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M5.5*80；包装: 大盒,盒,1,1,钻尾螺丝M5.5*80大盒,Sheet1:3325,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02136,垃圾袋,行政办公与清洁/清洁用品/清洁工具耗材,尺寸: 1m*1.2m,条,2,2,垃圾袋1m*1.2m,Sheet1:3326；Sheet1:3658,C,C-补关键规格,missing_specs,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.70,exact_name_group_unit_specs;low_precision
REVIEW-MAT-02137,钻头,工具器具/工具耗材/钻头,直径: Φ14；长度: 150,支,1,1,钻头Φ14*150,Sheet1:3327,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02138,编织袋,包装与标识/袋箱膜包装/袋箱膜,尺寸: 0.8m*1.2m,条,1,1,编织袋0.8m*1.2m,Sheet1:3328,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02139,内六角螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,强度等级: 8.8；头型: 内六角；规格: M10*50；包含: 螺母,套,1,1,8.8级内六角螺丝M10*50带螺母,Sheet1:3329,C,C-补关键规格,needs_note_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,true,false,true,,needs_note_review,需复核-备注问题,1.00,single_candidate
REVIEW-MAT-02140,供水增压泵,设备备件与加工件/设备专用备件/设备备件,用途: 供水增压,台,1,1,供水增压泵,Sheet1:3333,C,C-补关键规格,missing_specs,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02141,水泵自动控制开关,电气与自动化/其他/泵控制,用途: 水泵自动控制,台,1,1,水泵自动控制开关,Sheet1:3334,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02142,不锈钢保温水箱,行政办公与清洁/生活后勤/生活用品,容量: 5T；材质: 不锈钢；形状: 圆形；特性: 保温,个,1,1,5T不锈钢圆形保温水箱,Sheet1:3335,C,C-补关键规格,missing_specs,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02143,不锈钢补水球阀,阀门/通用阀门/球阀,材质: 不锈钢；用途: 补水；规格: 4寸,个,1,1,4寸不锈钢补水球阀,Sheet1:3336,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02144,PPR截止阀,管道管件/塑料管件/PPR管件,品牌: 公元；材质: PPR；规格: 32；类型: 截止阀,个,1,1,公元PPR32截止阀,Sheet1:3338,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02145,不锈钢球阀,阀门/通用阀门/球阀,材质: 不锈钢；规格: 32,个,1,1,不锈钢球阀32,Sheet1:3339,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02146,PPR管,管道管件/塑料管件/PPR管件,品牌: 公元；材质: PPR；规格: 32,米,1,1,公元PPR32管,Sheet1:3340,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02147,PPR三通,管道管件/塑料管件/PPR管件,品牌: 公元；材质: PPR；规格: 32；类型: 三通,个,1,1,公元PPR32三通,Sheet1:3341,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02148,PPR弯头,管道管件/塑料管件/PPR管件,品牌: 公元；材质: PPR；规格: 32；类型: 弯头,个,1,1,公元PPR32弯头,Sheet1:3342,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02149,PPR直接,管道管件/塑料管件/PPR管件,品牌: 公元；材质: PPR；规格: 32；类型: 直接,个,1,1,公元PPR32直接,Sheet1:3343,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02150,电缆,电气与自动化/电线电缆与敷设/电线电缆,规格: 4*4平方,米,1,1,电缆线4*4平方,Sheet1:3347,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02151,除胶剂,化工油漆胶粘/胶粘密封/胶粘剂,类型: 除胶剂,瓶,1,1,除胶剂,Sheet1:3351,C,C-补关键规格,missing_specs,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02152,泡沫清洗剂,化工油漆胶粘/油品化学品/清洗化学品,类型: 泡沫清洗剂,瓶,1,1,泡沫清洗剂,Sheet1:3352,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02153,镀锌接地桩套件,电气与自动化/其他/接地材料,表面: 镀锌；规格: 18*1m；配置: 带螺丝,根,1,1,镀锌接地桩18*1m带螺丝,Sheet1:3355,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02154,地毯刷,行政办公与清洁/清洁用品/清洁工具耗材,用途: 地毯清洁,个,1,1,地毯刷,Sheet1:3356,C,C-补关键规格,missing_specs,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02155,棉毛巾,行政办公与清洁/生活后勤/生活用品,材质: 棉；类型: 毛巾,条,1,1,棉毛巾,Sheet1:3357,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-02156,竹梯,工具器具/其他/登高工具,材质: 竹；长度: 6米,部,1,1,6米竹梯,Sheet1:3359,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02157,全身式安全带,安全防护/高处与水域防护/高处防护,类型: 全身式；配置: 大钩,条,1,1,全身大钩安全带,Sheet1:3362,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-02158,折叠圆桌,行政办公与清洁/生活后勤/生活用品,直径/规格: 1.5米；结构: 折叠；形状: 圆桌,张,1,1,1.5米折叠圆桌,Sheet1:3363,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
