item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at
SPARE-000120	O型圈套装	O型圈套装 ABC 派克	套装：ABC；品牌：派克		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	盒	盒	1	141.67	CNY	按盒估价，单价对应单位=盒；按物料族“密封过滤件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4167；金额按四舍五入保留两位小数。	派克O型圈套装ABC；O型圈套装	SPARE-000120 O型圈套装 O型圈套装 ABC 派克 套装：ABC；品牌：派克 派克O型圈套装ABC；O型圈套装 密封过滤件 派克	派克		active	standard	auto_select_allowed	SPARE-000120	1		2026-07-08
SPARE-000121	压力表	压力表 16MPa	量程：16MPa		设备备件/泵类配件	设备备件	泵类配件	泵类配件	件	件	1	31.67	CNY	按件估价，单价对应单位=件；按物料族“泵类配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.6333；金额按四舍五入保留两位小数。	注浆泵连杆压力表16MPa；注浆泵连杆压力表	SPARE-000121 压力表 压力表 16MPa 量程：16MPa 注浆泵连杆压力表16MPa；注浆泵连杆压力表 泵类配件			active	standard	auto_select_allowed	SPARE-000121	1		2026-07-08
SPARE-000122	电机	电机 5.5kW 380V	功率：5.5kW；电压：380V		设备备件/电机/驱动件（候选）	设备备件	电机/驱动件（候选）	电机/驱动件（候选）	台	台	1	949.95	CNY	按1台估价；按物料族“电机/驱动件（候选）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6333；金额按四舍五入保留两位小数。	电机5.5KW；电机	SPARE-000122 电机 电机 5.5kW 380V 功率：5.5kW；电压：380V 电机5.5KW；电机 电机/驱动件（候选）			active	standard	auto_select_allowed	SPARE-000122	1		2026-07-08
SPARE-000123	管道泵	管道泵 5.5kW 50	功率：5.5kW；口径：50mm(2寸)；电压：380V；扬程：30m		施工机具设备/泵类设备	施工机具设备	泵类设备	泵类设备	台	台	1	2244.00	CNY	按台估价；按物料族“泵类设备”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.0200；金额按四舍五入保留两位小数。	管道泵5.5KW-50；管道泵	SPARE-000123 管道泵 管道泵 5.5kW 50 功率：5.5kW；口径：50mm(2寸)；电压：380V；扬程：30m 管道泵5.5KW-50；管道泵 泵类设备			active	standard	auto_select_allowed	SPARE-000123	1		2026-07-08
SPARE-000124	滤芯	滤芯 Φ160*505	尺寸：Φ160*505		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	个	个	1	113.34	CNY	按个估价，单价对应单位=个；按物料族“密封过滤件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4167；金额按四舍五入保留两位小数。	进口滤芯Φ160*505；滤芯	SPARE-000124 滤芯 滤芯 Φ160*505 尺寸：Φ160*505 进口滤芯Φ160*505；滤芯 密封过滤件			active	standard	auto_select_allowed	SPARE-000124	1		2026-07-08
SPARE-000125	叶轮	叶轮 QJB-960S 不锈钢	适配型号：QJB-960S；材质：不锈钢		设备备件/传动件	设备备件	传动件	传动件	个	个	1	596.00	CNY	按个估价，单价对应单位=个；按物料族“传动件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.9800；金额按四舍五入保留两位小数。	不锈钢搅拌机叶轮QJB-960S；搅拌机叶轮	SPARE-000125 叶轮 叶轮 QJB-960S 不锈钢 适配型号：QJB-960S；材质：不锈钢 不锈钢搅拌机叶轮QJB-960S；搅拌机叶轮 传动件			active	standard	auto_select_allowed	SPARE-000125	1		2026-07-08
SPARE-000126	O型圈	O型圈 63*5 NBR	内径：63mm；线径：5mm；材质：NBR		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	只	只	1	4.25	CNY	按只估价，单价对应单位=只；按物料族“密封过滤件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4167；金额按四舍五入保留两位小数。	O型圈63*5; O型圈	SPARE-000126 O型圈 O型圈 63*5 NBR 内径：63mm；线径：5mm；材质：NBR O型圈63*5; O型圈 密封过滤件			active	standard	auto_select_allowed	SPARE-000126	1		2026-07-08
SPARE-000127	方柱	方柱 70mm*70mm*1m 钢	截面：70x70mm；长度：1m；材质：钢		定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	根	根	1	104.00	CNY	按定制钢方柱70*70*1m估价，单位根；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	加工方柱70mm*70mm*1m；方柱加工件	SPARE-000127 方柱 方柱 70mm*70mm*1m 钢 截面：70x70mm；长度：1m；材质：钢 加工方柱70mm*70mm*1m；方柱加工件 定制结构件			active	standard	auto_select_allowed	SPARE-000127	1		2026-07-08
SPARE-000128	方柱	方柱 70mm*70mm*0.3m 钢	截面：70x70mm；长度：0.3m；材质：钢		定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	根	根	1	41.60	CNY	按定制钢方柱70*70*0.3m估价，单位根；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	加工方柱70mm*70mm*0.3m；方柱加工件	SPARE-000128 方柱 方柱 70mm*70mm*0.3m 钢 截面：70x70mm；长度：0.3m；材质：钢 加工方柱70mm*70mm*0.3m；方柱加工件 定制结构件			active	standard	auto_select_allowed	SPARE-000128	1		2026-07-08
SPARE-000129	导流罩	导流罩 QJB-4/6 不锈钢	适配型号：QJB-4/6；材质：不锈钢		设备备件/搅拌机配件（候选）	设备备件	搅拌机配件（候选）	搅拌机配件（候选）	只	只	1	950.01	CNY	按只估价，单价对应单位=只；按物料族“搅拌机配件（候选）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=3.1667；金额按四舍五入保留两位小数。	导流罩QJB-4/6；导流罩	SPARE-000129 导流罩 导流罩 QJB-4/6 不锈钢 适配型号：QJB-4/6；材质：不锈钢 导流罩QJB-4/6；导流罩 搅拌机配件（候选）			active	standard	auto_select_allowed	SPARE-000129	1		2026-07-08
SPARE-000130	叶轮	叶轮 QJB-4/6	适配型号：QJB-4/6		设备备件/传动件	设备备件	传动件	传动件	个	个	1	357.60	CNY	按个估价，单价对应单位=个；按物料族“传动件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.9800；金额按四舍五入保留两位小数。	叶轮QJB-4/6；叶轮	SPARE-000130 叶轮 叶轮 QJB-4/6 适配型号：QJB-4/6 叶轮QJB-4/6；叶轮 传动件			active	standard	auto_select_allowed	SPARE-000130	1		2026-07-08
SPARE-000131	叶轮	叶轮 QJB-2/8	适配型号：QJB-2/8		设备备件/传动件	设备备件	传动件	传动件	个	个	1	298.00	CNY	按个估价，单价对应单位=个；按物料族“传动件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.9800；金额按四舍五入保留两位小数。	叶轮QJB-2/8；叶轮	SPARE-000131 叶轮 叶轮 QJB-2/8 适配型号：QJB-2/8 叶轮QJB-2/8；叶轮 传动件			active	standard	auto_select_allowed	SPARE-000131	1		2026-07-08
SPARE-000132	叶轮	叶轮 QJB-5/8	适配型号：QJB-5/8		设备备件/传动件	设备备件	传动件	传动件	个	个	1	417.20	CNY	按个估价，单价对应单位=个；按物料族“传动件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.9800；金额按四舍五入保留两位小数。	叶轮QJB-5/8；叶轮	SPARE-000132 叶轮 叶轮 QJB-5/8 适配型号：QJB-5/8 叶轮QJB-5/8；叶轮 传动件			active	standard	auto_select_allowed	SPARE-000132	1		2026-07-08
SPARE-000133	角钢	角钢 40 加工件 1.5m	规格：40x40mm角铁；长度：1.5m；材质：碳钢		定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	根	根	1	52.00	CNY	按定制角钢40*1.5m估价，单位根；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	加工40角铁1.5米长；角钢加工件	SPARE-000133 角钢 角钢 40 加工件 1.5m 规格：40x40mm角铁；长度：1.5m；材质：碳钢 加工40角铁1.5米长；角钢加工件 定制结构件			active	standard	auto_select_allowed	SPARE-000133	1		2026-07-08
SPARE-000134	机械密封	机械密封 109-35 合金钢	材质：合金钢；型号：109-35		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	套	套	1	113.34	CNY	按套估价，单价对应单位=套；按物料族“密封过滤件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4167；金额按四舍五入保留两位小数。	合金钢机密封109-35；机械密封	SPARE-000134 机械密封 机械密封 109-35 合金钢 材质：合金钢；型号：109-35 合金钢机密封109-35；机械密封 密封过滤件			active	standard	auto_select_allowed	SPARE-000134	1		2026-07-08
SPARE-000135	黄油泵	黄油泵 6L 3出口 带时控器	容量：6L；出口数：3出口；驱动：电动；配置：带时控器；电压：220V		施工机具设备/泵油润滑设备	施工机具设备	泵油润滑设备	泵油润滑设备	台	台	1	1280.04	CNY	按台估价；按物料族“泵油润滑设备”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0667；金额按四舍五入保留两位小数。	电动油脂泵6L-3出口带时控器；电动油脂泵	SPARE-000135 黄油泵 黄油泵 6L 3出口 带时控器 容量：6L；出口数：3出口；驱动：电动；配置：带时控器；电压：220V 电动油脂泵6L-3出口带时控器；电动油脂泵 泵油润滑设备			active	standard	auto_select_allowed	SPARE-000135	1		2026-07-08
SPARE-000136	泥浆泵活塞	泥浆泵活塞 BW-250	适配型号：BW-250		设备备件/泵类配件	设备备件	泵类配件	泵类配件	只	只	1	76.00	CNY	按只估价，单价对应单位=只；按物料族“泵类配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.6333；金额按四舍五入保留两位小数。	泥浆泵活塞BW-250；泥浆泵活塞	SPARE-000136 泥浆泵活塞 泥浆泵活塞 BW-250 适配型号：BW-250 泥浆泵活塞BW-250；泥浆泵活塞 泵类配件			active	standard	auto_select_allowed	SPARE-000136	1		2026-07-08
SPARE-000137	泥浆泵活塞	泥浆泵活塞 BW-150	适配型号：BW-150		设备备件/泵类配件	设备备件	泵类配件	泵类配件	只	只	1	63.33	CNY	按只估价，单价对应单位=只；按物料族“泵类配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.6333；金额按四舍五入保留两位小数。	泥浆泵活塞BW-150；泥浆泵活塞	SPARE-000137 泥浆泵活塞 泥浆泵活塞 BW-150 适配型号：BW-150 泥浆泵活塞BW-150；泥浆泵活塞 泵类配件			active	standard	auto_select_allowed	SPARE-000137	1		2026-07-08
SPARE-000138	水封	水封 VS-75	型号：VS-75		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	只	只	1	42.50	CNY	按只估价，单价对应单位=只；按物料族“密封过滤件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4167；金额按四舍五入保留两位小数。	水封VS-75；水封	SPARE-000138 水封 水封 VS-75 型号：VS-75 水封VS-75；水封 密封过滤件			active	standard	auto_select_allowed	SPARE-000138	1		2026-07-08
SPARE-000139	潜水泵	潜水泵 370W 220V 1寸	电压：220V；功率：370W；出口口径：1寸(25mm)；扬程：10m		施工机具设备/泵类设备	施工机具设备	泵类设备	泵类设备	台	台	1	306.00	CNY	按台估价；按物料族“泵类设备”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.0200；金额按四舍五入保留两位小数。	潜水泵220V/370W-1寸出口；潜水泵	SPARE-000139 潜水泵 潜水泵 370W 220V 1寸 电压：220V；功率：370W；出口口径：1寸(25mm)；扬程：10m 潜水泵220V/370W-1寸出口；潜水泵 泵类设备			active	standard	auto_select_allowed	SPARE-000139	1		2026-07-08
SPARE-000140	增压泵	增压泵 供水	用途：供水；电压：220V；功率：0.75kW；口径：25mm		施工机具设备/泵类设备	施工机具设备	泵类设备	泵类设备	台	台	1	510.00	CNY	按台估价；按物料族“泵类设备”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.0200；金额按四舍五入保留两位小数。	供水增压泵	SPARE-000140 增压泵 增压泵 供水 用途：供水；电压：220V；功率：0.75kW；口径：25mm 供水增压泵 泵类设备			active	standard	auto_select_allowed	SPARE-000140	1		2026-07-08
SPARE-000141	控制开关	控制开关 水泵自动控制	用途：水泵自动控制		电气电料/低压电器	电气电料	低压电器	低压电器	台	台	1	50.00	CNY	按台估价；按物料族“低压电器”抽样复核中位数调整；样本数=5；可靠性=high；调整系数=1.0000；金额按四舍五入保留两位小数。	水泵自动控制开关	SPARE-000141 控制开关 控制开关 水泵自动控制 用途：水泵自动控制 水泵自动控制开关 低压电器			active	standard	auto_select_allowed	SPARE-000141	1		2026-07-08
SPARE-000142	黄油泵	黄油泵 8L 4出口 380V	容量：8L；出口数：4出口；驱动：电动；电压：380V		施工机具设备/泵油润滑设备	施工机具设备	泵油润滑设备	泵油润滑设备	台	台	1	1706.72	CNY	按台估价；按物料族“泵油润滑设备”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0667；金额按四舍五入保留两位小数。	电动油脂泵380V-8L-4出口；电动油脂泵	SPARE-000142 黄油泵 黄油泵 8L 4出口 380V 容量：8L；出口数：4出口；驱动：电动；电压：380V 电动油脂泵380V-8L-4出口；电动油脂泵 泵油润滑设备			active	standard	auto_select_allowed	SPARE-000142	1		2026-07-08
TOOL-000001	紧线器	紧线器 1T	额定载荷：1T；类型：双钩紧线器		吊装索具/葫芦/起重工具	吊装索具	葫芦/起重工具	葫芦/起重工具	套	套	1	83.96	CNY	按套估价；按物料族“葫芦/起重工具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.2917；金额按四舍五入保留两位小数。	1T紧线器；紧线器	TOOL-000001 紧线器 紧线器 1T 额定载荷：1T；类型：双钩紧线器 1T紧线器；紧线器 葫芦/起重工具			active	standard	auto_select_allowed	TOOL-000001	1		2026-07-08
TOOL-000002	剥线钳	剥线钳 多功能 世达	功能：多功能；适用线径：0.5-2.5mm²		工具量具/钳类	工具量具	钳类	钳类	把	把	1	78.52	CNY	按把估价；按物料族“钳类”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.2433；金额按四舍五入保留两位小数。	世达多功能剥线钳；多功能剥线钳；剥线钳	TOOL-000002 剥线钳 剥线钳 多功能 世达 功能：多功能；适用线径：0.5-2.5mm² 世达多功能剥线钳；多功能剥线钳；剥线钳 钳类 世达	世达		active	standard	auto_select_allowed	TOOL-000002	1		2026-07-08
TOOL-000003	测电笔	测电笔 断点检测	检测方式：感应；功能：断点检测；额定电压：100-500V		工具量具/测量工具	工具量具	测量工具	测量工具	支	支	1	34.67	CNY	按支估价；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	找断点电笔；断点检测电笔	TOOL-000003 测电笔 测电笔 断点检测 检测方式：感应；功能：断点检测；额定电压：100-500V 找断点电笔；断点检测电笔 测量工具			active	standard	auto_select_allowed	TOOL-000003	1		2026-07-08
TOOL-000004	滚筒刷	滚筒刷 4寸	规格：4寸		工具耗材/刷涂耗材	工具耗材	刷涂耗材	刷涂耗材	只	只	1	4.67	CNY	按只估价，滚筒刷；按物料族“刷涂耗材”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.1666；金额按四舍五入保留两位小数。	4寸滚筒；滚筒刷	TOOL-000004 滚筒刷 滚筒刷 4寸 规格：4寸 4寸滚筒；滚筒刷 刷涂耗材			active	standard	auto_select_allowed	TOOL-000004	1		2026-07-08
TOOL-000006	扫把	扫把 高粱	材质：高粱		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	把	把	1	4.75	CNY	按把计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	高粱扫把；扫把	TOOL-000006 扫把 扫把 高粱 材质：高粱 高粱扫把；扫把 清洁工具			active	standard	auto_select_allowed	TOOL-000006	1		2026-07-08
TOOL-000007	电钻	电钻 通用型	规格：通用；供电方式：锂电池；电压：21V		电动气动工具/电动工具	电动气动工具	电动工具	电动工具	台	台	1	136.00	CNY	按每台估价，按常见21V锂电钻配置；按物料族“电动工具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6800；金额按四舍五入保留两位小数。	锂电池电钻；电钻；充电电钻；大功率锂电钻；锂电钻	TOOL-000007 电钻 电钻 通用型 规格：通用；供电方式：锂电池；电压：21V 锂电池电钻；电钻；充电电钻；大功率锂电钻；锂电钻 电动工具			active	standard	auto_select_allowed	TOOL-000007	1		2026-07-08
TOOL-000010	毛刷	毛刷 4寸 羊毛	规格：4寸；材质：羊毛		工具耗材/刷涂耗材	工具耗材	刷涂耗材	刷涂耗材	把	把	1	4.67	CNY	按把估价，羊毛刷；按物料族“刷涂耗材”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.1666；金额按四舍五入保留两位小数。	4寸羊毛刷；羊毛刷；羊毛刷4寸；羊毛漆刷大号；羊毛漆刷	TOOL-000010 毛刷 毛刷 4寸 羊毛 规格：4寸；材质：羊毛 4寸羊毛刷；羊毛刷；羊毛刷4寸；羊毛漆刷大号；羊毛漆刷 刷涂耗材			active	standard	auto_select_allowed	TOOL-000010	1		2026-07-08
TOOL-000012	冲击钻头	冲击钻头 Φ6×100mm	直径：6mm；总长：100mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	7.94	CNY	按支估价；按物料族“钻头”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=1.5889；金额按四舍五入保留两位小数。	6厘冲击钻头；冲击钻头	TOOL-000012 冲击钻头 冲击钻头 Φ6×100mm 直径：6mm；总长：100mm 钻头 6厘冲击钻头；冲击钻头			active	standard	auto_select_allowed	TOOL-000012	1	DeepSeek物料族治理预览：原始资料只确认冲击结构，不推断混凝土用途；保留为通用冲击钻头。	2026-07-08
TOOL-000013	冲击钻头	冲击钻头 Φ20×200mm	直径：20mm；总长：200mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	15.89	CNY	按支估价；按物料族“钻头”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=1.5889；金额按四舍五入保留两位小数。	20厘冲击钻头；冲击钻头	TOOL-000013 冲击钻头 冲击钻头 Φ20×200mm 直径：20mm；总长：200mm 钻头 20厘冲击钻头；冲击钻头			active	standard	auto_select_allowed	TOOL-000013	1	DeepSeek物料族治理预览：原始资料只确认冲击结构，不推断混凝土用途；保留为通用冲击钻头。	2026-07-08
TOOL-000014	美工刀	美工刀 18mm 得力	刀片宽度：18mm		工具量具/刀具/刃具	工具量具	刀具/刃具	刀具/刃具	把	把	1	10.00	CNY	按把估价；按物料族“刀具/刃具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。	得力美工刀；美工刀；得力黑美工刀	TOOL-000014 美工刀 美工刀 18mm 得力 刀片宽度：18mm 得力美工刀；美工刀；得力黑美工刀 刀具/刃具 得力	得力		active	standard	auto_select_allowed	TOOL-000014	1		2026-07-08
TOOL-000015	玻璃刮	玻璃刮	规格：通用；刮条材质：橡胶		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	支	支	1	4.75	CNY	按支计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	玻璃刮	TOOL-000015 玻璃刮 玻璃刮 规格：通用；刮条材质：橡胶 玻璃刮 清洁工具			active	standard	auto_select_allowed	TOOL-000015	1		2026-07-08
TOOL-000016	胶枪	胶枪 玻璃胶	适用材料：玻璃胶；类型：半圆		工具量具/胶枪/施胶工具（候选新增）	工具量具	胶枪/施胶工具（候选新增）	胶枪/施胶工具（候选新增）	把	把	1	58.67	CNY	按把估价；按物料族“胶枪/施胶工具（候选新增）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.9333；金额按四舍五入保留两位小数。	玻璃胶枪	TOOL-000016 胶枪 胶枪 玻璃胶 适用材料：玻璃胶；类型：半圆 玻璃胶枪 胶枪/施胶工具（候选新增）			active	standard	auto_select_allowed	TOOL-000016	1		2026-07-08
TOOL-000017	拖把	拖把 大	规格：大；材质：棉布		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	把	把	1	9.50	CNY	按把计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	大拖把；拖把	TOOL-000017 拖把 拖把 大 规格：大；材质：棉布 大拖把；拖把 清洁工具			active	standard	auto_select_allowed	TOOL-000017	1		2026-07-08
TOOL-000018	垃圾夹	垃圾夹 800mm	长度：800mm；材质：不锈钢		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	个	个	1	4.75	CNY	按个计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	环卫夹	TOOL-000018 垃圾夹 垃圾夹 800mm 长度：800mm；材质：不锈钢 环卫夹 清洁工具			active	standard	auto_select_allowed	TOOL-000018	1		2026-07-08
TOOL-000019	剪刀	剪刀 8寸	规格/长度：8寸		工具量具/刀具/刃具	工具量具	刀具/刃具	刀具/刃具	个	个	1	15.00	CNY	按个估价；按物料族“刀具/刃具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。		TOOL-000019 剪刀 剪刀 8寸 规格/长度：8寸 刀具/刃具			active	standard	auto_select_allowed	TOOL-000019	1		2026-07-08
TOOL-000020	卷尺	卷尺 3m 钢 得力	长度：3m；材质：钢		工具量具/测量工具	工具量具	测量工具	测量工具	把	把	1	13.87	CNY	按得力钢卷尺3m市场价估价，单价对应单位=把；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	得力3米卷尺；卷尺；得力钢卷尺3m；钢卷尺；卷尺3m	TOOL-000020 卷尺 卷尺 3m 钢 得力 长度：3m；材质：钢 得力3米卷尺；卷尺；得力钢卷尺3m；钢卷尺；卷尺3m 测量工具 得力	得力		active	standard	auto_select_allowed	TOOL-000020	1		2026-07-08
TOOL-000021	卷尺	卷尺 5m 钢 得力	长度：5m；材质：钢		工具量具/测量工具	工具量具	测量工具	测量工具	把	把	1	17.33	CNY	按得力钢卷尺5m市场价估价，单价对应单位=把；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	得力5米卷尺；卷尺；5米得力卷尺；得力卷尺5m；得力钢卷尺5m；钢卷尺；卷尺5m	TOOL-000021 卷尺 卷尺 5m 钢 得力 长度：5m；材质：钢 得力5米卷尺；卷尺；5米得力卷尺；得力卷尺5m；得力钢卷尺5m；钢卷尺；卷尺5m 测量工具 得力	得力		active	standard	auto_select_allowed	TOOL-000021	1		2026-07-08
TOOL-000022	卷尺	卷尺 10m 钢 得力	长度：10m；材质：钢		工具量具/测量工具	工具量具	测量工具	测量工具	把	把	1	26.00	CNY	按得力钢卷尺10m市场价估价，单价对应单位=把；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	得力10米卷尺；卷尺；10米得力卷尺；得力卷尺10m；得力钢卷尺10m；钢卷尺	TOOL-000022 卷尺 卷尺 10m 钢 得力 长度：10m；材质：钢 得力10米卷尺；卷尺；10米得力卷尺；得力卷尺10m；得力钢卷尺10m；钢卷尺 测量工具 得力	得力		active	standard	auto_select_allowed	TOOL-000022	1		2026-07-08
TOOL-000023	毛刷	毛刷 3寸	规格：3寸		工具耗材/刷涂耗材	工具耗材	刷涂耗材	刷涂耗材	把	把	1	2.92	CNY	按把估价，普通毛刷；按物料族“刷涂耗材”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.1666；金额按四舍五入保留两位小数。	3寸毛刷；毛刷；漆刷3寸；漆刷	TOOL-000023 毛刷 毛刷 3寸 规格：3寸 3寸毛刷；毛刷；漆刷3寸；漆刷 刷涂耗材			active	standard	auto_select_allowed	TOOL-000023	1		2026-07-08
TOOL-000024	钢丝刷	刀型钢丝刷 250mm	规格/口径：250mm；形状：刀型		工具耗材/刷涂耗材	工具耗材	刷涂耗材	刷涂耗材	把	把	1	9.33	CNY	按把估价；按物料族“刷涂耗材”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.1666；金额按四舍五入保留两位小数。	刀型钢丝刷；钢丝刷	TOOL-000024 钢丝刷 刀型钢丝刷 250mm 规格/口径：250mm；形状：刀型 刀型钢丝刷；钢丝刷 刷涂耗材			active	standard	auto_select_allowed	TOOL-000024	1		2026-07-08
TOOL-000026	电钻	电钻 21V 大艺	电压：21V；品牌：大艺；供电方式：锂电池		电动气动工具/电动工具	电动气动工具	电动工具	电动工具	台	台	1	170.00	CNY	按每台估价；按物料族“电动工具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6800；金额按四舍五入保留两位小数。	21V大艺锂电池电钻；锂电池电钻	TOOL-000026 电钻 电钻 21V 大艺 电压：21V；品牌：大艺；供电方式：锂电池 21V大艺锂电池电钻；锂电池电钻 电动工具 大艺	大艺		active	standard	auto_select_allowed	TOOL-000026	1		2026-07-08
TOOL-000027	角磨机	角磨机 锂电池 21V 大艺	供电方式：锂电池；电压：21V；砂轮片直径：100mm		电动气动工具/电动工具	电动气动工具	电动工具	电动工具	台	台	1	170.00	CNY	按每台估价；按物料族“电动工具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6800；金额按四舍五入保留两位小数。	大艺锂电池角磨机；锂电池角磨机；锂电角磨机	TOOL-000027 角磨机 角磨机 锂电池 21V 大艺 供电方式：锂电池；电压：21V；砂轮片直径：100mm 大艺锂电池角磨机；锂电池角磨机；锂电角磨机 电动工具 大艺	大艺		active	standard	auto_select_allowed	TOOL-000027	1		2026-07-08
TOOL-000028	内六角扳手	内六角扳手 19mm	规格：19mm；材质：铬钒钢		工具量具/扳手	工具量具	扳手	扳手	支	支	1	11.33	CNY	按普通品牌内六角扳手市场价估价，单价对应单位=支；按物料族“扳手”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.1333；金额按四舍五入保留两位小数。	19内六角扳手；内六角扳手	TOOL-000028 内六角扳手 内六角扳手 19mm 规格：19mm；材质：铬钒钢 19内六角扳手；内六角扳手 扳手			active	standard	auto_select_allowed	TOOL-000028	1		2026-07-08
TOOL-000029	砖刀	砖刀 200mm	长度：200mm		工具量具/刀具/刃具	工具量具	刀具/刃具	刀具/刃具	个	个	1	12.00	CNY	按个估价；按物料族“刀具/刃具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。		TOOL-000029 砖刀 砖刀 200mm 长度：200mm 刀具/刃具			active	standard	auto_select_allowed	TOOL-000029	1		2026-07-08
TOOL-000030	灰刀	灰刀 3英寸	刀口宽度：3英寸；材质：碳钢		工具量具/锤铲撬工具	工具量具	锤铲撬工具	锤铲撬工具	个	个	1	12.80	CNY	按3英寸碳钢灰刀单价估价；按物料族“锤铲撬工具”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.5600；金额按四舍五入保留两位小数。		TOOL-000030 灰刀 灰刀 3英寸 刀口宽度：3英寸；材质：碳钢 锤铲撬工具			active	standard	auto_select_allowed	TOOL-000030	1		2026-07-08
