item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at	v05_original_item_name	v05_type_id	v05_standard_name	v05_decision	v05_review	v05_validation	v05_attribute_template	v05_issues
TOOL-000217	量杯	量杯 2000ml 塑料	容量：2000ml；材质：塑料		工具量具/测量工具	工具量具	测量工具	测量工具	个	个	1	20.80	CNY	按个估价；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	2000毫升量杯；量杯	TOOL-000217 量杯 量杯 2000ml 塑料 容量：2000ml；材质：塑料 2000毫升量杯；量杯 测量工具			active	standard	auto_select_allowed	TOOL-000217	1	v0.5标准类型：MT-40E0D6744C7E；旧名称：量杯	2026-07-08	量杯	MT-40E0D6744C7E	量杯	keep：量杯名称合格	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。	frozen	容量(required)；材质(optional)	
TOOL-000218	泥浆比重计	泥浆比重计 量程0.96-2.0g/cm³	量程：0.96-2.0g/cm³；精度：0.01		工具量具/测量工具	工具量具	测量工具	测量工具	套	套	1	346.66	CNY	按套估价，含泡沫箱；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。		TOOL-000218 泥浆比重计 泥浆比重计 量程0.96-2.0g/cm³ 量程：0.96-2.0g/cm³；精度：0.01 测量工具			active	standard	auto_select_allowed	TOOL-000218	1	v0.5标准类型：MT-EC794D3C98DC；旧名称：泥浆比重计	2026-07-08	泥浆比重计	MT-EC794D3C98DC	泥浆比重计	keep：泥浆比重计名称合格	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。	frozen	量程(required)；精度(optional)	
TOOL-000221	通用钻头	钻头 10mm	材质：高速钢；直径：10mm；长度：200mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	23.83	CNY	按支估价，高速钢麻花钻；按物料族“钻头”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=1.5889；金额按四舍五入保留两位小数。	10*200钻头；钻头	TOOL-000221 钻头 钻头 10mm 材质：高速钢；直径：10mm；长度：200mm 10*200钻头；钻头 钻头			active	standard	auto_select_allowed	TOOL-000221	1	v0.5标准类型：MT-0696DA12AEBE；旧名称：钻头	2026-07-08	钻头	MT-0696DA12AEBE	通用钻头	rename：该组实为未标明专用柄型/结构的通用钻头，且“钻头”与物料族名冲突，更名为通用钻头。	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。	frozen	直径(required)；长度(required)；材质(required)；用途(optional)；品牌(optional)	
TOOL-000222	通用钻头	钻头 12mm 博世	材质：高速钢；直径：12mm；长度：200mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	28.60	CNY	按支估价，品牌博世；按物料族“钻头”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=1.5889；金额按四舍五入保留两位小数。	12*200钻头；钻头；博世钻头m12*200	TOOL-000222 钻头 钻头 12mm 博世 材质：高速钢；直径：12mm；长度：200mm 12*200钻头；钻头；博世钻头m12*200 钻头 博世	博世		active	standard	auto_select_allowed	TOOL-000222	1	v0.5标准类型：MT-0696DA12AEBE；旧名称：钻头	2026-07-08	钻头	MT-0696DA12AEBE	通用钻头	rename：该组实为未标明专用柄型/结构的通用钻头，且“钻头”与物料族名冲突，更名为通用钻头。	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。	frozen	直径(required)；长度(required)；材质(required)；用途(optional)；品牌(optional)	
TOOL-000223	通用钻头	钻头 14mm 博世	材质：高速钢；直径：14mm；长度：200mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	31.78	CNY	按支估价，品牌博世；按物料族“钻头”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=1.5889；金额按四舍五入保留两位小数。	14*200钻头；钻头；博世钻头m14*200	TOOL-000223 钻头 钻头 14mm 博世 材质：高速钢；直径：14mm；长度：200mm 14*200钻头；钻头；博世钻头m14*200 钻头 博世	博世		active	standard	auto_select_allowed	TOOL-000223	1	v0.5标准类型：MT-0696DA12AEBE；旧名称：钻头	2026-07-08	钻头	MT-0696DA12AEBE	通用钻头	rename：该组实为未标明专用柄型/结构的通用钻头，且“钻头”与物料族名冲突，更名为通用钻头。	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。	frozen	直径(required)；长度(required)；材质(required)；用途(optional)；品牌(optional)	
TOOL-000224	通用钻头	钻头 16mm	材质：高速钢；直径：16mm；长度：200mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	39.72	CNY	按支估价；按物料族“钻头”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=1.5889；金额按四舍五入保留两位小数。	16*200钻头；钻头	TOOL-000224 钻头 钻头 16mm 材质：高速钢；直径：16mm；长度：200mm 16*200钻头；钻头 钻头			active	standard	auto_select_allowed	TOOL-000224	1	v0.5标准类型：MT-0696DA12AEBE；旧名称：钻头	2026-07-08	钻头	MT-0696DA12AEBE	通用钻头	rename：该组实为未标明专用柄型/结构的通用钻头，且“钻头”与物料族名冲突，更名为通用钻头。	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。	frozen	直径(required)；长度(required)；材质(required)；用途(optional)；品牌(optional)	
TOOL-000227	通用钻头	钻头 20mm 加长型	材质：高速钢；直径：20mm；长度：800mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	55.61	CNY	按支估价，加长钻头；按物料族“钻头”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=1.5889；金额按四舍五入保留两位小数。	20*800钻头；钻头	TOOL-000227 钻头 钻头 20mm 加长型 材质：高速钢；直径：20mm；长度：800mm 20*800钻头；钻头 钻头			active	standard	auto_select_allowed	TOOL-000227	1	v0.5标准类型：MT-0696DA12AEBE；旧名称：钻头	2026-07-08	钻头	MT-0696DA12AEBE	通用钻头	rename：该组实为未标明专用柄型/结构的通用钻头，且“钻头”与物料族名冲突，更名为通用钻头。	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。	frozen	直径(required)；长度(required)；材质(required)；用途(optional)；品牌(optional)	
TOOL-000228	胶枪	胶枪 通用 世达	规格：通用；适用：玻璃胶/硅胶		工具量具/胶枪/施胶工具（候选新增）	工具量具	胶枪/施胶工具（候选新增）	胶枪/施胶工具（候选新增）	把	把	1	88.00	CNY	按把估价；按物料族“胶枪/施胶工具（候选新增）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.9333；金额按四舍五入保留两位小数。	世达胶枪；胶枪	TOOL-000228 胶枪 胶枪 通用 世达 规格：通用；适用：玻璃胶/硅胶 世达胶枪；胶枪 胶枪/施胶工具（候选新增） 世达	世达		active	standard	auto_select_allowed	TOOL-000228	1	v0.5标准类型：MT-8E0745C32BBC；旧名称：胶枪	2026-07-08	胶枪	MT-8E0745C32BBC	胶枪	keep：胶枪名称合格，适用材料设为必填	发泡剂枪与胶枪类型边界清晰，属性模板足以覆盖并区分现有SKU。	frozen	适用材料(required)；类型(optional)	
TOOL-000229	五坑钻头	五坑三槽钻头 Φ12*200	直径：Φ12；长度：200mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	31.78	CNY	按支估价；按物料族“钻头”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=1.5889；金额按四舍五入保留两位小数。	博世五坑三槽钻头Φ12*200；钻头	TOOL-000229 五坑三槽钻头 五坑三槽钻头 Φ12*200 直径：Φ12；长度：200mm 博世五坑三槽钻头Φ12*200；钻头 钻头 博世	博世		active	standard	auto_select_allowed	TOOL-000229	1	v0.5标准类型：MT-D14D58B7721A；旧名称：五坑三槽钻头	2026-07-08	五坑三槽钻头	MT-D14D58B7721A	五坑钻头	merge：五坑三槽是五坑钻头的全称/同一坑槽接口，不是独立商品类型；合并到五坑钻头。	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。	frozen	直径(required)；长度(required)；材质(optional)；品牌(optional)	
TOOL-000230	通用钻头	钻头 14mm 博世 加长	材质：高速钢；直径：14mm；长度：260mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	39.72	CNY	按支估价，加长型；按物料族“钻头”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=1.5889；金额按四舍五入保留两位小数。	博世钻头m14*260；钻头	TOOL-000230 钻头 钻头 14mm 博世 加长 材质：高速钢；直径：14mm；长度：260mm 博世钻头m14*260；钻头 钻头 博世	博世		active	standard	auto_select_allowed	TOOL-000230	1	v0.5标准类型：MT-0696DA12AEBE；旧名称：钻头	2026-07-08	钻头	MT-0696DA12AEBE	通用钻头	rename：该组实为未标明专用柄型/结构的通用钻头，且“钻头”与物料族名冲突，更名为通用钻头。	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。	frozen	直径(required)；长度(required)；材质(required)；用途(optional)；品牌(optional)	
TOOL-000231	冲孔冲头	冲孔冲头 Φ14×150mm	直径：Φ14；长度：150mm		工具耗材/刀具耗材（候选新增）	工具耗材	刀具耗材（候选新增）	刀具耗材（候选新增）	支	支	1	20.00	CNY	按支估价，冲孔冲头；按物料族“刀具耗材（候选新增）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。	冲孔冲Φ14*150；冲孔冲头	TOOL-000231 冲孔冲头 冲孔冲头 Φ14×150mm 直径：Φ14；长度：150mm 冲孔冲Φ14*150；冲孔冲头 刀具耗材（候选新增）			active	standard	auto_select_allowed	TOOL-000231	1	v0.5标准类型：MT-C5CBA3456068；旧名称：冲孔冲头	2026-07-08	冲孔冲头	MT-C5CBA3456068	冲孔冲头	keep：冲孔冲头为稳定的冲头商品类型，尺寸入属性。	刀具耗材各类型稳定，接口、规格和材质均作为属性处理，名称与属性边界清楚。	frozen	直径(required)；长度(required)	
TOOL-000232	冲孔冲头	冲孔冲头 Φ16×150mm	直径：Φ16；长度：150mm		工具耗材/刀具耗材（候选新增）	工具耗材	刀具耗材（候选新增）	刀具耗材（候选新增）	支	支	1	22.00	CNY	按支估价，冲孔冲头；按物料族“刀具耗材（候选新增）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。	冲孔冲Φ16*150；冲孔冲头	TOOL-000232 冲孔冲头 冲孔冲头 Φ16×150mm 直径：Φ16；长度：150mm 冲孔冲Φ16*150；冲孔冲头 刀具耗材（候选新增）			active	standard	auto_select_allowed	TOOL-000232	1	v0.5标准类型：MT-C5CBA3456068；旧名称：冲孔冲头	2026-07-08	冲孔冲头	MT-C5CBA3456068	冲孔冲头	keep：冲孔冲头为稳定的冲头商品类型，尺寸入属性。	刀具耗材各类型稳定，接口、规格和材质均作为属性处理，名称与属性边界清楚。	frozen	直径(required)；长度(required)	
TOOL-000235	泥桶	泥桶 5L	材质：塑料；容量：5L		包装覆盖周转/容器周转箱	包装覆盖周转	容器周转箱	容器周转箱	只	只	1	11.60	CNY	按只估价，5L塑料泥桶；按物料族“容器周转箱”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4500；金额按四舍五入保留两位小数。	泥桶	TOOL-000235 泥桶 泥桶 5L 材质：塑料；容量：5L 泥桶 容器周转箱			active	standard	auto_select_allowed	TOOL-000235	1	v0.5标准类型：MT-2956D0668F0C；旧名称：泥桶	2026-07-08	泥桶	MT-2956D0668F0C	泥桶	keep：泥桶为独立建筑用桶类型。	周转箱、收纳箱及各桶类、纸箱结构类型清楚，尺寸、容量、带盖、材质等属性足以区分SKU。	frozen	材质(optional)；容量(optional)	
TOOL-000236	毛刷	毛刷 3寸 羊毛	规格：3寸；材质：羊毛		工具耗材/刷涂耗材	工具耗材	刷涂耗材	刷涂耗材	把	把	1	4.08	CNY	按把估价，羊毛刷；按物料族“刷涂耗材”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.1666；金额按四舍五入保留两位小数。	羊毛刷3寸；羊毛刷	TOOL-000236 毛刷 毛刷 3寸 羊毛 规格：3寸；材质：羊毛 羊毛刷3寸；羊毛刷 刷涂耗材			active	standard	auto_select_allowed	TOOL-000236	1	v0.5标准类型：MT-5FDDB6494DEB；旧名称：毛刷	2026-07-08	毛刷	MT-5FDDB6494DEB	毛刷	keep：毛刷为稳定刷涂耗材类型，规格和材质入属性。	刷涂耗材各类型边界清楚，材质、规格和柄体特征均入属性，未发现实质问题。	frozen	口径(required)；刷毛材质(optional)	
TOOL-000238	角磨机	角磨机 交流 220V 100mm	供电方式：交流；电压：220V；砂轮片直径：100mm		电动气动工具/电动工具	电动气动工具	电动工具	电动工具	台	台	1	68.00	CNY	按每台估价；按物料族“电动工具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6800；金额按四舍五入保留两位小数。	东城角磨机；角磨机	TOOL-000238 角磨机 角磨机 交流 220V 100mm 供电方式：交流；电压：220V；砂轮片直径：100mm 东城角磨机；角磨机 电动工具 东城	东城		active	standard	auto_select_allowed	TOOL-000238	1	v0.5标准类型：MT-3D0E3C5F5114；旧名称：角磨机	2026-07-08	角磨机	MT-3D0E3C5F5114	角磨机	keep：商品结构独立，供电方式、电压、砂轮片直径和配置作为SKU属性。	所有类型按工具结构和供电方式区分，无品牌/尺寸混入标准名，属性模板覆盖现有SKU。	frozen	供电方式(required)；电压(required)；砂轮片直径(required)；配置(optional)；品牌(optional)	
TOOL-000239	螺丝刀	十字螺丝刀 6*100 世达	头型：十字；规格：6*100mm；材质：铬钒钢		工具量具/螺丝刀/批类	工具量具	螺丝刀/批类	螺丝刀/批类	把	把	1	10.00	CNY	按把估价；按物料族“螺丝刀/批类”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。	世达螺丝刀十字；十字螺丝刀；螺丝刀	TOOL-000239 螺丝刀 十字螺丝刀 6*100 世达 头型：十字；规格：6*100mm；材质：铬钒钢 世达螺丝刀十字；十字螺丝刀；螺丝刀 螺丝刀/批类 世达	世达		active	standard	auto_select_allowed	TOOL-000239	1	v0.5标准类型：MT-40E3F8410CEE；旧名称：螺丝刀	2026-07-08	螺丝刀	MT-40E3F8410CEE	螺丝刀	keep：螺丝刀名称合格	螺丝刀/批类3项类型与3项名称决策均通过，电动/手动/取出器边界清楚，旧名称覆盖完整。	frozen	头型(required)；规格(required)；材质(optional)；类型(optional)	
TOOL-000240	吹尘枪	吹尘枪 1/4英寸	接口：1/4英寸		电动气动工具/气动工具	电动气动工具	气动工具	气动工具	把	把	1	19.50	CNY	按每把估价；按物料族“气动工具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.3000；金额按四舍五入保留两位小数。	世达吹尘枪；吹尘枪	TOOL-000240 吹尘枪 吹尘枪 1/4英寸 接口：1/4英寸 世达吹尘枪；吹尘枪 气动工具 世达	世达		active	standard	auto_select_allowed	TOOL-000240	1	v0.5标准类型：MT-06D5260D2301；旧名称：吹尘枪	2026-07-08	吹尘枪	MT-06D5260D2301	吹尘枪	keep：现有名称已是稳定商品类型，接口作为SKU属性。	气动工具族类型边界和属性覆盖均未发现实质问题。	frozen	接口(required)	
TOOL-000242	两用扳手	两用扳手 16mm 世达	口径：16mm；材质：铬钒钢		工具量具/扳手	工具量具	扳手	扳手	把	把	1	17.00	CNY	按世达品牌扳手市场价估价，单价对应单位=把；按物料族“扳手”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.1333；金额按四舍五入保留两位小数。	世达M16梅花开口两用扳手；两用扳手	TOOL-000242 两用扳手 两用扳手 16mm 世达 口径：16mm；材质：铬钒钢 世达M16梅花开口两用扳手；两用扳手 扳手 世达	世达		active	needs_review	auto_select_allowed	TOOL-000242	1		2026-07-08	两用扳手			keep：两用扳手为开口+梅花同规格双头结构，类型独立。	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
TOOL-000244	毛刷	毛刷 2.5寸 羊毛	规格：2.5寸；材质：羊毛		工具耗材/刷涂耗材	工具耗材	刷涂耗材	刷涂耗材	把	把	1	3.50	CNY	按把估价，羊毛刷；按物料族“刷涂耗材”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.1666；金额按四舍五入保留两位小数。	羊毛刷2.5寸；羊毛刷	TOOL-000244 毛刷 毛刷 2.5寸 羊毛 规格：2.5寸；材质：羊毛 羊毛刷2.5寸；羊毛刷 刷涂耗材			active	standard	auto_select_allowed	TOOL-000244	1	v0.5标准类型：MT-5FDDB6494DEB；旧名称：毛刷	2026-07-08	毛刷	MT-5FDDB6494DEB	毛刷	keep：毛刷为稳定刷涂耗材类型，规格和材质入属性。	刷涂耗材各类型边界清楚，材质、规格和柄体特征均入属性，未发现实质问题。	frozen	口径(required)；刷毛材质(optional)	
TOOL-000246	气体减压器	减压表 氩气	适用气体：氩气；接口：G5/8		焊接切割/气体减压附件	焊接切割	气体减压附件	气体减压附件	个	个	1	153.12	CNY	按常见工程采购价估算，单价对应单位=个；按物料族“气体减压附件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.5312；金额按四舍五入保留两位小数。	氩气表；氩气减压表	TOOL-000246 减压表 减压表 氩气 适用气体：氩气；接口：G5/8 氩气表；氩气减压表 气体减压附件			active	standard	auto_select_allowed	TOOL-000246	1	v0.5标准类型：MT-D19163844356；旧名称：减压表	2026-07-08	减压表	MT-D19163844356	气体减压器	rename：原名称“减压表”是俗称，统一为气体减压器；与不带表的减压阀和总成区分。	气体减压附件族各类型和名称决定基于证据，区分合理，属性模板足以覆盖现有采购SKU。	frozen	介质(required)；接口(required)	
TOOL-000247	扫把	扫把 竹	材质：竹		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	把	把	1	5.70	CNY	按把计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	竹扫把	TOOL-000247 扫把 扫把 竹 材质：竹 竹扫把 清洁工具			active	standard	auto_select_allowed	TOOL-000247	1	v0.5标准类型：MT-C50DDC6D6023；旧名称：扫把	2026-07-08	扫把	MT-C50DDC6D6023	扫把	keep：名称稳定；材质和规格作为SKU属性。	清洁工具族各类型和名称决定均基于证据，边界清晰，属性模板足以区分现有采购SKU。	frozen	材质(optional)；规格(optional)	
TOOL-000248	螺纹规	螺纹规 公制60度 套装	制式：公制；牙型角：60度；范围：M3-M20		工具量具/测量工具	工具量具	测量工具	测量工具	套	套	1	78.00	CNY	按套估价；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	牙规；螺纹规	TOOL-000248 螺纹规 螺纹规 公制60度 套装 制式：公制；牙型角：60度；范围：M3-M20 牙规；螺纹规 测量工具			active	standard	auto_select_allowed	TOOL-000248	1	v0.5标准类型：MT-5E0856208ABB；旧名称：螺纹规	2026-07-08	螺纹规	MT-5E0856208ABB	螺纹规	keep：螺纹规名称合格	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。	frozen	标准(required)；牙型角(optional)；量程(optional)	
TOOL-000252	铲刀	铲刀 50mm 合金钢	材质：合金钢；宽度：50mm		工具量具/刀具/刃具	工具量具	刀具/刃具	刀具/刃具	把	把	1	10.00	CNY	按把估价；按物料族“刀具/刃具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。		TOOL-000252 铲刀 铲刀 50mm 合金钢 材质：合金钢；宽度：50mm 刀具/刃具			active	standard	auto_select_allowed	TOOL-000252	1	v0.5标准类型：MT-E354392422A9；旧名称：铲刀	2026-07-08	铲刀	MT-E354392422A9	铲刀	keep：铲刀名称合格，材质与宽度均为必填	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。	frozen	材质(required)；宽度(required)	
TOOL-000254	角磨机	角磨机 锂电池 20V 二电一充	供电方式：锂电池；电压：20V；砂轮片直径：100mm；配置：二电一充		电动气动工具/电动工具	电动气动工具	电动工具	电动工具	套	套	1	204.00	CNY	按每套估价；按物料族“电动工具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6800；金额按四舍五入保留两位小数。	东成锂电角磨机二电一充；锂电角磨机套装	TOOL-000254 角磨机 角磨机 锂电池 20V 二电一充 供电方式：锂电池；电压：20V；砂轮片直径：100mm；配置：二电一充 东成锂电角磨机二电一充；锂电角磨机套装 电动工具 东成	东成		active	standard	auto_select_allowed	TOOL-000254	1	v0.5标准类型：MT-3D0E3C5F5114；旧名称：角磨机	2026-07-08	角磨机	MT-3D0E3C5F5114	角磨机	keep：商品结构独立，供电方式、电压、砂轮片直径和配置作为SKU属性。	所有类型按工具结构和供电方式区分，无品牌/尺寸混入标准名，属性模板覆盖现有SKU。	frozen	供电方式(required)；电压(required)；砂轮片直径(required)；配置(optional)；品牌(optional)	
TOOL-000255	拖把	拖把 棉	材质：棉		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	把	把	1	8.55	CNY	按把计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	棉拖把	TOOL-000255 拖把 拖把 棉 材质：棉 棉拖把 清洁工具			active	standard	auto_select_allowed	TOOL-000255	1	v0.5标准类型：MT-310EA2FFDD11；旧名称：拖把	2026-07-08	拖把	MT-310EA2FFDD11	拖把	keep：名称稳定；拖头材质和规格作为SKU属性。	清洁工具族各类型和名称决定均基于证据，边界清晰，属性模板足以区分现有采购SKU。	frozen	材质(optional)；规格(optional)	
TOOL-000256	卷尺	卷尺 100m 钢 雄狮	长度：100m；材质：钢		工具量具/测量工具	工具量具	测量工具	测量工具	把	把	1	86.67	CNY	按雄狮钢卷尺100m市场价估价，单价对应单位=把；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	雄狮钢卷尺100m；钢卷尺	TOOL-000256 卷尺 卷尺 100m 钢 雄狮 长度：100m；材质：钢 雄狮钢卷尺100m；钢卷尺 测量工具 雄狮	雄狮		active	standard	auto_select_allowed	TOOL-000256	1	v0.5标准类型：MT-58E4C2C11EDE；旧名称：卷尺	2026-07-08	卷尺	MT-58E4C2C11EDE	卷尺	keep：卷尺名称合格	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。	frozen	长度(required)；材质(optional)	
TOOL-000257	墨斗	墨斗 20m	线长：20m；类型：自动		工具量具/测量工具	工具量具	测量工具	测量工具	个	个	1	17.33	CNY	按墨斗市场价估价，单价对应单位=个；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	墨斗	TOOL-000257 墨斗 墨斗 20m 线长：20m；类型：自动 墨斗 测量工具			active	standard	auto_select_allowed	TOOL-000257	1	v0.5标准类型：MT-9D96F96A0EDB；旧名称：墨斗	2026-07-08	墨斗	MT-9D96F96A0EDB	墨斗	keep：墨斗名称合格	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。	frozen	线长(required)；类型(optional)	
TOOL-000258	牙刷	牙刷	规格：通用		清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	支	支	1	3.75	CNY	按支估价；按物料族“生活后勤”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=0.7500；金额按四舍五入保留两位小数。	牙刷	TOOL-000258 牙刷 牙刷 规格：通用 牙刷 生活后勤			active	needs_review	auto_select_allowed	TOOL-000258	1		2026-07-08	牙刷			keep：牙刷类别稳定。	名称覆盖完整，类型边界总体清晰；但水壶/热水壶合并后目标定义将SKU断言为非电热，属无依据推断，需修正。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
TOOL-000261	测电笔	测电笔 数显式	显示方式：数显；额定电压：100-500V		工具量具/测量工具	工具量具	测量工具	测量工具	支	支	1	43.33	CNY	按支估价；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	世达数显电笔；数显电笔	TOOL-000261 测电笔 测电笔 数显式 显示方式：数显；额定电压：100-500V 世达数显电笔；数显电笔 测量工具 世达	世达		active	standard	auto_select_allowed	TOOL-000261	1	v0.5标准类型：MT-BBB7EE1AB632；旧名称：测电笔	2026-07-08	测电笔	MT-BBB7EE1AB632	测电笔	keep：测电笔名称合格，额定电压设为必填以满足区分要求	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。	frozen	额定电压(required)；检测方式(optional)；显示方式(optional)；功能(optional)	
TOOL-000262	直尺	直尺 200mm 钢	长度：200mm；材质：钢		工具量具/测量工具	工具量具	测量工具	测量工具	把	把	1	8.67	CNY	按把估价；按物料族“测量工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7333；金额按四舍五入保留两位小数。	200mm钢直尺；钢直尺	TOOL-000262 直尺 直尺 200mm 钢 长度：200mm；材质：钢 200mm钢直尺；钢直尺 测量工具			active	standard	auto_select_allowed	TOOL-000262	1	v0.5标准类型：MT-9326FEAEADF8；旧名称：直尺	2026-07-08	直尺	MT-9326FEAEADF8	直尺	keep：直尺名称合格	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。	frozen	长度(required)；材质(optional)	
TOOL-000263	抹子	抹子 250mm	材质：不锈钢；规格：250mm		工具量具/锤铲撬工具	工具量具	锤铲撬工具	锤铲撬工具	把	把	1	25.60	CNY	按250mm不锈钢抹子单价估价；按物料族“锤铲撬工具”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.5600；金额按四舍五入保留两位小数。		TOOL-000263 抹子 抹子 250mm 材质：不锈钢；规格：250mm 锤铲撬工具			active	standard	auto_select_allowed	TOOL-000263	1	v0.5标准类型：MT-1A0F090ACF39；旧名称：抹子	2026-07-08	抹子	MT-1A0F090ACF39	抹子	keep：抹灰收面工具，与抹刀不同，保留为独立类型。	锤铲撬工具各类型为稳定手工工具结构名，旧名称全部覆盖，属性可表达尺寸/重量等区分维度，边界清晰。	frozen	口径(optional)；材质(optional)	
TOOL-000264	电焊钳	电焊钳 600A	额定电流：600A		焊接切割/焊割工具	焊接切割	焊割工具	焊割工具	把	把	1	30.84	CNY	按常见工程采购价估算，单价对应单位=把；按物料族“焊割工具”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2334；金额按四舍五入保留两位小数。	电焊钳600A；电焊钳	TOOL-000264 电焊钳 电焊钳 600A 额定电流：600A 电焊钳600A；电焊钳 焊割工具			active	standard	auto_select_allowed	TOOL-000264	1	v0.5标准类型：MT-DC561FA43E8E；旧名称：电焊钳	2026-07-08	电焊钳	MT-DC561FA43E8E	电焊钳	keep：现有名称已是稳定商品类型，额定电流作为SKU属性。	焊割工具族类型和名称决定均未发现实质问题。	frozen	额定电流(required)	
